,MGH258,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.11734536169070423,-0.0004673655878456568,0.015198314085758278,-0.016498171476307274,0.0262437259527117,0.08708234488971654,0.010738704775164188,0.06019277479643412,0.06598993566379381,0.028074890295959835,0.06042126726317252,0.06231372771675449,0.005466751773983762,0.051429258812086584
HALLMARK_ALLOGRAFT_REJECTION,-0.06832107485778503,0.018748076008423965,-0.03578936950945349,-0.019764659446310544,0.050026110128859144,0.143849655828682,0.012661826546752887,-0.007630373289750564,0.03290082480770584,0.036701427658554546,0.06894064204805213,0.00566227631460172,0.04119215537801171,0.007179662765970256
HALLMARK_ANDROGEN_RESPONSE,0.07378032908590373,0.0009296913331487143,0.020161990123493116,0.03620953387169349,0.013426012899612205,0.15255704999581665,-0.0017920792232059828,0.007261861144574254,0.04199000828527934,0.026231332748460606,0.029433009780738765,0.02700569095216852,0.049159021401347695,0.009356855168623219
HALLMARK_ANGIOGENESIS,-0.02382759479017351,-0.06291427236443205,0.02851673893308085,0.011364101535827367,-0.01690881142815342,0.17277301410676926,-0.0208424277654441,0.0534944439100435,0.06391603217638779,0.05167570041710745,0.06251999444743002,-0.08607178793392158,0.016201002481534946,-0.0669898925373795
HALLMARK_APICAL_JUNCTION,0.11159836150565587,0.00932602125001248,0.017530253713754534,0.047289243886185814,0.006605150979838853,0.13845952509102177,-0.006230557851413276,0.05161096521384938,0.07814928331105109,-0.04277573593911721,0.03311706096508827,0.07856768099499589,0.03737957175560316,0.026539347312457072
HALLMARK_APICAL_SURFACE,0.06398188498239812,-0.04335299953789017,-0.0007839576803548214,-0.002792631261808926,0.041569660125150266,-0.11259595629420346,0.11162984715814508,-0.050983427616461206,0.10067609824394194,-0.009918016852219701,0.057496905877274525,0.056327206292689794,-0.0195865665537811,0.031087956053963577
HALLMARK_APOPTOSIS,-0.0014216916001467317,0.05299482159480512,-0.007596889687947184,0.025820277783068172,-0.05126817956670363,-0.0001666819158007549,0.04210475456628997,0.018078770116406722,-0.028406519427382943,0.006470099394418903,-0.01679027979120016,-0.05145524449295151,0.03161063142340411,-0.030841080497722037
HALLMARK_BILE_ACID_METABOLISM,0.13499233141736214,-0.037732996966341116,-0.042047711328273056,0.018037239049657854,0.055840732317672684,0.12694112309180206,0.08214821603144953,0.046806665333178794,0.062458479022704565,0.025711676903424165,0.005265625278748961,0.0761211075227767,0.017436685758186757,0.12878167350719022
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06330837520882103,-0.05218377142283752,0.02892749224450816,0.010094415730463968,-0.014594502126899347,0.07742506483367563,-0.028392106903948687,0.07993319155941324,0.07653681401611954,0.17199751456531884,0.034572602270218626,0.09915603176283957,0.02588134420561461,0.10404588598990289
HALLMARK_COAGULATION,-0.0828892302581367,-0.028731433489673358,-0.015309304086687115,-0.011660324628918308,0.014664536817051542,0.13283136749839303,0.025022395042821315,0.08844341355919212,0.01152211987842832,-0.03241103716860866,0.016440318558229673,0.013047536764110832,0.04650356177323492,-0.008485868945822877
HALLMARK_COMPLEMENT,-0.01020171881664917,0.022099071085453892,0.0002666100434650505,0.0045130679433188796,-0.01175677222584876,0.13247772412067513,0.02141832580044697,0.015061253504821575,0.053974813825283005,0.09498472651767015,0.043346521167193494,0.024059095173002767,0.08195221196991209,0.052774980574610705
HALLMARK_DNA_REPAIR,0.10623988947478868,0.04422351985186044,0.01261777065613274,0.06820189905001105,0.057778866737447955,0.14395637380289042,0.015608378511222184,0.09164709827244356,0.13478798002939377,0.0854670796106253,0.05677878609501052,0.09537839083216093,0.058649333450033383,0.10677490391057656
HALLMARK_E2F_TARGETS,0.08504073985149713,-0.003257620996765626,0.0035892675928885453,0.04262306214937031,0.06387035796075485,0.15551684407757313,-0.01780644691490443,0.04905205355093073,0.08557127154258867,0.011755571468840943,0.04555412403796245,0.04563242577284181,0.03533421799853345,0.10441119410668562
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0915285948271986,-0.0602324854270324,-0.003169248540014679,0.04762901296239016,0.009074297450478611,0.15479420374345765,-0.041246878829529,0.10262959726736422,0.10641091816692189,-0.0631827250032131,-0.02469574878249711,-0.045950820646626124,0.026202849448883785,-0.05533933120290757
