,UKF259,UKF260,UKF269,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.03731869318188766,0.07480672119182401,0.07118233659542611,-0.009950938327667094,0.030936808910643727,0.06483991910125031,0.054412459911956194,0.01648939231916908,0.03566345766049293
HALLMARK_ALLOGRAFT_REJECTION,0.022531151105839663,0.004064699827177978,0.07079695226905704,0.04035013010640773,0.007790482530789667,0.043178805919569366,0.024911412557646073,-0.03544989561940602,0.006226674249321584
HALLMARK_ANDROGEN_RESPONSE,-0.029448937002774286,0.08518314354509875,0.09797909060349143,0.017590711603882456,0.07020670951629573,0.0745161931380797,0.059990244617206825,0.0167070663826844,0.029525562267344388
HALLMARK_ANGIOGENESIS,-0.049452605567784795,-0.03340156540799597,0.029607051245137316,-0.00107694450554417,0.044420274374695624,0.03531211320999278,-0.019703654240542424,-0.035265311377872484,-0.028331024721068663
HALLMARK_APICAL_JUNCTION,0.018786033905326058,0.0839133869211752,0.05017713283669622,-0.010203123350147194,0.09039363411976721,0.12502018331310297,0.03090772294012679,0.03867386313169953,0.0633544284690156
HALLMARK_APICAL_SURFACE,0.01968081461820208,0.09329915760497624,-0.04265105108187525,0.0626461627968138,0.03735376152218952,0.09164346555485028,0.07984681836478905,0.024797706976518365,0.032337537424707616
HALLMARK_APOPTOSIS,-0.008320224934424662,-0.08957952757250107,0.028749681596998877,0.0015571953276618954,-0.02109699583094413,-0.020349773754532553,-0.018822767052545875,-0.019012641030538745,-0.04881472030511066
HALLMARK_BILE_ACID_METABOLISM,0.023890271434677784,0.1341818044918765,0.05685423599555307,0.0296759542382655,0.025820809293205238,0.09763398440323981,0.026864187544126544,0.0597822724963233,0.05664550489798082
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06349999143774279,0.09480002938218259,0.07688212483177369,-0.07700972209388515,0.10122893940693523,0.06491134214353432,0.06299189334633852,0.039847676983075786,0.04148178425843704
HALLMARK_COAGULATION,-0.007542955233561792,-0.07972403631605383,0.048876494824308274,0.012188227910526945,0.030290887342773125,0.1058086164974275,0.05053698079543277,-0.04124934406528427,-0.04626102040126261
HALLMARK_COMPLEMENT,0.02146809614995292,-0.024769140003062632,0.06473909791079817,0.007048320723442121,-0.006422834437659721,0.031813531015630614,0.07105563551005285,0.01880418356287212,0.0247389868481609
HALLMARK_DNA_REPAIR,0.02278221910333569,0.09866475647109095,0.10164978078934547,0.03811846364598764,0.0951155920124684,0.09606210863645205,0.06336089656325809,0.05343973333645445,0.06590946515927258
HALLMARK_E2F_TARGETS,0.07241919185847576,0.10106189525311961,0.10785865942476025,0.006873594339658223,0.059937603282100814,0.10477269152290729,0.03125571304145868,0.0365046278542293,0.0993375346679369
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.019762785298434653,-0.07199496373507526,0.08673521411394271,-0.05065222564027959,0.05807208501460928,0.11734555853727709,-0.016103066046107967,-0.03949109046169176,0.0038947373515526513
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01876281873110006,0.011066830431473676,0.06762998326454131,0.010231448839962558,0.03426954249872256,0.12278803743626006,0.03724736158990015,0.042994089478769114,0.030683322238729775
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.01136892737537362,0.004775748409802309,-0.014702374076447065,0.053409037851039794,0.02684137804101636,0.07321085318757452,0.008355219485938087,-0.013555727847028682,0.04885401196637093
HALLMARK_FATTY_ACID_METABOLISM,0.015937139784860086,0.02005899882929068,0.049792151714826184,0.008648604869871707,0.029514766278124202,0.06106451232872802,0.010434472056787752,0.0044364306329447035,0.011117997467745305
HALLMARK_G2M_CHECKPOINT,0.016471571508125445,0.08936983553991358,0.09394007823946901,0.006269348693135943,0.09032016125098515,0.09304521869659058,0.08058312870179168,0.11020380640292687,0.07324620858242108
HALLMARK_GLYCOLYSIS,-1.049040292096077e-05,0.02821847265601407,0.07334330451007444,-0.03648856061169733,0.08321740440370198,0.13530207865249114,0.05345800655055906,0.034493061160226594,0.07408673985975606
HALLMARK_HEDGEHOG_SIGNALING,0.029810712461721997,0.03137632473490222,-0.017360098731086883,0.027975832253720412,0.06683106396069578,0.09145441484792322,0.031694118400539616,0.08010008982839906,0.0278100709381989
HALLMARK_HEME_METABOLISM,0.014388601093050693,0.07431286290540634,0.06445741484918273,0.0225469569947465,0.07566029433113311,0.09859996089233128,0.06632507387575917,0.05139560846727871,0.08166380181226075
HALLMARK_HYPOXIA,-0.027965132848022514,-0.09397547287779007,-0.03877239827880986,0.0011614373123859892,0.04290071113108542,0.005303342217739956,-0.014140409592971774,-0.012492938878632832,-0.01733718020364505
HALLMARK_IL2_STAT5_SIGNALING,0.009381643858609743,0.10201690532090756,0.04204550830184787,-0.05581688023061634,0.006673297899294607,0.07181663482886604,0.05305534894564483,0.0304932350852473,0.06290934818892856
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.022019274796666186,-0.060603917661853336,0.04019887861464169,0.044110617021705746,0.027153442020160234,0.10452023671209999,0.09063428449502874,-0.025193075678879514,0.01806728886394745
HALLMARK_INFLAMMATORY_RESPONSE,0.039838370608578255,-0.018797697888598183,-0.010464493922513179,-0.04936575936602886,0.036014047985712644,0.07865963715176248,0.00833923304357532,0.007058735943861706,-0.03314692824814783
