,UKF248,UKF259,UKF260,UKF266,UKF275,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.017497950839146275,-0.05785843094678821,0.09780716938655062,0.049433529077947534,-0.008688551034572523,0.04937086486422012,0.03295469588752322,0.027016562666461186,0.12605551169348717,0.16738986438500636,0.13776180357658022,0.07266711213817331,0.0909104202288744,0.08041107898781455
HALLMARK_ALLOGRAFT_REJECTION,0.04854934995080591,-0.03061362849941307,0.09163356012805163,0.12184986211618372,0.05890300315260522,0.019634425988063586,0.11100215801827863,0.11862904354452908,0.15143348822591307,0.02879558505509907,0.10635560112660673,0.14716682810391846,0.18096427587120847,0.16791671025504415
HALLMARK_ANDROGEN_RESPONSE,0.009570808438358554,0.012388802722654062,0.06832255210639303,0.09938547596764045,0.06923040425234718,0.047996055158801045,0.05344223519379127,0.06052367102492825,0.12284308098632298,0.13348306304637605,0.13818430921499783,0.09735565647422945,0.17505587453996535,0.10951349882542817
HALLMARK_ANGIOGENESIS,0.007974566216151275,0.06362817233588057,-0.07425721704462075,0.07323272060256486,0.030150425311566708,-0.021285328840409064,0.00497263350553842,-0.019360195934619327,0.0413990032794001,-0.06682188842582025,-0.0595628402210182,0.027211318498850688,0.08067936303977116,0.025497251904126113
HALLMARK_APICAL_JUNCTION,0.04410275141219878,-0.016825169914015253,0.0639691384374406,0.11768281209295336,0.06144087168995833,0.07992174745420237,0.04631849208213829,0.014941889258970505,0.09457925169588528,0.16932109657015765,0.14836491572417776,0.08662444287744193,0.19037270606153736,0.12033438284591666
HALLMARK_APICAL_SURFACE,0.010768487772475655,-0.020447334373165742,0.054771874772956544,-0.02714967512434529,0.07222052363783937,0.06066639788754667,-0.14511642334380978,-0.04615795563027273,0.027966517821292752,0.12249341406454352,0.11944206240160286,0.040982046230345674,0.15649292286663738,0.015886030130357668
HALLMARK_APOPTOSIS,0.06075929928096448,-0.07108549141563342,-0.011213165300784868,0.02818826907109797,0.06577128482229702,0.00604646123552063,0.06844755942162419,0.02890189970387263,0.08369412045668584,-0.033643558791912095,-0.06346308670086863,0.0880088975615452,0.10793686735974693,0.039781786773594216
HALLMARK_BILE_ACID_METABOLISM,0.002824016444658722,-0.02679366635757218,0.026106599231724256,0.0686105881768526,0.06381984696765147,0.04966786037283427,-0.013036651005298973,0.018468512381527934,0.07573917873357328,0.11045018290718739,0.0881105415361454,0.06560537888470691,0.023884756189172053,0.09456745337775607
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.014883742600458107,-0.012934035987749642,0.04651334698844072,0.08878372914859037,0.015762514532518892,0.03126570217546524,-0.018311953023070822,-0.013776222641039464,0.04183806578404953,0.1476186943285831,0.14918549470322148,-0.021920733279188146,0.0020663820159454636,0.04330727436426919
HALLMARK_COAGULATION,0.0675888598225266,-0.08105790867720412,0.12951674530929896,0.10207628841107652,0.08340311016068719,0.057144535907231224,0.145333167717942,0.07620762187959546,0.13447345254624665,0.1257837139742512,0.08253952111253322,0.10943360720133194,0.1930935905121367,0.08091489454163767
HALLMARK_COMPLEMENT,-0.02123428725907387,-0.024137414427442667,0.09978247524215533,0.06656516567260463,0.07118502039087558,0.026424843297004414,0.037077113480151996,0.013479050553474673,0.15284590482697097,0.0673475963908115,0.05825850217740825,0.11508591447900274,0.031071206495990527,0.04961764764536488
HALLMARK_DNA_REPAIR,0.020578662091974523,-0.03700359256045336,0.15356100261684366,0.10439021568279268,0.07251612551020872,0.05540558677752041,-0.028082316552904257,0.010381488693792806,0.1496511264388501,0.16481459914349747,0.14965376422198406,0.07301554542679002,0.05914286729655513,0.1012812820219355
HALLMARK_E2F_TARGETS,0.05109684641381711,-0.013315533484693347,0.07194341542973377,0.10676475970433139,0.02480742735966877,0.056732966573172776,-0.09127314343693667,-0.03914556684750656,0.06207045661990321,0.06573869522800677,0.1052902609899109,0.009066448407001961,0.019298158626490775,0.11697798000261544
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06542714385962387,0.04188026521914866,0.054396833762679626,0.13034251944433103,0.033190827177120054,0.05303015520085226,0.029636687154242888,0.0806135490658649,0.14780682580892895,-0.015186998641661726,-0.04135841802382223,0.10965339002621752,0.20787017489096857,0.08040457291797717
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04402980723373814,-0.042585038860412094,0.14503243090140364,0.044326104935307545,-0.06575247062704385,0.011741577374900041,0.08205694224713418,-0.005687667602747015,0.08396770628472626,0.11169355077740646,0.0901577474902341,0.06588183953878042,0.086259392108363,0.07295274450324009
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0029656983555778342,-0.016665686663975436,0.03197391291861786,0.04924398650816905,0.02307672268948034,0.023430795431413846,0.003921495817080206,-0.046274466957549894,0.022574161344788474,0.10141928131452028,0.12066967366216712,0.022875560302556906,-0.04317097371307069,0.02896791731934801
HALLMARK_FATTY_ACID_METABOLISM,0.03308525286583295,0.004737935407025674,0.03796047948121491,0.04310855825770198,0.04991278944456196,-0.022095612401873868,0.007862198783282535,-0.010195037112069934,0.12172057634787882,0.03887085256563456,-0.011642782074779744,0.004933329095894459,-0.025993420954563074,-0.024343109710623055
HALLMARK_G2M_CHECKPOINT,0.041502607450663094,-0.002390479069146879,0.03374437756884827,0.11780539253976072,0.09256092963062018,0.08022753225985639,-0.10196924810888014,-0.006755006072707563,0.09828352604491787,0.018198800001860624,0.03849607580107774,0.0201260047934742,0.03356918200776957,0.024903369856581137
HALLMARK_GLYCOLYSIS,-0.010270646309742566,-0.03464543275181005,-0.02491435485197463,0.022801593476327185,-0.05978596917089314,-0.0010111265734599982,-0.013367510090651081,-0.0032288590843570332,0.09547539071090104,0.11528018797723072,0.08776732808283423,0.03145657637271834,0.044435790414042976,0.0500868153576405
HALLMARK_HEDGEHOG_SIGNALING,-0.03140250776461477,-0.072559325862767,0.05236923572559056,-0.07066851018566585,-0.006012593819003722,0.0234882465368044,0.07054656937296931,0.12205735138760808,0.0990431785749008,0.11283087461422028,0.08653043518250471,-0.009385711291084816,0.019006413744061004,-0.06029855647367
HALLMARK_HEME_METABOLISM,-0.010453234295784949,-0.044226762698039594,0.15471971078965996,0.07272617903995626,-0.015472015306086101,0.0682415808587128,0.11945048667690591,-6.708344920431552e-05,0.09991894257396908,0.1602233121464092,0.13219521135854442,0.08375593998445996,0.06579545021138102,0.06286498554730457
HALLMARK_HYPOXIA,-0.019659133239257023,0.026899484831523532,-0.04109848679455929,-0.0065931316277642584,0.024903053392244058,-0.011591981525426615,-0.04232552128474227,-0.02981602590714862,0.0650828545028492,-0.022499066967366227,-0.062070491055695266,-0.029026258927123263,0.0030593389579407554,0.0021652895314212502
HALLMARK_IL2_STAT5_SIGNALING,0.009668486324625457,-0.020331726446498524,0.05306591390800159,0.021245470510338663,-0.0054316066385518445,0.00766394044771397,0.10138060259452232,-0.00477301379129581,0.11039923088658474,0.08950045020729856,0.13696764273453352,0.043217573417543384,0.06537714898219263,0.07208719116821975
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.0038218384884563523,-0.022616335443900983,-0.0169164883945931,0.10622682698089046,0.04370289939953603,0.008044781259950905,0.17271435675805416,-0.008378700929182475,0.12197913208525976,0.016788727151769586,0.07829498299819423,0.03445915657528662,0.06705223514193852,-0.04219558938378702
HALLMARK_INFLAMMATORY_RESPONSE,0.009116440479462822,0.022531051663072017,-0.01901126871859062,-0.016364395403754624,-0.021769066874559012,0.0435391422390079,0.05851916611178268,0.07813200192197253,0.06401434164729546,0.04418303912215673,-0.0092709108372643,-0.03134919006749324,0.011441855085465354,0.015547024077008531
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.031294299770247544,-0.06469643768708512,0.11763036018218352,0.13683955554140043,0.05380892371367658,0.07807503259836444,0.10993504356951454,-0.011642266336674756,0.04043981524437523,0.11912272143143933,0.15474609378804605,0.14231571102454588,0.16067046692865242,0.2089307687254786
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.025233118929199456,-0.09475976036693641,-0.007633449893257949,0.051283242498442135,0.10088392541406756,0.04497656922245063,0.08983411383324494,0.06673235813494253,0.10119452105017257,0.03872612696386764,0.027715825717080783,0.09585888239160084,0.08772137041724401,0.07205002172133304
HALLMARK_KRAS_SIGNALING_DN,-0.003524110450518711,-0.050037715981567095,0.09097932063887011,0.010364087004014345,-0.022378283936396303,0.03897943200880521,0.04372173597375463,0.024568653760861543,0.09594097188152356,0.17944686164421197,0.14829534227931393,0.07521379473931479,0.04517690613565249,0.11758190970053044
