,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.007989222376184926,-0.008608037843937629,0.03164681648317387,0.07322786532012447,0.002637211885474278,0.05227821007040539,0.10297422473494977,0.06108855893327136,0.03188699335519727,0.08514486074429842,-0.014982370415044237,0.0034388680170864563,0.11516273852521831,-0.014796657276496148,0.10748219559220996,0.031057047077266087,0.04393636071898825,0.11021481592223425,0.0721633207566236
HALLMARK_ALLOGRAFT_REJECTION,-0.019194136995412725,0.03085090113225692,0.04655909057318886,0.06091461040253533,-0.0530056075664649,0.012812860938540258,0.0846702159782793,0.04805151948217002,-0.02148042129123536,0.008078276060211068,0.005849081359677636,0.06446042236933981,0.0956320709770772,-0.03905125820982922,0.05339298742105258,0.03662596543282109,0.009775703985295463,0.08755380799095967,0.011260269732719467
HALLMARK_ANDROGEN_RESPONSE,0.04851713183144945,0.04292461696303312,0.014330615085392706,0.07258417141952923,0.008070358364319472,0.06377391600706556,0.11204553757232474,0.03996034462529032,0.016824598434894037,0.03970442145701557,-0.02018326421450069,0.041830389843579716,0.040637636097226974,0.0023763605841425877,0.09401424857732461,-0.029555083752315508,-0.03146256263848315,0.02778240141881432,0.08393589262907918
HALLMARK_ANGIOGENESIS,0.09423925212032877,0.08920271128875089,0.02832934078390049,0.07980228075069339,-0.026858955354676462,-0.017004337614776842,0.07843146898180751,-0.0030085161954490095,0.047639394673073855,-0.014935955799050073,-0.027526196128092893,0.12285778421068909,-0.1674224706889629,0.03584694488848192,-0.10964579369856466,-0.026547875925736847,-0.052115195901257294,-0.12098436624890617,0.07441397945695089
HALLMARK_APICAL_JUNCTION,0.034358116485859264,-0.03050099957512647,0.01185295657578553,0.017626065099731154,0.011999339704454923,0.05707970262958333,0.10553584172808808,0.0520505323178748,0.013696036777317124,0.07377049315228956,-0.013010958999866266,0.09383967490085866,0.11666313871913629,-0.003622820890933581,0.11849459641730835,0.03984079229912279,0.0053704791188086305,0.11899394663967536,0.08231937807993389
HALLMARK_APICAL_SURFACE,0.044528148783116124,-0.045294915851977015,0.010952800146019053,0.014310009055768475,0.017102517916534304,0.03010081211651505,-0.027503994692642846,0.004602223225779728,-0.0270016383695674,-0.045662252150428365,-0.031579353136629386,0.10775347852746654,0.10020243046036256,-0.01258392274491631,0.10540647871595868,0.027059013209780762,-0.03585550912350019,0.05225133745653155,-0.025694961894984873
HALLMARK_APOPTOSIS,-0.0046155620279969755,-0.001046035096327688,0.026570724623640078,0.03447760605154699,0.02084782391366803,0.0352081611509337,0.06063167804840464,-0.012761646961608277,0.01286562356187593,0.022960819990445476,-0.03815395503672703,-0.05888320144174485,-0.032606227492900396,0.011450607988371669,-0.056235120734359496,-0.008304517145960134,0.027622148852901575,0.015017743175995179,-0.017071653726645677
HALLMARK_BILE_ACID_METABOLISM,0.0021040306565054986,-0.031659875787952874,0.031785656751000285,0.05208379305583163,-0.010228276452694205,0.033923215034600177,0.14872497188258788,0.045406718320462426,0.06215033354050003,0.02208783010708434,-0.00448309666772112,0.05933168421466065,0.0990893438402017,-0.06079440445587831,0.10383624721454494,0.07250620590204884,0.052927345265938855,0.13671602379312325,0.07246265960082215
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.030192470939751342,-0.04002613071747846,0.046007414229038215,0.08369518066392752,0.050522030592007654,0.06159820159123797,0.08036833681919056,0.004259455987013644,0.042165918968460364,0.027701612789897946,0.008080348837918173,0.12297472332487404,-0.06685504809561774,0.03595798562278735,0.12239606842119173,0.06065394702891494,0.07481489099327154,0.07496376187700045,0.014400788628349011
HALLMARK_COAGULATION,0.012372610641103905,0.021556061074519003,-0.010502923030514373,0.11165730231082023,-0.023633682413311465,0.08282915064169145,0.07208726859512551,0.07425322957653505,0.01249782662079842,0.03890339538609354,0.0009848010765969523,0.05484407613864592,0.047490081163181444,-0.07922203293836816,0.05103955682878102,0.029151872736665082,0.03556619249766867,0.03340756748391906,0.06804592386083583
