,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.024842938406113055,0.0021006064217151173,0.050096869035842644,0.002139797770265573,0.02366432240441672,0.029572645814148566,0.036605027457913546,0.06872692017429095,0.041096892201869496,0.06782903587700996,0.09589500685346726,-0.06622762082456013,-0.07022414619609456,-0.023887815641347246,-0.07608330079008903,0.1301265835348355,0.028583605799369572
HALLMARK_ALLOGRAFT_REJECTION,0.048263966012992134,0.020713722428692703,0.031448999198837764,0.02104390640246077,0.0664493267658411,0.09134894235958428,0.010509162998581898,0.06205163166398692,0.029850909676334553,-0.08517454019113688,0.08031213017487471,0.014948285095511552,-0.07532587183019189,-0.017685124845630642,-0.011558058498443333,0.07036551444773415,0.07146192160296802
HALLMARK_ANDROGEN_RESPONSE,0.07622102954899938,0.02504240629236914,0.09267622258632023,0.011809267507217926,0.0052110208530766625,0.10190423179009478,0.06588801522553671,0.05775225480377468,-0.0033562009580205194,-0.03333020016896341,0.06309819110766152,-0.0760353449844802,-0.03585503738105257,-0.011576421456542538,0.02486989911226209,0.04178178553755107,0.08633898467554772
HALLMARK_ANGIOGENESIS,0.020646240097250107,-0.07837317450969106,0.020287564746574966,0.01347615522168607,-0.09018677261219317,0.08089736090364283,0.01451217471396378,-0.042186552908338955,0.07157982222700879,-0.05974750995413669,0.09668917863217032,-0.10306010943301261,-0.06819077230852985,-0.07868728983916704,0.0034462990611983566,-0.10630000191700328,0.015321554460811041
HALLMARK_APICAL_JUNCTION,0.06299373694714942,0.08604894660660026,0.08802346951787351,0.03501849973200758,0.01830512728547573,0.11311234697089723,0.03543014947413129,0.0040580102022828414,0.009968245677719952,-0.013735803128704743,0.10191586498894209,-0.006925657529741144,-0.05878048497102401,-0.0673377101892043,-0.015623558167395444,0.10025687090862158,0.02115515029105657
HALLMARK_APICAL_SURFACE,0.041092165262084555,0.0017835068589877301,0.06806504897905966,-0.05599190407497302,0.02749616268690498,-0.05218000791715538,-0.026226224289750594,0.10496681282706027,-0.023389521140729928,0.05662350905759247,0.05299112405882241,-0.021695809917367418,0.002292498783484581,-0.0014214379542901215,-0.10867077986616663,0.09802556449715831,0.06456207127942958
HALLMARK_APOPTOSIS,0.04146631738492524,-0.014375367615078113,0.037850841122043934,-0.01755790976531692,-0.04876663112654752,-0.026994043551227635,-0.0015171328368347595,0.04999391124261789,0.04682684208425395,-0.010341678991878014,0.007850492961674043,0.04619830643013489,0.043015615538878206,0.008923308896785354,0.021608636473372352,0.0633343086040049,-0.026934122297928697
HALLMARK_BILE_ACID_METABOLISM,0.03967301487453804,0.09094288816059518,0.03637729105211951,-0.0039812352208106324,0.016026458785199406,0.08006981710697166,0.03037003700471867,-0.00617481299772806,0.013286459685036526,0.007385782174682582,-0.013477063756574351,-0.03709303709492692,-0.08291738084158534,0.026025505768834743,-0.04957734949150203,0.12847062863897737,-0.03373979730526669
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07852856185500336,0.011038291552891624,0.0356104612627467,0.05025332487684863,0.0157995090134432,0.07160738815653936,0.031570047129138946,-0.05477306266673753,-0.004216552262220834,-0.06048842290314061,0.087695298260679,-0.09334192923592158,-0.057798471765917674,0.027200537919976762,-0.05894137317754142,0.10882567676457239,0.026897711856299616
HALLMARK_COAGULATION,-0.004846521430299944,0.02245759197521151,0.021688039118567492,0.03256183091295098,0.003425401165547444,0.09165127059943322,0.040929333544548176,0.04698797646052066,0.06532139474455656,-0.10555504494707693,0.03757940452615911,-0.05866664076433153,-0.06465947736914254,-0.029695712623994324,0.0050907838488197495,0.060313287266817416,-0.03268063919380844
