,MGH258,UKF243,UKF248,UKF251,UKF259,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.014717062434133964,0.01469333841075412,0.08560575550372986,0.05729573168389114,0.05362478575707726,0.07193374152383537,0.019699013103247055,0.06849313644061224,0.043554928525531084,0.07673063399061983,0.033982803344143,0.0995343231127268,0.10678827490556544,0.059333894126673864,0.052145342077339465,0.0807999104146134,0.06673724653901895,0.014975840037726642
HALLMARK_ALLOGRAFT_REJECTION,0.025486943063755232,-0.0006700224826258727,0.021816378764290826,-0.02372013178577403,0.04157831590536374,0.023890231497732207,0.01984161371144086,0.009385317074689209,0.0388111701987097,0.0858000577523757,-0.010502940299760878,0.05238114988207552,0.07888353913670673,0.03688650366014888,0.042670553413979295,0.06711608929459632,0.07127748839281252,-0.028026046331365437
HALLMARK_ANDROGEN_RESPONSE,0.026480651334238315,-0.05136478870136562,0.062121853172128455,0.055502396643341646,0.03988265724656567,0.005406973923439319,0.027129741115065727,0.05683191579828762,0.06736818851596556,0.08433231969254762,-0.015207403999792654,0.11831534475536427,0.12510571813949928,0.05279571667844756,0.07247864458616984,0.03378319253991408,0.07675113835445047,0.0007944954379908019
HALLMARK_ANGIOGENESIS,0.018939467560698697,0.0054554378521389614,-0.040988180346220926,0.03693325617685183,0.06242651506357844,-0.08550090756276883,-0.0072391105178733085,0.004694018502800924,0.015561564141326558,0.06687079578581191,-0.04547245806642202,-0.055467190139350496,-0.07088974351716969,-0.05818573837461136,-0.10394082658553674,0.030785870893037443,-0.09868491514792745,0.010576641292433917
HALLMARK_APICAL_JUNCTION,0.03143140046071474,0.018442927476481234,0.10950681636932029,0.059819174919176495,0.05820783949265631,-0.039503582405175264,-0.0022645373399381007,0.01920059108254722,0.042028380162433494,0.02346057011056355,0.03433087334638301,0.10388345799408943,0.14936267338491108,0.060092361502793304,0.07982370747870329,0.08185067199477963,0.02923996030575814,0.006733673128550292
HALLMARK_APICAL_SURFACE,0.0037779536623702217,-0.06159563225746282,0.10089968725259207,0.03942282394346353,0.046762109460480344,0.041380634899517786,-0.009069028687329206,0.04851363340185705,0.028766360289057612,0.02417526809306079,0.025284031104100515,0.08395575550147673,0.1375108478209403,0.08850214445875643,0.09198996922832244,0.04928478824519527,-0.019862984393739274,0.026047612471754914
HALLMARK_APOPTOSIS,0.015556866566712528,0.04861734123881818,0.038507468991316816,-0.022365692481637153,-0.030816086341551172,-0.0880193249146735,0.019463455056747188,0.034075829925549785,-0.022658365645500434,0.04468805523925568,-0.02338791758208741,0.000866260848508795,0.03304036799335746,-0.006509263478173401,-0.04672758238884277,0.012354455309010021,0.035627811483783835,0.022045359807273346
HALLMARK_BILE_ACID_METABOLISM,0.03890311154115172,-0.07671373260641193,0.05571072832376445,0.03988756100592723,0.025831940745572504,-0.02694142397048563,0.014653199675858137,-0.0123709546795667,0.02738488669058031,0.021954570043828395,0.05530631764584218,0.08990789988741851,0.08624639450416108,0.10741562935963248,0.09838122618311929,0.012735428253166994,0.10003626244306889,-0.006507727810440997
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01858883619178988,-0.004936153811267812,0.0011753741228318956,0.02431834637652155,0.0548903623511489,-0.07798737696473604,0.04397541656266892,0.0021377294254933546,0.05463440150385857,0.13890839741276131,0.07068090011761986,0.10832935327211136,0.12308502836140874,0.06951910037040354,0.10944179321852031,0.04357830296441966,0.031237584505135318,-0.02241370033007721
HALLMARK_COAGULATION,-0.004946036815314048,0.02553943219258344,0.11025600075698531,-0.0017476724402840814,0.009350551040693527,-0.020707557440995637,0.03337785135899555,0.048826154289609416,0.03841527191199098,-0.02947674178268436,-0.07301558335294175,0.13551328626915476,0.12639420833600828,0.05977617047646652,0.005756265750161378,0.08500216702238723,0.020311641231096297,-0.030420970472194754
