,UKF266,UKF296,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.009094820770180714,-0.0017508594155143146,0.19946813962444127,0.005059034812421272,-0.07376347405588606,0.13506536090203936,0.0753655295903165,0.08932777324777885,-0.01982941304214788
HALLMARK_ALLOGRAFT_REJECTION,-0.003032590207421112,-0.03875819449077975,0.22867983367193304,-0.00014369494409669544,-0.1192345679382112,0.10640047408462355,0.03716612546265225,0.12147761459349891,-0.002402675441780344
HALLMARK_ANDROGEN_RESPONSE,-0.013928284060450173,-0.03632271295989737,0.17646162799888915,0.025678360004890644,-0.07212251983677893,0.13937663554959276,0.08674130310740612,0.14609425998025521,-0.05357499451675702
HALLMARK_ANGIOGENESIS,0.01672447285098637,0.04641632757830445,-0.07457019709619563,0.24860383277243017,0.05092052723173624,0.012844098394550713,-0.013122642375618635,-1.866909800308141e-06,-0.03430164370369531
HALLMARK_APICAL_JUNCTION,-0.012821827255873889,0.01900799341615884,0.2770695471755498,0.04062631203546246,-0.11311131139427431,0.1266317395208844,0.08205559492795027,-0.0036476543337302155,0.009291844244215895
HALLMARK_APICAL_SURFACE,0.05168875408372349,0.06716065029071676,0.21790017084338328,-0.0072021145356924955,-0.15534862326601065,0.11589585633390195,-0.01647426702786367,0.030313404122367427,-0.07436996536694172
HALLMARK_APOPTOSIS,0.024126087235936632,0.010755931082414703,-0.04776786686177533,-0.1993852568489301,-0.020633933154588172,-0.0006047051625709128,0.10405889401861798,0.14551006998346364,-0.023366947281144374
HALLMARK_BILE_ACID_METABOLISM,-0.00370870927326732,-0.00287007706323835,0.06958210706305029,0.016037208935587542,-0.15758683469915377,0.16398497389702785,0.09060897534813314,0.06262956356835571,-0.022762947147897818
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04829378887138132,-0.017730749456317692,0.21360292346271506,0.12784194950867347,-0.12124963928749119,0.14180298388488408,-0.0766662945540085,0.04193149711909669,-0.053645573228670564
HALLMARK_COAGULATION,-0.008271319429316857,-0.02059906207436315,0.2428334483864686,-0.06019696697879312,-0.13331466067317552,0.12160047257812738,0.10988351009634574,0.1411345189116628,-0.018218807335114263
HALLMARK_COMPLEMENT,0.010992819281328092,0.018532979150050012,0.1598028635408943,-0.1061102794870281,-0.05748995752786012,0.12356130186840146,0.026344786846374587,0.07688969255527738,-0.03692672096605843
HALLMARK_DNA_REPAIR,0.03980252351565224,0.010222158409606816,0.22382622741020072,0.17035655086319146,-0.1130176125119654,0.15248659953905128,0.04762666762258078,0.028660722868978146,-0.036562893598615406
HALLMARK_E2F_TARGETS,-0.05026860354378252,0.03265406448166848,0.25027318703016743,0.01565050655406733,-0.11157207712874699,0.08093769927074354,-0.03677536470890985,-0.025326148790892806,-0.04493174612516269
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.007423013393939371,-0.004748797279675259,0.024395337296344893,0.13160698246028366,-0.00024770877148727144,0.034751101507373,0.13602363360959685,0.09464483593241568,0.01140061007601293
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.032154335176008526,0.011969290024277626,-0.1071198876620109,-0.11464591581275019,0.06625350331805074,0.11556016863059124,0.11394832984609786,0.10451579783479736,0.00382276726291851
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03588544029148186,-0.0032190149290355664,0.19445469058331014,0.269465181102975,0.048757804321748005,0.13289629454902846,-0.0745569516560721,0.08869589419239204,-0.041378068385402506
HALLMARK_FATTY_ACID_METABOLISM,0.0259448984776929,0.0010295302741577957,-0.015068824073925086,0.027819802563128573,0.039361019563312755,0.061519667899082295,-0.04290137964283775,-0.009642589118591548,-0.016893525065583614
HALLMARK_G2M_CHECKPOINT,-0.02468929413228575,0.018390333959216736,0.1818583820455847,0.05990674869573181,-0.07942206714769141,0.07546360599881712,-0.005873740281626852,0.003965092438465134,-0.08946536072318692
HALLMARK_GLYCOLYSIS,0.009538744474637763,0.029654319686585814,0.058546378767605864,0.26366166489139625,0.13919048778641566,0.09716452281604765,-0.026197626632532313,0.05583034280898299,-0.10397849885354865
HALLMARK_HEDGEHOG_SIGNALING,0.046158431789900964,0.030359473995997113,0.17126679185985702,0.046880088292873816,-0.02488487479514782,0.04741970897645945,-0.03721177660162552,-0.009395140711363327,-0.07615949019754167
HALLMARK_HEME_METABOLISM,0.03893275653213431,-0.004772542939753863,0.19352240769826823,0.2099417238845757,-0.07230415786033487,0.1488207354447564,0.06403910797482647,0.06193397395036614,-0.03084879893065958
HALLMARK_HYPOXIA,0.04535836473982731,-0.013345118899259685,-0.1512672432506521,0.33414871349668573,0.17484164882042358,-0.017819325118373777,0.0319970411647682,-0.025716033871082396,0.017038345798293938
HALLMARK_IL2_STAT5_SIGNALING,-0.020339436250899706,0.0269790770259898,0.036680012218354825,-0.05978028830209725,-0.05556209371299481,0.09052726071259792,-0.04999082044721471,0.04833541202759058,-0.044698295141446166
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.07788673883719381,-0.10030078498383808,0.061275235243795,0.09871616208513789,-0.12012486694345462,0.06270787477312639,0.006223052853950701,0.06130918708075331,-0.09212342958946688
HALLMARK_INFLAMMATORY_RESPONSE,-0.012849817945484626,0.03325141254161265,0.053998048950919135,-0.06721612323497385,-0.1355054107758135,0.04024030674845015,0.03223047900730049,0.11823575938660558,-0.015207265015264633
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.044286847423402845,-0.02847698349298787,0.25969159923825347,0.07466736310792672,-0.13845099290223073,0.12976139225005243,0.12655850749705147,0.07023651023243359,0.04130549745699842
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04467600046548729,-0.004092273036698515,0.03707143884169508,0.02245845162162999,-0.1074805326640402,0.05059656007837881,0.13004225171503295,0.16627026750159699,-0.05565204077018987
HALLMARK_KRAS_SIGNALING_DN,0.09268782102838068,-0.006974217780190853,0.016842500496266184,0.0204101895166321,-0.07917736461518793,0.13606143316736682,-0.00325248525344488,0.052098691775575794,0.0019853419406744327
HALLMARK_KRAS_SIGNALING_UP,0.07832371761430675,0.05475233012520543,0.2138185414796078,0.0007916605154540283,-0.06408411613491702,0.11431171551436406,0.11201051171594828,0.1585651501236301,-0.024028197917388913
HALLMARK_MITOTIC_SPINDLE,0.019663953029153983,0.030185249034177714,0.21908705860729508,0.10378891569905366,-0.1013924464558252,0.14522491808668303,0.02122961650401836,0.025571604705622638,-0.03922815813885492
HALLMARK_MTORC1_SIGNALING,-0.012810696596818048,0.05716326520439302,0.016899409237805887,0.2816730665438333,0.15109480840589126,0.04705672634010401,-0.040788158684065545,-0.017829329090361248,-0.08425852365686368
HALLMARK_MYC_TARGETS_V1,0.014054788002469676,-0.013571603238713039,0.20814675819172876,0.17908560718406044,-0.09327742356570387,0.13711130467961116,-0.007930440011201847,-0.023270225377972884,-0.06300520895233908
HALLMARK_MYC_TARGETS_V2,-0.012264146493183485,0.006813105459224878,0.10333641244125177,0.03738566025045491,-0.10433322658103379,0.07288768914207291,0.03954444324423557,0.0021083082286897322,-0.046617981233804166
HALLMARK_MYOGENESIS,0.09140614030025891,0.009186429081378402,0.13168074558016027,-0.06149917294363035,-0.05058396148497591,0.1380139583032445,0.14839801094187666,0.08878723683257314,0.058616218844461686
HALLMARK_NOTCH_SIGNALING,0.0010507318921533335,-0.016741303179867405,0.22848087887416277,0.0621894526955438,-0.0814767250775721,0.11746008840756432,-0.0039051145626003703,-0.036112866201001355,-0.001730406819498939
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0574491367738124,0.016372577264004685,0.22352378956378993,-0.014615375076899759,-0.10139255287136444,0.13624988706355973,-0.020185317450300284,-0.004606866633660382,-0.01754784503319207
HALLMARK_P53_PATHWAY,-0.006933854753018533,0.024270147044768292,0.14283684916666659,0.16722723319813082,0.08056620711987134,0.12311889295785561,-0.010106820532131331,0.01910022599492053,-0.060776807246690163
HALLMARK_PANCREAS_BETA_CELLS,0.06422979955297733,0.002003749279160476,0.20402303370047098,-0.018145187040413718,-0.0380002308551639,0.11667873026853055,0.02270070834759456,0.010165418373368134,-0.05182346209641321
HALLMARK_PEROXISOME,-0.012305125048591057,-0.016871803245762953,0.12559839383710153,0.05365144598109751,0.041598592503220386,0.06790809544120945,-0.053197627561959,0.04913789841498517,-0.07709566359177052
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.012626636666214072,0.06088428828670225,0.2117888021709162,0.0011220181396571131,-0.16090711924120976,0.11803767904683458,0.036458060313338314,0.05211036060916122,-0.06923218868791403
HALLMARK_PROTEIN_SECRETION,0.048546664166924484,0.010734183539037573,0.20222519822320337,0.16558833339759027,-0.03136720397239624,0.15669761943058858,-0.010887502348096108,0.03963821593347255,-0.07444287924341147
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.07745551749775789,-0.01132059474242309,0.19280525381699057,-0.04754537187665622,0.013784523574699718,0.10457551809375949,-0.10279614377101881,0.011836877476787704,-0.07324387045165812
HALLMARK_SPERMATOGENESIS,0.05843596972116424,0.03536942075123755,0.21783578884580138,-0.03918283014391712,-0.06420444550592301,0.14101444473054695,-0.002549465453178413,-0.015421876401512434,-0.06773106447427896
HALLMARK_TGF_BETA_SIGNALING,-0.04965978910826234,0.059245910481996185,0.20944443517008546,0.059132716588432783,-0.1543608343248726,0.11304031321745676,0.11183077453109792,0.078096456835795,0.001240658275473336
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.044954852460423356,0.02146010682243297,-0.05083964927794859,0.15433803775218574,0.03593643449085018,-0.01362135309626827,-0.014007553038985687,0.12883868587074204,-0.020119659343247963
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0030846123199529513,-0.032528135493961455,0.22638976583730613,0.2517237761415628,0.0008954202530697925,0.14853274135663175,0.03186863586152177,0.033263913943052476,-0.04445531955463327
HALLMARK_UV_RESPONSE_DN,0.022576940670933923,0.019335293171516835,-0.05081118006904951,-0.04183024843662541,-0.16090827651019907,0.12000562390966174,0.1424991366140763,0.10948530198716516,-0.003769791139902563
HALLMARK_UV_RESPONSE_UP,0.05067459242144088,0.03493001531939916,0.10080103355773982,0.10228252004189349,-0.021434244519454016,0.11552423702322967,-0.025413043355968033,0.018627069228568646,-0.026616286672015384
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.016036088865375383,-0.023777986568459572,-0.03494374013925195,0.15058168036122702,-0.06291288010605577,0.087899217820877,0.07058547266368012,0.01304622461795139,-0.06812601281982611
HALLMARK_XENOBIOTIC_METABOLISM,0.07708303286197886,-0.017396774935470788,0.1657990980075971,0.026635446959261868,-0.11092272950824851,0.14495847235063739,0.07780108139389859,0.1451418019580145,-0.0011367980126419893
