,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.047609330321685135,0.09710460243769233,0.024524057883382296,-0.007797750823725264,-0.004174002097920899,-0.02436317428468735,0.12049124438640066,-0.03865054725674665,0.004379592611197829,0.07881408973244566,0.04837460861413009,0.0576862707810433,0.10222980009950912,0.07345501586255462,0.12876548685501507,0.12559237704758558,0.04043311538531617,0.11535780184285996,0.10410787445114306
HALLMARK_ALLOGRAFT_REJECTION,-0.0029439005505102357,0.0006759825174097927,0.042956614466689455,0.006928237931375465,0.056749283954486515,0.04181991608276149,0.14690197350952175,0.011949992070352865,-0.0333921003862482,0.0859027140907664,-0.006563387894314464,0.07778745568314949,0.10005848260823587,-0.003928874230023239,0.1243650788061815,0.1230859145011148,0.10733060585271409,0.08144375451183412,0.015767450093402142
HALLMARK_ANDROGEN_RESPONSE,0.014578212473778931,0.07365311969349696,0.05823898077337057,-0.01080372021985482,0.06733434051862196,-0.01210100094186077,0.11764824016818408,0.038170379887736756,0.03482199030683735,0.08812551878930243,-0.00048145037888471036,-0.01977762500634568,0.07510793849652553,-0.019217330158970234,0.08291338617991556,0.11013230064096356,0.10578794743597814,0.09698684951040881,0.11636317983530976
HALLMARK_ANGIOGENESIS,0.04468894822926787,0.05732453192275349,0.016764659993541327,-0.024936989136505695,-0.04116201519677542,0.023677713330040054,0.13591133426472393,0.0040345839752444325,0.016895821977938166,-0.03001289575603597,0.005968535020566801,-0.03004399690805375,-0.10672540435304158,0.015806579396071944,-0.015218368667450742,-0.028477976767780164,0.015458123520744157,-0.07928562506788978,0.08296549288562635
HALLMARK_APICAL_JUNCTION,-0.020561810897229988,0.12338041448925054,0.059950597703401234,0.04696101554801117,-0.030547303284813265,0.057206374917447046,0.1564459132913512,-0.01059333206972008,0.05144021936489229,0.09162116868761577,0.015046972616260893,0.03969729922808534,0.06083817515267163,0.11487607674951644,0.10232777895683191,0.10559071805718202,0.1075029836896928,0.11044794517443864,0.14251121182389637
HALLMARK_APICAL_SURFACE,0.033325439681475735,0.1260806930640576,0.033372669412397575,0.06970962624537674,0.008124697238705231,0.019121007763777405,-0.04451871072234315,-0.030656864308278492,0.042492736826598126,0.09584385917443827,0.037823589606932835,0.05909292579791473,0.019113305481118587,0.1034939570945197,0.085957506211709,0.12606969261806084,0.06624487986055233,0.0872490908748127,0.062480361801105805
HALLMARK_APOPTOSIS,-0.024494635681017285,-0.03219850701245696,0.026431786493422187,-0.017824363442810257,-0.013687733060929252,-0.003600584982177947,0.044206235350394606,-0.02628469530548003,-0.021122908546225984,0.04124460018017013,0.0219428848869052,-0.03016565217306274,0.05885868844294489,0.04487702243906219,0.05206976579005249,-0.028848021450382202,-0.0016241134083102991,0.09431071068592095,0.011948751263660086
HALLMARK_BILE_ACID_METABOLISM,-0.047002374572672166,0.11146845244136643,0.0007024551809715514,0.017971341223060062,-0.040224229827597525,0.010647745151088085,0.11104768778645707,0.027002263744335106,-0.05900118026277682,0.07299464507084392,-0.007738090759893168,0.10369876098680404,0.07945206306747861,0.04155491962128042,0.023244490148952458,0.1025050574393982,0.02153806113533289,0.13713788807514177,0.05954715888155416
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03777516785870783,0.09668439137809227,0.02577957587528687,-0.015820123092989545,0.0012182602074582583,0.0354520107640638,0.08761485938785636,0.013669477047712625,0.019155654802007167,0.10686019833762615,-0.011629313736133566,0.11000787749145273,0.14896155541336356,0.10182144113586099,0.07817972992640132,0.12478430425943678,0.09087445381546308,0.18830098420855207,0.0804564253565432
HALLMARK_COAGULATION,0.07044349104925324,0.03340659202958669,0.056491831005579,-0.00042329081268425376,-0.01888348429272323,0.03772793227626113,0.11809670635438371,0.010413165960174884,0.019347391661006758,0.03483765765308443,0.01532847730990875,0.06053213878435864,0.013764078929275447,0.07227532717915078,0.14034752065628733,0.10098639246437094,0.04224138474963038,0.0646086426950106,0.12473256083998825
