,UKF260,UKF266,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.03360271079190367,0.09760266383626033,-0.012497191968702285,0.3562282978753344,0.3750064568795052,0.02748125968928464
HALLMARK_ALLOGRAFT_REJECTION,0.07248810884588222,0.15030975462200416,0.009890446595493664,0.1948021138228154,0.2003089342043846,-0.015603176923830094
HALLMARK_ANDROGEN_RESPONSE,0.0808026402770642,0.16627751571810467,0.047921194050271086,0.2906953380566543,0.3102267088178427,-0.018820099870246715
HALLMARK_ANGIOGENESIS,-0.004066615131623625,0.15151991989900193,0.0030922946166670423,-0.050083754245072894,-0.26761729828874387,-0.06363746005761317
HALLMARK_APICAL_JUNCTION,0.08144562082595481,0.1731547951745309,0.05992219193895187,0.3276862668946378,0.3853049327534077,0.0806705121122177
HALLMARK_APICAL_SURFACE,-0.01508475647057187,-0.04903612151552088,0.030293300003989044,0.22849489510230325,0.32181992866085257,0.04089376558203311
HALLMARK_APOPTOSIS,0.004093776811038465,-0.027696383783016715,0.03575515935562891,-0.13589579159772658,-0.15963021112210315,-0.05008108050486108
HALLMARK_BILE_ACID_METABOLISM,0.0011744182444389459,0.14077217173739318,6.515849936058611e-05,0.33706729945374864,0.3613987219399781,0.019092481249349355
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04058291655603556,0.15738255204735457,0.027310573244630577,0.3530486287582424,0.38681281802640693,0.05156440476556519
HALLMARK_COAGULATION,0.07504036524262106,0.1426102396609968,0.03038755782025281,0.19012966621517668,0.22703010681042565,-0.06295376912547934
HALLMARK_COMPLEMENT,0.07596037442699598,0.08206759377305275,0.004858500181725003,0.15625948294728476,0.18572165159373857,-0.0019021526361391223
HALLMARK_DNA_REPAIR,0.020894381594203832,0.16113394071225184,0.026855916428086688,0.3635142703960488,0.39572133079484445,0.10606107282442036
HALLMARK_E2F_TARGETS,0.019708506897952276,0.17070715293827787,0.050861846652632596,0.162468084999495,0.20678299957165283,0.08911342152782235
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03709019613603591,0.17311833199411972,0.016365334102762356,-0.08463230040193978,-0.16260834608904137,-0.048841445386175554
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.008650196246745163,-0.006816912507555361,-0.031366876027410125,0.1989021057419493,0.1964762740981433,0.04622681109198947
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06636785299593412,0.05456560388871132,0.0645363239698767,0.3536481096967619,0.3188384286127012,0.013024297441735715
HALLMARK_FATTY_ACID_METABOLISM,0.038043279676655606,-0.03849673866261793,-0.007117536576113598,0.002446377014527799,-0.020939488794126628,0.030625277332213607
HALLMARK_G2M_CHECKPOINT,0.004844011729296822,0.14794820395867958,0.03315731404498101,0.10040187830759746,0.12148725486009664,0.10037937180884857
HALLMARK_GLYCOLYSIS,-0.027314887682376693,0.03317415316619952,0.043863496799618935,0.22156258522553945,0.24176549698945665,0.06254524503856261
HALLMARK_HEDGEHOG_SIGNALING,-0.008273779305240772,-0.09904366430982946,0.005885238612423294,0.1170307213549118,0.14197482537273926,0.08194141701324036
HALLMARK_HEME_METABOLISM,0.03627202563696525,0.10449673524374133,-0.016960415861071155,0.36189713636253934,0.36546903071293924,0.06429117166360611
HALLMARK_HYPOXIA,-0.018689815188522012,0.012386961608592368,-0.020476006060054428,-0.07073594615689775,-0.16590969732111957,-0.08330784176811781
HALLMARK_IL2_STAT5_SIGNALING,0.06880797475928396,0.09073563115545376,-0.0004026945673828363,0.28089498139733504,0.2958743852769583,-0.0034715578170197415
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.02860899408170942,0.11042929930348264,0.03874314902280622,0.05636114398427325,0.10205378691658133,-0.045435095591848496
HALLMARK_INFLAMMATORY_RESPONSE,0.0034893644379167988,-0.025248603341405235,0.003923058077190555,0.014032413589439276,-0.023698938013732775,-0.003959958869666464
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.05006118857263256,0.13630877094814436,0.031247772982777384,0.3148621162823691,0.3424888594528868,0.005823052688123303
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.002918062286497287,0.037623190963568746,-0.008962287636057527,0.03934867117631378,0.03279823618619086,-0.08057129429745605
HALLMARK_KRAS_SIGNALING_DN,0.03259380010506297,0.019399032751139886,0.0016588663615837952,0.3043910126937119,0.39200671250108465,0.06296848689203875
HALLMARK_KRAS_SIGNALING_UP,0.02446733048053072,-0.08718316952498974,0.0330331409168234,0.230137929632471,0.27149164205085535,0.03247466520951736
HALLMARK_MITOTIC_SPINDLE,0.05809230987873606,0.1323544081352331,0.013747736515919772,0.2918862310220856,0.3364342987803016,0.11011741101028757
HALLMARK_MTORC1_SIGNALING,-0.03992208141391864,0.09878743042350424,-0.03966370155759997,-0.057641692259991384,-0.09543390976895605,-0.020239740580646558
HALLMARK_MYC_TARGETS_V1,0.0358802083242463,0.1676548369210448,-0.024046778310088723,0.35927878217237585,0.38639961320155897,0.09022889001195168
HALLMARK_MYC_TARGETS_V2,-0.02227071724002158,0.12337560448718637,-0.024494200317543298,0.1520503441931607,0.18470600924171723,0.05237266133828066
HALLMARK_MYOGENESIS,0.054970818718013494,-0.00204661520269814,0.033180448802321766,0.30014623795986844,0.3313913093123771,0.07439001921873978
HALLMARK_NOTCH_SIGNALING,0.06663346360688156,0.1385864655102138,0.0021106479652051196,0.3582633268560552,0.3887734810930238,0.07880305279745697
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.020001596853794157,0.026667960855837062,-0.03756106177762819,0.37262395952383776,0.423193995998584,0.08559270768367855
HALLMARK_P53_PATHWAY,0.003485215573044143,0.11757140671610858,0.023593182287032714,0.3357112255817829,0.3945113743176388,0.04754061419145842
HALLMARK_PANCREAS_BETA_CELLS,0.09087885479445444,-0.06464938932226529,-0.03672552032860194,0.3437391301146881,0.3983978349474352,0.10683155430137091
HALLMARK_PEROXISOME,-0.003733805462649241,0.0803154296934323,0.012817136847900056,0.2793919256056306,0.3307659181971195,0.06769196988675612
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.05082856077496972,0.06103878354577923,-0.010985729644892831,0.31065690421729164,0.3323571697088101,0.11047352978050579
HALLMARK_PROTEIN_SECRETION,0.06358538391376678,0.028487989525025677,0.03495358096944389,0.32287861279213975,0.37815861676385354,0.06405418817981288
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.032818580454608504,-0.048358317520814736,-0.010556901408642997,0.317353581581798,0.40556023164714927,0.016931717150910325
HALLMARK_SPERMATOGENESIS,0.02191906411592474,0.01047094010425184,-0.050277122313543025,0.34037158275402085,0.36779619629903326,0.08068950530410056
HALLMARK_TGF_BETA_SIGNALING,0.03147243327662612,0.18282104609617142,0.05402427421965115,0.3132405409320982,0.3186774085109044,0.039441865992081104
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.009230021567927767,0.015029573599180945,0.039326252806239144,0.03375832004743738,0.049314105750518145,-0.042825520424694105
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.008600849220126126,0.16043127818040123,0.0243479579032111,0.31671757732865885,0.3365673305487806,0.06184833050800269
HALLMARK_UV_RESPONSE_DN,0.06700558822168379,-0.022673557647152762,0.0014383174683808854,0.19668702072628425,0.23405724945747944,0.039667639426842524
HALLMARK_UV_RESPONSE_UP,-0.014913473293427217,0.0330597041571345,0.039725568530670136,0.2300699410774352,0.318222816728195,0.03878909129264162
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.030863635070431286,0.14479389584202548,0.01874073502101562,0.29114491643051676,0.30799621742235556,0.013187035500538031
