,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.011644684222305891,0.16144191641568584,0.040742302419489576,0.044804444267867824,0.07160836660834721,0.08053593083876602,0.16471624081656633,0.0070685994706839,0.16356595958856843,0.11786652558408177,0.005511931342132168,0.035914977979507025,0.05251261019067009,0.029541808168975718,0.05147815392702134,0.06292251685636112,0.1510094277724194,0.010201625240383125,0.12358589512905716,-0.01159906331477608,0.05233780381657126,0.1965190499993714,0.07212233197968888
HALLMARK_ALLOGRAFT_REJECTION,-0.014876936045186145,-0.08455563014574363,0.020867611418924258,0.07428738512602984,0.09450349022133141,0.06743375701544581,0.11561248909429514,0.0984689808651297,0.26613632122766073,0.16373968196156066,-0.005676687140717377,0.011926769227223057,0.0421107909439067,-0.06543686476751363,-0.16849244644314257,0.03770399927630657,0.11428402976447373,-0.03258540879269456,0.019815484672317554,-0.06636382426202145,-0.02284647996712903,0.09327083649011059,0.020939783031907067
HALLMARK_ANDROGEN_RESPONSE,0.07498711497140267,-0.019207479903270867,0.030546772948637682,0.01542801835261448,-0.0003173839633884338,-0.01755459332280614,0.04058464859748072,0.03190174045858735,0.28420605447953295,0.10903997001505646,-0.022255142648754292,0.004675216956055025,0.077332286473074,0.031374693698235236,0.05919755541027385,0.006935217043878383,0.06436753596378499,0.00484098704197954,0.10561538250626414,-0.07654470992325482,-0.009967183186093504,-0.00710697823879255,0.02673151797509929
HALLMARK_ANGIOGENESIS,0.0790777875308749,-0.038425528933959514,0.01751814871066826,0.02538905988225883,0.02553987067939588,-0.0874573301315315,-0.03391939576018814,0.054622350539993675,0.24806362905854,-0.17899624328511077,0.03200222985462836,0.05464419408538174,0.01971176104941356,-0.036076375802327657,0.16191032647657366,0.02182769195421453,0.03859365302015731,-0.013522420619584667,0.1616206189685155,-0.06083748723408794,-0.019057625128355602,-0.2515866511904408,-0.059022814866845276
HALLMARK_APICAL_JUNCTION,0.044623125466916824,0.1163109140450202,0.03710731345429513,0.04837659321941303,0.08110901449958503,0.08170160538783287,0.15579532107781804,0.05163978200560809,0.22270910368349325,-0.039035207549384034,0.033214640148228544,-0.03723377955562647,0.06670728193925397,0.0015386795739454613,0.06209692781382904,0.04944926866824033,0.15343883571781822,0.022879748976950477,0.10710080295709616,-0.019427422835620774,0.03413637077114101,0.08008249974191099,0.030806804248337257
HALLMARK_APICAL_SURFACE,0.01344141224890101,0.10547625683259676,0.042169364585814606,-0.03011017625757243,0.07982783769548804,0.0762816223733317,0.13256720531461108,-0.005400218895105711,-0.18989547392009834,0.12226083525550932,0.0010970084634723124,0.0031175482630398346,0.07073438118917022,0.02766637512705291,-0.04120663708321174,0.03736656160826108,0.14495258605466832,-0.004669480177475596,0.04266225166230512,-0.0013635800443990076,-0.0418024748955344,0.041284720949413774,-0.04688280992611557
HALLMARK_APOPTOSIS,0.01877466273787663,0.01934562190295366,0.021955099626126216,0.037153342424993595,-0.01577049915875006,0.014998374736651394,-0.06510141301243709,0.0358753283657023,0.07863522464044408,-0.06667527568813085,0.054946399364988754,-0.053759048642676145,-0.0006516200458126657,-0.036823234616880085,0.03889410058526238,-0.004835321247242035,0.1334271382228739,-0.02210878464623063,0.12987423604100562,-0.0278406816732093,0.018926617341131508,-0.017710891668071604,-0.022428154379809523
HALLMARK_BILE_ACID_METABOLISM,0.05503445360218158,0.14230365997347433,0.019063489078414562,0.026267629645141576,0.04518804929563252,0.1039762392746276,0.1103079226879567,0.019301695900213123,0.26292397620589314,0.05600805993100424,0.04110874618776056,0.029420802283871506,0.06208701465335056,0.034680344636831166,-0.014608249339435869,0.1462416381324704,0.08302660063126495,0.004038666824620239,0.06574658676140945,0.03824280133538457,-0.024792025490203953,0.23965298795559026,0.08495890963564985
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0061165394784188,0.11858057158062182,0.0608210180756269,0.058534560328244,0.1742388048487501,0.08778785181736065,0.1105995617755631,0.05191695432849634,0.227896753910765,-0.19024857279758603,0.06841474946579341,0.06820392950376863,0.07830267157849956,0.01195815332664326,0.14719462512389797,0.06407612483705842,0.1965104649297157,0.006624378784112465,0.10267150252313206,0.05278228117160977,0.018824050584249897,0.13536522618974267,0.04171579925379506
HALLMARK_COAGULATION,0.014635805853532217,0.14509355311041153,0.05074593844207129,0.11327422074772343,0.14036920533793215,0.11148911688421395,0.06417454068789107,0.08008728609996803,0.23353861041520585,0.08325402866590627,0.05988217110478439,0.04038030609946876,-0.000979767974128454,-0.04116955982874124,-0.02136463109552544,0.03099217550613402,0.2170233957458695,0.000373580580578584,0.14490138656081744,-0.02179798922551331,0.025725951798433424,-0.015484941432158682,-0.00040786721178622047
