,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.021720111090859417,0.00405432369497938,0.1382931369338005,0.19504584511753956,-0.00597740947165765,-0.011687159772494524,0.09162434131974444,0.03451894015849707,0.07165226681130443,0.02885673157115858,-0.013306368249685532,0.10899461806228816,0.15941714804091564,0.2061122652209638,0.18045109985035054,0.0036909417420308574,0.219984674849259,0.22801042105126337,0.058881309746125314
HALLMARK_ALLOGRAFT_REJECTION,-0.0787875036006213,-0.041235474327097905,0.059230905619331996,0.10077831560098272,-0.07618651941887605,0.009493315024820422,0.11392716488378224,0.023430613302201458,0.05177322640148163,0.011957651004276409,0.0879452454931305,0.010249137617768555,0.07508876630119639,0.1401967869701922,0.14168777706442198,0.022061120013919615,0.06962556274642116,-0.031036265572966296,0.09310922565065817
HALLMARK_ANDROGEN_RESPONSE,0.0003279337518881571,0.07349490644224516,0.1311481420752082,0.062154325305366284,0.1123402428178884,0.028324366857262844,0.08958409032254298,-0.0061850648285876825,0.03354759738116064,0.01874135367910226,0.013535403788422199,0.09371849266385514,0.014863559040311043,0.23067252517537382,0.2280015860628295,0.06713570089649577,0.2124043262882171,0.2674137086671192,0.02894738964315001
HALLMARK_ANGIOGENESIS,-0.05829886079918795,0.04784413340596305,-0.008687177568340722,0.08248449348674187,0.019094908013018705,-0.007864310179364868,0.05891472376598897,0.02183447490313659,-0.058338244238103264,-0.013730284825277389,0.0705819763657485,0.0793103850178865,-0.16507030271897913,0.17841158546866223,-0.006688049977076529,0.10457799861199006,-0.06679433730966473,0.2399472349096072,-0.05848672105660957
HALLMARK_APICAL_JUNCTION,0.02945396237568784,0.055108137526376,0.15493862183843454,0.28626974355342927,0.13328213757220228,0.008342321074838446,0.1504853004441839,0.023992802936518322,0.035808547219389024,0.023428597076351726,0.034028755559681725,0.08786560706673524,0.1602068742127364,0.26817063890547804,0.20104136931468586,0.11713228636147201,0.21114443444041395,0.25380908716731115,0.12988276135328744
HALLMARK_APICAL_SURFACE,-0.05592147640271559,-0.09973344267129162,0.11499218008205578,0.23444615239431543,0.0027497981003810805,-0.05838919398835523,0.0060844954349087476,0.04181265742160143,0.012364981027839127,-0.020198293276787998,-0.014912848338297579,0.11985237320742194,0.1676003270341854,0.3075683139948807,0.18327669713108133,0.0611220302154789,0.15953350363686358,0.14217903990896033,0.12482688085073679
HALLMARK_APOPTOSIS,0.024857042045397102,0.03197165596130865,0.043449256108193994,-0.015265761155808926,0.07938880786813697,0.10433400084477523,0.03102320900465366,0.009200587445809313,-0.012210627064664489,0.02469814034971885,0.02222638067894009,0.043138392851737636,0.011238365871752379,0.054545750427660085,-0.0012922680507992715,0.02725923441549155,0.1055366554942947,0.021557834732191174,0.1388219161366722
HALLMARK_BILE_ACID_METABOLISM,0.0015709234029530122,0.015891637733893377,0.09445951599895581,0.2102943523463634,-0.022242756592338705,-0.12450649285762755,0.06022220373118603,-0.007821642881852567,0.0038789815431621174,-0.007106596853220076,-0.030315326146214752,0.04244278195808576,0.25318184751231854,0.21541449728705256,0.19715422251649725,0.028497703520950744,0.1719712839936077,0.23214987911126303,0.006651660284612264
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.011945402661019261,0.03980516006332008,0.09949627835120113,0.2096639269955904,0.05288222537961651,-0.03480843160915251,0.062483722604724484,-0.04759695790398118,0.03496865292693743,0.008349096738916468,0.05763628801293239,0.10715152228657504,0.11302657971592563,0.2575402723663507,0.19439337638970233,0.03524145435907676,0.3048428235386437,0.28438064954703324,-0.05266135932574952
HALLMARK_COAGULATION,0.016292150510207618,0.017767607990546247,0.1271995800818041,0.13973209279655935,0.007316071088303298,0.11021936610070023,0.05994068741036949,-0.015174013313618584,0.03233447327615608,0.043943523799727276,0.04833265212037339,0.04009549580285718,0.07594292323302952,0.25258576570382346,0.12311272019337444,-0.011158398203104561,0.12292696868447518,0.16410219595722517,-0.06124880272586241
