,MGH258,UKF243,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10471638994268394,0.09465760098364158,0.023958304093747853,0.11556218540453055,0.04417959855298691,0.12205539970234223,0.07327475144099711,0.052678318145942586,0.04479824230823896,-0.01990714103968557,0.05022322909233431,0.19430774808087706,0.043339108603838994,0.2180506203196103,0.2328907993189481,0.033024091489322116,0.07729727368800847,0.037278058538742234
HALLMARK_ALLOGRAFT_REJECTION,-0.08625050804396067,-0.03380597931963687,-0.018482466800722026,0.09501261701616323,-0.017169548640557208,0.13880738444851087,0.10426144492096753,0.026052613747738554,0.00718181554656219,0.004034881847065595,0.08175149978109827,-0.04135373075736868,0.0013355114795738983,0.10902362819245365,0.16625183943038152,0.018306244542687557,0.049946976781817795,-0.04401646196441086
HALLMARK_ANDROGEN_RESPONSE,0.11345328913221145,0.08568496894926952,0.019112408747309243,0.0392557267031028,0.03764961629385192,0.1794450255298074,0.10999643716361128,0.04235529377101475,-0.015312562501858798,0.004133167465614766,0.046758270417605954,0.11285117814757115,0.0909755410211,0.1905399012971432,0.22607121954360895,-0.0036999869166297896,0.05273668240871944,0.10235888136881174
HALLMARK_ANGIOGENESIS,-0.029659210695368983,-0.016148216481121122,-0.024204662618617697,0.0756678893651629,-0.08117592218554648,0.17382820727869175,0.1131025259389535,0.0398900496538299,0.04008619815983445,0.10076949759593062,0.06529973025895962,-0.08477609354234658,-0.03417439662268729,0.003757039856834582,-0.10498994903152774,0.004829700601786768,-0.10023825996354734,0.08205218409861988
HALLMARK_APICAL_JUNCTION,0.17297207656029984,0.12066914591278709,0.019865897214566487,0.08870687076824606,0.03286567948572991,0.20944322448608915,0.10075293922474625,0.07657208303408522,0.013036331405104459,0.0032883226454937502,0.03157072362796922,0.16744917557886627,0.0008766662283596232,0.21274758598636861,0.2172376230899775,0.06648685796036136,0.028642528682406382,0.08139846248944908
HALLMARK_APICAL_SURFACE,0.18756565047556648,0.10287326449272916,0.02927227245252336,0.10289764716721288,0.03419599239881302,-0.05170109807687804,-0.035799911792027024,0.01568283094832399,0.007003194102140274,-0.02569874727403216,0.060981537918390234,0.11245145451001816,0.09044514364477957,0.1940670070979263,0.21716427247659334,0.028215982071433787,0.03204028220497902,-0.05669617841727437
HALLMARK_APOPTOSIS,0.05783338181258106,0.00323170021283313,0.016854626297159527,-0.056948859327567346,0.010007218571211812,-0.045118814634339977,0.028054450789476583,-0.016591705355792914,0.08586691635408605,-0.05091412775967395,0.006888224612597423,0.00562854153516315,0.01766377203144307,-0.06086566259849103,-0.09369113298558548,0.03695730857273365,0.036250039743215674,0.052239405882715466
HALLMARK_BILE_ACID_METABOLISM,0.09148586037192162,0.12777812260989269,-0.027809495126326914,0.11543905207701502,0.005457867810480457,0.12836103967277654,0.11264818706485182,0.08043140842463473,0.02502919463963195,-0.0018685083995494721,-0.043776065157230676,0.10504321785212814,0.08003216038970426,0.18292407471750785,0.18803524617594075,-0.002635155814668643,0.09723313682372857,0.1458777456887805
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.15143595381408662,0.0960357775747922,-0.010891120027790573,0.0953601060557183,0.02402779290964911,0.1919741574822393,0.07811981708945606,0.05650226086330095,-0.004585455848467191,0.005727598915485177,0.04625687335227648,0.07548592121779159,0.04274559695972021,0.19192422628760325,0.2284695162991843,0.007200496282879186,0.12613373528097305,0.13635627139391915
HALLMARK_COAGULATION,-0.03675644787720797,0.11356519968748717,0.035208374135613785,0.07670506536168521,0.005516883991983579,0.09819035090789452,0.09870928030260988,0.07098715579949247,0.014001200541613851,0.005744974074514942,0.011088298955871234,0.16747377562086344,0.06806218886692612,0.16864010782424516,0.1532064491675999,0.06876219214256064,0.005665308409909822,0.08432002547181038
HALLMARK_COMPLEMENT,0.037574530026126936,0.03643372001174292,0.03755076204077559,0.11370853598086948,0.00540898039177328,0.07490002058643469,0.09201282089499199,0.09953071288347326,-0.04151576568689994,-0.012627996280815802,0.10365556515181329,0.03526983963216815,0.02386521258545884,0.10837622274712401,0.15487312672967055,0.06305167909049908,0.0924399932349118,0.04258081173670012
HALLMARK_DNA_REPAIR,0.17243616110205526,0.09934433614976652,0.036278700693646436,0.11709175755341229,0.04716929446096995,0.21283015457906648,0.1081805997284138,0.07077620989025565,0.009724927582107018,0.03640170688615528,0.06509591502507374,0.1880653305636684,0.05247064600659417,0.21112105263112446,0.2516605505287408,0.04357343432124024,0.09258656615360938,0.12142595432475113
HALLMARK_E2F_TARGETS,0.12430192482744448,0.09677768865520632,-0.0059127257761492314,0.07444216109227775,0.0622036887583232,0.20307497807615862,0.11170654473366735,0.08129495191810686,-0.021775222320847984,-0.031724956996917755,-0.01723955724339246,0.18137238826677002,0.09190309454172213,0.15560808495854514,0.1634637050375126,0.029775262187819278,0.0871951674857666,0.14197163617076836
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.1851553580655684,0.09548797702968785,0.03807967448896259,0.016396776047681114,-0.051636072352254044,0.19263289530783925,0.11090401025120257,0.05385747727672946,0.010969542218032062,0.07085605019072878,0.017947617185821784,0.075192429951572,0.038525672955356284,0.04932147461523632,-0.06011198295593842,0.05916617360235159,-0.0072492346498434345,0.10564395312818589
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08746500635731021,0.09182256918406628,0.004444314676736998,0.008722813137406896,0.06982670988319362,0.07534567567717938,0.03719060979577048,0.024821186453360528,0.011153559012224826,-0.08802120469565893,-0.01814016647018718,-0.025187835876643472,0.015181582889659689,0.1701099851721297,0.15609524891496268,0.09641864812775172,0.0578059955097192,0.09302866094625288
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.009571643931825639,0.12540073635508614,-0.005194311267576531,0.08173357006879577,0.017708377458482194,0.0773294353565333,-0.0334920889201498,0.0007052232299847471,0.049286371163768716,0.0915579769485438,0.12850461079261852,0.1062267459940185,-0.011629900989511978,0.18135836170698766,0.19879681641712413,0.054886248134505086,0.08581238811628022,0.06534438976455893
HALLMARK_FATTY_ACID_METABOLISM,0.04886672923082208,0.005851769223119558,0.015899729374461862,-0.026681050499825932,-0.01581225541553494,0.07778799502191303,0.05725810295890766,0.009554294661190475,0.02486758848796016,-0.032904296378463524,-0.01625795531091891,-0.03752258252818101,-0.01615682274595168,0.033332361644479905,0.06903954868532779,0.03763818671904483,0.04086716867257546,0.018360246522131037
