,MGH258,UKF248,UKF251,UKF259,UKF269,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.03783819913200827,0.04524955108363064,0.086673255379762,0.04313251315098069,0.13035651396462333,0.05126467690959794,0.002229611147087887,0.039789064938842586,0.05478973324906763,-0.0162162014173215,0.1610493039322015,0.19945288452445126,0.011910809604745453,-0.021380053417801966
HALLMARK_ALLOGRAFT_REJECTION,-0.0277421630627934,0.05830526617108261,0.05470390006932142,-0.020504401003814756,0.15109154225273133,0.01782517888334045,0.004507422928058547,0.0540746227013032,0.006603571580215167,-0.004086840336424179,0.0321304776509681,0.14724193617508483,0.015780962493671554,-0.05594851767888236
HALLMARK_ANDROGEN_RESPONSE,0.07899947648736023,0.07940384727568238,0.09477159881284393,0.0014416703586171429,0.17174711612850538,0.046519973412665755,0.01197533703646884,0.13429358141077918,0.07925782747779399,0.06555637094518885,0.20188364203824347,0.20231184820339468,0.008692335339378484,-0.039567808809558076
HALLMARK_ANGIOGENESIS,0.014305261884617913,0.04812701311905583,-0.029600221721731337,0.012727297136885786,0.16205244661048437,0.04626523215720153,-0.010659991371820837,-0.029880332049158402,0.015386197099104297,-0.06791366538442922,0.03372975996838169,-0.0892896012531149,-0.0977841315350714,-0.06341047773762139
HALLMARK_APICAL_JUNCTION,0.07138288453498229,0.03861507851880423,0.061754911965606264,0.08379648373561319,0.168900091818144,0.049181401252993744,0.041691661408794885,0.09425640140448692,0.013585435372348322,-0.015365579275439549,0.14725122517735695,0.18340022938975878,0.010427821998578645,-0.03522224287984221
HALLMARK_APICAL_SURFACE,0.05700906357713557,0.0010970163397085934,-0.06952006288054453,0.03259636189923168,-0.10594992450615252,-0.03006278892679037,0.0028584371280217418,0.07533097243054719,0.15221589488742276,0.025567251048085417,0.1404008122897141,0.1428401757665664,-0.07027515047343913,-0.07908479288471038
HALLMARK_APOPTOSIS,-0.027756940676112115,0.0628428107661435,0.001679108480498368,0.005913720622432035,0.09476201249282491,0.022421839964165535,0.01818811689621494,-0.0370909842234273,0.01842103340198616,-0.03578065841939632,-0.037103061057403554,-0.045203986713957915,0.033143520366623345,-0.011191207316602544
HALLMARK_BILE_ACID_METABOLISM,0.07819458101543267,-0.002461615874232086,-0.05773793429830344,0.007349722821059401,0.16272345004847122,0.07489430292012754,-0.009362890223694152,0.03884523795255358,0.09290640476266293,0.06622637920460572,0.14672196939477455,0.2006604069067491,0.01275604168616284,0.03732193884525148
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08012331062089616,-0.004881763181113661,0.10459992638079445,-0.007072801086197787,0.12165752168498824,0.053633049719783804,-0.009947485658588318,0.06984492474677363,0.10507419563606578,0.007627169195004609,0.17640607842250744,0.2118621903074368,0.04426547674022269,0.05899984378861363
HALLMARK_COAGULATION,-0.07274198647644368,0.07278494558995713,0.042479589851321366,0.0067746888495839866,0.13577096713340728,0.07760594869437874,-0.005875024794792664,0.04037306961832202,0.05148691117713768,-0.0028551484677750262,0.11846283667419075,0.1379163741437496,-0.007376290612508856,-0.02011074096125296
HALLMARK_COMPLEMENT,-0.016231203227793336,0.06064189336499954,0.06475451512092065,-0.03308732018027355,0.14675421441640574,0.039585014528553154,0.0499323155994812,0.06580586656012734,0.04223030460842591,0.004670838926369288,0.12106662530147069,0.16186089047925228,0.024948802249419512,-0.02343479744691988
