,MGH258,UKF243,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.03325754526883155,0.14639915226611186,-0.00514375989693081,0.022713219480237214,0.02524455542329116,0.2255227469620597,0.06645704242082462,0.04633550780136003,0.04536112728562433,0.05659115824835013,0.16593741551211325,0.10321776087980558,0.0335175899732861,0.24844569400472058,0.3367817652788179,0.013555821517151224,0.06260476616411084,0.02806680538639575,0.2936453585893356,0.2561767096023977,0.020923108959236474
HALLMARK_ALLOGRAFT_REJECTION,0.0817557407414934,0.10710047864896867,-0.0240173993990736,0.019187029272515175,0.07554566606410029,0.30901561443661973,0.0921245583622059,0.015677120153930572,-0.0197216331379731,0.06263177506798065,0.11324363042815984,-0.0322777277623696,-0.028135301919371643,0.17641752160816823,0.23267922388035528,0.008596002294541782,0.02889716818529235,0.05605567512092644,0.0173233957860209,0.010106460197227876,-0.018398960158534962
HALLMARK_ANDROGEN_RESPONSE,0.03654888213718758,0.11847551403566252,0.006853959847142208,0.005935049248632776,-0.014798365068431601,0.3571281807862468,0.04168282981162266,0.006217906772266811,0.029849045208777278,0.09754788197631345,0.19728896558063802,0.039973642105344556,0.004447954357843831,0.19871519430385542,0.29364105438209714,0.025156709981063386,0.050583277035485,0.04414064548294908,0.16635580312406284,0.15756475170810408,0.04956090751773537
HALLMARK_ANGIOGENESIS,0.012759226759351526,0.0007450450749071284,0.028122181591016353,-0.04058210644576069,0.0633423155353404,0.3345849695351446,-0.02220960834753957,0.032780531005573134,-0.04258007322150027,-0.0383742026355054,0.1643476942702231,-0.10122380918463596,-0.11222302216481174,-0.022225603019622998,-0.128603488250758,-0.02554337528063942,0.012091545290702502,-0.048545429693621904,-0.16184714890892424,0.04398139597061635,0.09675233128668313
HALLMARK_APICAL_JUNCTION,-0.030681613719660702,0.12255365790974405,0.046854281935257196,0.013774785141362348,0.035242470997574875,0.31858504841121477,0.029267413987816772,0.008337575375522259,-0.041714329265577124,0.10972541977414946,0.15745336758251943,0.062124584448585526,-0.01924807110675027,0.20987385367554034,0.3160916817992295,0.006802336961352686,0.03614561385633589,0.06222232253123561,0.2034361227817076,0.21252769431605573,-0.015659691950188848
HALLMARK_APICAL_SURFACE,-0.03383055506600795,0.15091543178319444,-0.0034688306466675355,0.0916028290473975,-0.0036422675981588526,-0.16358355105114378,0.07122877423870355,-0.004494073872289283,0.0585443662084639,0.05748940124968308,0.1635750303119447,0.00597814727529749,0.06726043424755092,0.2296910692355198,0.3109462855309024,0.03569901217265987,0.050773525821005444,0.04561713167459826,0.13371562923999455,0.11053075711667724,-0.017532919610658112
HALLMARK_APOPTOSIS,0.026179868354144563,0.016387752944060602,0.03865099092665007,-0.014341163168946562,0.028644817634970097,0.016028134309645316,0.05166552614761151,0.03226549368749379,0.0957916567503827,-0.008803014101816524,0.07686237834427058,-0.010982486612674532,-0.05844339461548341,-0.07843339453857952,-0.10760618135350884,0.025743338633436412,0.024548431734761778,0.03174172063970755,0.014839515832470847,0.024389575419989727,-0.05238551366886755
HALLMARK_BILE_ACID_METABOLISM,-0.07171257217297144,0.1385281081375835,0.052639387076023836,0.01909134575304219,-0.039245977496822106,0.35008280018120574,0.0426605393195377,0.0859853565695141,0.033146392548838124,0.08662105495200374,0.10506758875775504,0.11584369303955236,0.07112589822794288,0.2139205611932071,0.3191718944919199,0.027973983860345417,0.043093369069481274,0.018069661705683204,0.3067361031709337,0.29810014919837113,0.007996504198173247
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10798878662551029,0.12539982860288668,0.035995945907643066,0.054980680075409905,-0.013757399713279947,0.276188665142607,0.004800352479858608,0.03594581866013369,0.00246173653362594,0.11913335686863581,0.17608476192646447,0.14170009573986966,0.058682373997172195,0.2618156218283647,0.3485030124381447,0.07583162183342329,0.005846889461241465,-0.058223712433651244,0.32232679957639093,0.2862707955919708,0.07825054688259964
HALLMARK_COAGULATION,0.20150331092079513,0.07615451974175831,-0.0327341634897568,0.015985621004717343,0.03984777670606847,0.2896285949851302,0.031867958719196794,0.08243468497725523,-0.029959295793031443,0.059863629675780745,0.13189250656035703,-0.06999135326910051,0.013529128197794246,0.21219112347249597,0.27460910374173975,0.01511259517951735,0.016265128062561623,0.024392369737095434,0.05414450390718225,0.18171164071681875,0.08165704614641141
HALLMARK_COMPLEMENT,0.1496463595761767,0.07727854185330743,-0.021671602045739796,0.04557242063439501,0.05810198404266176,0.27352772371779843,0.0978712138169894,0.03190313032115018,-0.018123509873026848,0.036981169275318214,0.174569075763799,0.05067610638887512,0.00015132573444352526,0.182577502581647,0.22288710602945205,0.04013552698882433,0.040272292575186754,0.10191527186564285,0.28505800544791526,0.16052100944442146,-0.022155584253029766
HALLMARK_DNA_REPAIR,0.05884774566192665,0.17470718255448323,0.02998027770564533,0.0033336654732295007,0.06745396691336258,0.34598715619582626,0.06745449955427349,0.05755574818926891,0.002719583637305192,0.0610472418157331,0.21891138384579323,0.1301186088450628,0.05596457762977489,0.2521913607408363,0.34704360170521215,0.02631141803386544,0.034176348388557584,0.07762508302530848,0.3394271074058562,0.3106253860098124,0.002071777948848625
