,UKF243,UKF251,UKF255,UKF260,UKF266,UKF269,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.07339987476397503,0.0469525938686396,0.0800977229905858,-0.19325420126960624,0.028643121864661485,-0.025055926927716604,0.05251489232229913,0.05187960815988176,0.12032493409245142,-0.023889258652584795,0.05345338542662876
HALLMARK_ALLOGRAFT_REJECTION,-0.010471126194312761,0.07116334372346068,-0.007531022153540786,-0.10785459846926532,-0.002619770794778748,-0.10186088336267961,-0.01675111289616335,0.02273583376835365,0.06212731426100397,-0.030042992932259392,-0.002293329727005448
HALLMARK_ANDROGEN_RESPONSE,0.012916418039630043,-0.028655726322944112,0.056987762092580156,0.054032392913974124,0.03230412994370645,-0.10366711933668282,0.0906166286408692,0.10500057241731126,0.12953302392485494,0.08418061763233767,0.137828897241248
HALLMARK_ANGIOGENESIS,0.05386665953597093,-0.01015726347617312,-0.05310497137581445,0.13580837506141913,0.054238646043150256,-0.10983379821233069,-0.006959145942374761,0.04855864435944291,0.03068404228756781,0.0647446098722223,0.04587543145154492
HALLMARK_APICAL_JUNCTION,-0.07010983177605834,0.02704436283036999,0.011852863093585311,-0.10778820932931345,0.04653728121539574,-0.07345637938472391,0.07560134370573124,0.12560985381562134,0.1269876281333767,0.03592338872121805,0.10177416111945864
HALLMARK_APICAL_SURFACE,-0.07820223843712383,0.06867133911826818,-0.039045575906779026,-0.167882688764164,0.03297382256675044,0.10658872815650766,0.031078775972588693,0.1327433832611217,0.13529410609149706,0.00011731181835029682,-0.0001324142447145428
HALLMARK_APOPTOSIS,-0.09090396592008498,0.022188907783127675,0.042433013944292886,0.1417508900226753,-0.0019975321173560843,0.009178196228950998,0.027450030110948015,-0.012916254213362736,0.00455899753987545,-0.017477383252102956,0.0006689561594603763
HALLMARK_BILE_ACID_METABOLISM,-0.0573653594380955,-0.031181528481231752,0.05855215023402786,-0.19588951697292042,0.0514954632162931,-0.11402684584811405,-0.012658502644261436,0.07875311517900341,0.11925300717132815,-0.011593582965590215,0.03914524362943289
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.09406410020384073,0.040818023167086326,0.010754170733450788,-0.11409242110375664,0.06145437160625515,-0.11209544061707816,0.014199735512640931,0.12607983250584326,0.13072815528711906,-0.000213071204690948,0.08942566334593012
HALLMARK_COAGULATION,-0.11860940716863903,0.0072455823016054684,0.006651738330729269,-0.012897915313993548,0.012952673747184743,-0.10906525750144684,0.016885340489142774,0.026651852198010476,0.12140787539114202,-0.0016146960216450882,0.014172858501901774
HALLMARK_COMPLEMENT,-0.048527724900176664,-0.06114033511061116,0.052039815193391244,-0.024293045617100103,-0.02585779181792382,-0.07501513509117562,0.016669955673599048,0.06347296566604027,0.10218205789808636,0.006249475747607071,-0.014522902310186884
HALLMARK_DNA_REPAIR,0.03687986988846424,0.022468575977571032,0.058581703292659486,-0.10550891850221797,0.06129026445729569,-0.05070209678812257,0.07125160861083295,0.1262806447120962,0.13606378503580244,0.0632302424310036,0.15081993077280145
HALLMARK_E2F_TARGETS,-0.097200759086637,0.015186702249914296,-0.004472049395766559,-0.1717155890551384,0.06114990657831387,-0.09729892807077652,0.05260045620428851,0.15473610656713702,0.14148390796014884,0.021696659836853923,0.08723002665672827
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.013010649227910303,-0.013306640669935612,0.006702933068334976,0.14510174151181204,0.016441245291830952,-0.09090165993221194,0.01240933592943018,0.1130583821801807,0.06333393920249626,0.06532919793907406,0.09998207868292379
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0018342535250972325,-0.030688452829805368,0.028473482500152237,-0.0343675943127729,-0.025569462971010072,0.012044538102383092,0.08834893929397925,0.1518423850760745,0.09610686993373181,0.00994907583227986,0.09857122256949441
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.1270390199122488,-0.0065265946207971924,0.003294541042352187,-0.1307328509123683,0.05489045773185066,0.06785828418466561,0.016577251509558175,0.09813426731139945,0.14876139231968077,0.057703180586191366,0.009615608289149757
HALLMARK_FATTY_ACID_METABOLISM,-0.045936239883025844,-0.03207417891241959,0.011165260753883414,0.03414496925048881,0.015233233560005516,-0.11098394488797877,0.01900123162221005,0.09872816033577944,0.1063394348318918,0.02297184297986161,0.07304452940771498
HALLMARK_G2M_CHECKPOINT,0.03918444041274598,0.041767327937107475,0.04143725964438813,0.045502365063787874,0.02835264830899902,-0.10738919647277152,-0.017074699872878532,0.1264260312472529,0.12117046485115765,0.028214357943012955,0.14509394403741682
