,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05371909926513131,0.032804381209463794,0.15360069110255706,0.09211428589360558,0.1692000797740838,-0.01673808458419703,0.07189818035586418,0.11741476141040906,0.11234685312257678,0.05884627040719186,-0.01822530750688388,0.23207723151749776,0.082215775249231,0.05177843960848684,0.12050984361907696,0.09897369349639348,0.10924690612780014,0.06581197374632979,0.17857375860876112,0.06711077125884728
HALLMARK_ALLOGRAFT_REJECTION,-0.0547396054399912,0.09320879485797702,0.07103451955823421,0.03538265478101046,0.03363808439433642,0.072239436541312,0.15881321484198807,0.16493354431613336,0.2880394970427237,0.018048533346742314,0.14155624758254437,0.02490502384184661,0.013777240546307886,0.016422928806847824,0.07512826809130987,0.06315700363492587,0.07752380013726183,0.06379176367761986,0.1902587887457938,0.12205451519463839
HALLMARK_ANDROGEN_RESPONSE,0.019085220327339066,-0.032043092243921066,0.1397717342426704,0.0740186273727884,0.06882671208519643,0.03261283160108287,0.18393221912529928,0.1360740665615987,0.2822861662392979,0.02398415722374134,0.10844867830021454,0.13029592104908522,0.1351869669618215,0.0042050516144647365,0.10554853918029944,0.07105269632226836,0.003987878186790018,0.10452690482950527,0.11341823550413661,0.16337026748560726
HALLMARK_ANGIOGENESIS,-0.0698778972373521,0.014589536213532173,-0.03664610443796509,0.02845446353369005,0.0506449959616845,-0.04487666406633651,0.20377569497550277,0.15591021318745799,0.10338474460127482,0.06706235746120036,0.06254076981815633,-0.22499160615637095,0.11586824891080513,-0.06343674567035233,0.016739290838204024,-0.022262750885828204,0.09163979065455279,-0.009576647661304151,-0.02933537512780008,0.1214606303935852
HALLMARK_APICAL_JUNCTION,0.10271881627173238,0.02153622097366428,0.19511018693791315,0.12008454471186446,0.16260042462012025,0.06270111527341049,0.22807296869012975,0.17367251681885412,0.19539419742397335,0.07695269965467981,0.0505604709238427,0.12735280534404422,0.07503758968913025,0.07846032384851839,0.11388816543705607,0.11801015221673516,0.10757771255300726,0.04766838613421739,0.2295710220779374,0.12829718561739648
HALLMARK_APICAL_SURFACE,0.01759987115205474,0.052317084283880176,0.14075294879046021,-0.011091496626014203,0.10837888292531775,-0.014868524947947492,-0.04978621327669681,-0.058688432239445074,0.14896115624408468,-0.0030225118080005817,-0.08265450023814969,0.05306620086780511,0.052272675820216156,0.05255576179837123,0.10266086672607679,0.09093625742819282,0.041127641401855486,0.041566479333142385,0.17344961654155358,0.013626188156837351
HALLMARK_APOPTOSIS,0.028854997461759898,0.028178646897493064,0.0669031538266408,0.04537788705436187,0.05627833954058688,0.048903171746541935,-0.042084130628410085,0.09579538329527269,0.21239095842338954,0.04583956263182546,0.13696062890115082,0.21408500343690878,0.04446320658571312,0.11852614294766116,0.04974076048142046,-0.027672162769810202,0.040911408115839085,0.11997673459931102,0.05281832742626525,0.07388961697401959
HALLMARK_BILE_ACID_METABOLISM,0.062406039719071035,0.0342736631564652,0.09673291990978908,-0.05033535264452189,0.1041145177856921,0.027675488578933,0.12605618833219845,0.15219554981679473,0.18048975487757796,0.09801023445231723,0.11571675986884425,0.16169158008149306,-0.004469808869763358,0.09427617889361714,0.0904541394175156,0.08467313337053176,-0.030854267237508195,0.05535965388763855,0.0835155933798579,0.11117682376491424
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.017843044257085303,0.008179698202657563,0.053166940974696306,0.06418033796014239,0.11919643141363608,0.01734215811451318,0.2240660223794425,0.0965348284749019,0.030124081719636327,0.0716039967538117,0.09902887289223741,0.171466452223978,0.11247986165410268,0.08612965380508261,0.07880212235687081,0.06447010270698741,0.02174729564738196,-0.08902656420740614,0.11734997628589405,0.06731148303791677
HALLMARK_COAGULATION,-0.00960339254431073,0.05251003897601863,0.1515671344700207,0.006754642808701703,0.08440783360109673,0.0666126384432915,0.11955307730225842,0.16386202403077613,0.23815453993996216,0.02635991553585949,0.1645719307169569,-0.12606593084576237,0.06080608835432391,0.06585595046601189,0.10854837022700152,0.07215925144256215,0.11479458060892897,0.11600440196362286,0.18808861474682662,0.07695131593638324
