,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03808897094879958,-0.006396432246456383,0.023962564935264108,-0.0018680501095434086,-0.011730849797124148,-0.013872915516691408,0.06590272762603845,0.03481951995878187,0.05611447895043112,0.0028376519508822888,0.09328903209568574,0.06593450337806697,0.018960282211824345,0.07307840219454387
HALLMARK_ALLOGRAFT_REJECTION,-0.06847307908943649,-0.0041859543036581555,-0.014513191093790899,0.0520062332512535,-0.07066007859856771,-0.08344511825646506,0.1291524626371339,0.0785837584379103,0.08490325043653582,0.06614519116181901,0.012589836062910656,0.025829736872088192,0.00046361761907989503,-0.08499930760436235
HALLMARK_ANDROGEN_RESPONSE,0.03529191857754225,0.05927788893410321,0.03340134741814098,0.023695294742125592,0.04196987880608225,-0.027168347189397972,0.07576581246504456,0.05563509648879353,0.060231954854274614,-0.06391672053163361,0.1000513036406979,0.06350335162793926,0.036732491264785595,0.05945075575402002
HALLMARK_ANGIOGENESIS,-0.01694607907467649,-0.005711937420180327,0.04561073295522222,-0.07390450862151521,0.04720732770639565,-0.05746102727063641,0.14464474176697478,-0.05489910535204413,0.04633629363281821,-0.02737646731048127,-0.05110286076302366,-0.013828211577468741,0.032155129682913286,0.11717904989586433
HALLMARK_APICAL_JUNCTION,0.08971153961907063,0.025935248241577835,0.01205399768860891,0.020896123437126962,-0.01535000882322825,-0.05299690325706757,0.14091225276268587,-0.026734626333299313,0.06739787027674166,-0.053758771146145086,0.08241763523349789,0.07878090533929721,0.07999763159621916,0.11536102497268748
HALLMARK_APICAL_SURFACE,0.023773428423385538,-0.10062038338758819,0.055182688963404274,-0.0693275442963152,-0.048356960222862726,0.05784156774591351,0.010241168709017527,0.05756696796669771,0.009507108402396292,-0.0033405840309355963,0.08849862940940946,0.07286999892387518,-0.01201276619668085,0.06386354358592122
HALLMARK_APOPTOSIS,0.0018965463589473994,-0.020557289381943677,-0.021582434301385973,0.009447398760940555,0.07598027669527774,0.021433506127514136,0.04389632926201764,0.028970194374729596,-0.03882181004874579,-0.012258227877876058,0.06913924816998505,-0.036990212421490254,0.00628516262761069,-0.022109518539179678
HALLMARK_BILE_ACID_METABOLISM,0.08101641826364532,-0.06630364416502062,0.015369251226102868,0.027413987873394614,-0.016419770783652424,0.004729907338681071,0.14205622354049757,-7.686352294912203e-05,0.06974605140747554,-0.02305926534967917,0.0754315844512216,0.061424457410725004,0.01485917627014774,0.10524792277360508
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05452718099053735,-0.025823974806579775,0.06634179408724475,0.025351709477980183,-0.006064164497117309,-0.04421618079817321,0.051458207524273006,-0.051195656062322195,0.010643757736599087,0.0366569968908697,0.09027089477979132,0.07992362935804265,-0.0025423604227994426,0.08534171375167834
HALLMARK_COAGULATION,0.018813639874109656,-0.015417778118892562,-0.014911374176119076,0.016921413106931918,-0.021118815262855105,-0.07975607602763402,0.08423446318946806,-0.0384734151467596,0.06973976371990015,-0.014701752059332104,0.022689795263203024,0.01282617688741457,0.04268153552218398,0.1583043911258961
