,MGH258,UKF243,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.061284147152481275,0.07044376502880513,0.008102414414988187,0.01945750367174233,0.10290940888359103,0.028712876403843565,0.049648245994736336,0.009666885648545412,0.026517185434811293,0.03499666123898158,0.15538890992090287,0.05594511278520443,0.08599769026402575,0.058331737811917576,0.00027157724459200545
HALLMARK_ALLOGRAFT_REJECTION,-0.03544717606500228,-0.07472457909757511,0.02388307392803258,-0.01068469493706733,0.09783646907467575,0.03807575938767187,-0.035602659646558704,0.05082642102846195,0.016441467537751473,0.03897988619551242,0.07817325854532158,-0.07212940271016322,0.04297978809466196,-0.0026063533433829606,0.002035784009724398
HALLMARK_ANDROGEN_RESPONSE,0.06567140253273607,-0.006173600820183197,0.0035878445852318267,0.023610415319860086,0.06585502729235472,-0.03169034479243103,0.026048947110153445,0.05231982284162978,0.005595415661963328,0.013892918682484892,0.11630369865650866,0.013837033087997466,0.021496794587801828,-0.03155168508070051,-0.017596205206592563
HALLMARK_ANGIOGENESIS,-0.11581684162477177,0.014138663330359007,-0.04172755832880374,-0.03621628233114286,0.07579553483563935,-0.10776339673940526,0.01339710088702758,0.07064165530158292,-0.10056392532984547,-0.11148743513976557,-0.14628213166716617,0.012715438994741701,0.026987584175839924,-0.10610433404489582,0.036404855240574074
HALLMARK_APICAL_JUNCTION,0.10861263386002099,0.035277670773940326,0.03161942563574106,0.022652490256400558,0.10907841516444972,-0.028022582926267636,0.09340278109505767,-0.005605602358892297,0.04084270315220829,0.01477266191240942,0.1329420271564289,0.03326754686863212,0.06583321014378538,-0.022161868546878558,0.03064181998845798
HALLMARK_APICAL_SURFACE,0.07368136215060411,0.03859788000534748,0.02246575257416995,6.6624471915891e-05,-0.025091293758576487,0.0713148134192819,0.02441955889934177,-0.03270454998968025,-0.009589076233515908,-0.051396906953506565,0.12049757850173093,0.017837831990025192,-0.011953508218736215,-0.018345216159513417,-0.037846970150531484
HALLMARK_APOPTOSIS,0.020104584081585823,-0.02058942550104748,-0.03132581874218455,0.04560460497739575,0.026771918335602773,-0.03865992483449166,0.04368471718523238,0.058523340956195484,0.052570628718214746,0.014733589326867838,-0.08401433376332733,0.039973111824333524,0.058334041074507244,-0.024292198335508296,0.04808727241984322
HALLMARK_BILE_ACID_METABOLISM,0.09549020646387778,0.09179638343645026,-0.018521553494900526,0.03883929684395661,0.09029553197656133,-0.03668349568072285,0.02622960700157426,0.011379299993230077,0.03406694508514076,0.02111453472417602,0.13514922472123553,0.036141169215037905,0.04882951318859208,0.09386474288629174,0.012105990287919517
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06909437708861532,0.07532364486946441,0.00900291730575767,0.06626403222947101,0.037514684539219405,-0.05525174061514788,0.05244298570806677,0.11006588688285975,-0.016576455938588794,-0.0066606847746112745,0.1667528362764969,0.049444643216166845,0.003976389458208025,0.047837641930493405,0.0007253046752197475
HALLMARK_COAGULATION,-0.06665467141414527,0.036282473667977475,0.038685610178699675,0.035902440557202125,0.06538463178823632,-0.014522052339513295,0.03500431284928239,0.09116082353838248,0.029768778060941196,0.015377357380320788,0.05766576841794083,0.04117594188648623,0.07409922526694411,-0.0683207723378847,0.031837822140590055
HALLMARK_COMPLEMENT,-0.022989601415733855,0.018626902884523375,0.014866154536939583,0.016974520289593995,0.10988370502446454,-0.03314792769409849,0.08348298391812767,0.11610885073509998,0.029322387982471217,0.017298755405609254,0.07907224497766677,0.010853085276704155,0.014317789116089254,0.06885332095850015,-0.0013781711728473697
