,UKF259,ZH1007inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.02112525039946245,0.09144784185386436,0.06065549643946986,-0.02990276853392237,-0.05211527341187103,0.046558317913940835
HALLMARK_ALLOGRAFT_REJECTION,0.00500544947540223,0.06329209823286007,0.061909375739396456,-0.016826137858058598,-0.040696201397355344,0.0369845918688484
HALLMARK_ANDROGEN_RESPONSE,3.1363772876610866e-05,0.08056591279907023,0.03880501699489547,0.007531255313472653,0.010413639592540621,0.052450890216057595
HALLMARK_ANGIOGENESIS,-0.00652663294671589,0.09396434615812409,-0.028668946675180395,-0.0023626971665019385,-0.04220297130178714,-0.0381077578438329
HALLMARK_APICAL_JUNCTION,0.025247778965899574,0.09484070741771551,0.03166310643286307,-0.02390244221511683,-0.03748060178554044,0.031882509949353044
HALLMARK_APICAL_SURFACE,0.03749201741762713,0.03358554962945149,0.039846000521978744,-0.003912267175571673,-0.023211458960084738,0.015748647442502466
HALLMARK_APOPTOSIS,0.014097408606066082,-0.03894846666701312,-0.07206788472277356,0.0342240519481859,-0.07912231189066092,0.02361698188315248
HALLMARK_BILE_ACID_METABOLISM,0.0007845017203204837,0.13246651867425335,0.03755213177802553,0.001020623988201579,-0.02224521965457745,0.04647914901035574
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.008577287580162282,0.014904083819595671,0.004174182368289312,0.030514601884227586,-0.03242200131898829,0.04918115152635185
HALLMARK_COAGULATION,0.005647522857615689,0.06542099450573899,-0.0024932394645424613,-0.04546551398669201,-0.0916915091024746,0.03188129933948273
HALLMARK_COMPLEMENT,0.010259773828741204,0.07671102318466694,0.015330404652367204,-0.021168304319409144,-0.03507978211132529,0.06774678351647569
HALLMARK_DNA_REPAIR,-0.028401875975499986,0.10178236263235159,0.024758649176962327,-0.02288470711497786,-0.018200355351572654,0.03001536592043542
HALLMARK_E2F_TARGETS,0.009986765445276664,0.06947897460252571,0.006871674605765897,-0.05225763920365342,-0.019617573256476686,0.03518134113864194
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.020326159936250563,0.06614435239063136,-0.06052687681909581,-0.02742894800213714,-0.0712388498565669,-0.017078409222886847
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.015337050257754682,-0.034262743171761936,-0.008308373143388526,-0.030077800811280475,-0.022574686103657465,0.05296017236618535
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03809416069528005,0.09206161088714206,0.009803026723213818,-0.07503826449322139,-0.052075018930626035,0.051002414935764545
HALLMARK_FATTY_ACID_METABOLISM,0.01218200686925024,0.1146002811312042,-0.009904086311289532,0.05374977484383221,0.00516865196863412,0.03944085154142415
HALLMARK_G2M_CHECKPOINT,-0.011881965113348752,0.04155601019305651,0.04866413025234436,0.005643419870937605,-0.02825391204250905,0.0026583557955276054
HALLMARK_GLYCOLYSIS,-0.04533611945050141,0.08633275035655752,0.003662746885483208,-0.05198885681873203,0.0032607928377325927,0.009767432591823664
HALLMARK_HEDGEHOG_SIGNALING,0.045970072699284284,-0.0028803970844370067,0.058314780611024755,0.03042575909308302,0.00660184785757347,0.04701232551052469
HALLMARK_HEME_METABOLISM,0.009458929781089495,0.10341861398332419,-0.00046051633957105856,-0.00293069408612937,-0.030561567939915144,0.025662214096894162
HALLMARK_HYPOXIA,-0.003372805005627411,0.04191758815343076,-0.039761022988686154,-0.02070568093948082,0.023066513130302606,0.0075995102987556715
HALLMARK_IL2_STAT5_SIGNALING,0.023159932991084625,0.08314167027600622,-0.0072391355667618205,0.02201054795473017,-0.045384793371697034,0.027899930290856058
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.02164590977869818,0.09692789032702971,0.009891130095451199,-0.00981995142611921,-0.01837842935623848,0.03569445937765917
HALLMARK_INFLAMMATORY_RESPONSE,-0.006612238063782912,0.09543512673243836,-0.04980790564927428,-0.03698188790975619,0.01826689089778882,0.04305012694247818
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.018367557098983068,0.04148139997759302,0.03489364073247149,0.04704047905875858,-0.0568843868968577,0.03038242980782258
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.036222295761949554,0.033018139135047926,-0.02463559458081097,-0.05192123847056853,-0.012117551468842698,0.03999094569178908
HALLMARK_KRAS_SIGNALING_DN,-0.03190417969158744,0.04830245929477249,0.025376620909128466,0.05782407130577941,0.0004389741977785888,0.056689498418132395
HALLMARK_KRAS_SIGNALING_UP,-0.029636309169316574,0.12321594722386836,0.044911672893682184,0.03784425593462187,-0.015167531119830824,0.028671099738501897
