,UKF243,UKF248,UKF259,UKF269,UKF275,UKF304,UKF334,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03832562769732666,0.03591976043733889,-0.001138732697232891,0.028633825174684473,-0.04589270502760134,-0.04068108653388944,0.03746643233980033,0.14689538608872307,0.09462649918230168,0.08708263436670287,0.04774812635780137,0.11036565191390033,0.03736409918555113
HALLMARK_ALLOGRAFT_REJECTION,0.04621226069332151,-0.017217783478467,0.024531612442559383,0.019509644646309988,-0.029066764583770086,0.1452818345423408,0.03310536338439468,0.09239408609326184,0.03722429758109398,0.060014028255121935,-0.05992990511948562,0.15012380571203784,-0.058894533329167977
HALLMARK_ANDROGEN_RESPONSE,-0.006066794536927962,0.017638608679117956,0.0036802291050758327,0.04417555626682019,-0.025838451473322876,0.08370626690210874,0.06663749628192012,0.09788694081104511,0.11603680500442225,0.031468688376554206,-0.020439536914310566,0.06103729386154359,0.02145441004089634
HALLMARK_ANGIOGENESIS,-0.07119181570418312,0.011300742384576288,0.03741501148400982,0.006639657765023426,-0.0016315747575857905,0.1329273689915767,-0.05973678390056136,-0.11618672656614401,-0.02659850940045907,0.0737702692330767,-0.060326796870415776,-0.02844190803105085,-0.017746899831120412
HALLMARK_APICAL_JUNCTION,0.03735526593531577,0.03673393552285709,0.018587775527178003,0.03359551739866657,-0.017743002760027344,0.03084657542175423,0.04375724244493621,0.09232558605787237,0.12057570104740752,0.12020886640796671,0.03923534361392149,0.14857639023188943,0.05676340508772445
HALLMARK_APICAL_SURFACE,0.019208415103738496,-0.017485781200907633,0.009088461366831271,0.015448206212196612,0.005769762188786064,-0.015708321592657355,0.02743081352437797,0.04500287123712451,0.08958740328759876,-0.009759637701291386,0.13311257454133982,0.13252749315004259,0.03510065680667183
HALLMARK_APOPTOSIS,0.0746414076249594,0.05062093565698889,0.044719463423413194,0.03520485861763982,-0.00916189543237335,0.08072243162003932,0.058972023850065385,0.06260489580758094,0.017260401989277488,0.0637069550398072,-0.00946591963826487,0.10308038194209883,0.0017874318227335886
HALLMARK_BILE_ACID_METABOLISM,-0.03126301839616523,0.009986628652775033,-0.023055726199662577,0.05148258917329774,-0.014119536184278343,0.13497095200482304,0.006253738218190575,0.16580618279374887,0.11701177291578756,0.06243585421889266,0.020703924473425252,0.08708783493100158,0.0454120164139899
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.002945967964432887,-0.023772652124891543,-0.026677425708029844,0.08666389146909045,-0.0024845148870876487,0.12103530059082654,-0.005772191606955437,0.06631576099857418,0.11996443922825846,0.02797628353511713,0.04039415538899294,0.09324789196703999,0.07029200296108881
HALLMARK_COAGULATION,-0.014698363046632934,0.03947286681741073,-0.025892136817522404,0.03658030276845323,-0.047474193781551474,0.13908801954594407,0.07454206916930035,0.11440619393338432,0.09987891155311757,0.1280872420435532,-0.017867173885113555,0.13772879349298278,0.03781379307214061
