,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.005226032942979055,0.0003836730652457608,0.03483026992857301,-0.005813636084266284,0.06459541564468659,0.04689994346001573,-0.08191394044072252,0.048028427088901704,0.08652404272361582,0.04311646295902591,0.09018355311289021,0.12510137081098427,0.06208363369656348,-0.008094803394052186,0.12645546476902222,-0.00017288884074041267,-0.01530255963743429
HALLMARK_ALLOGRAFT_REJECTION,-0.05322929102194281,0.03707809689266543,0.009723453671772221,-0.02778723672496719,-0.012641699546065008,0.09188700780726747,0.08309008493409277,-0.08056081946220019,0.05175673230922086,0.005044331209820924,0.042437114108249976,0.06904330647773124,0.07480725456189823,-0.03187831768877279,0.06318400993479277,-0.07459078842534225,0.03844500023691789
HALLMARK_ANDROGEN_RESPONSE,0.0045699039084429495,0.022972213965174838,0.04756518915676869,0.053647586581507097,0.09103351894394048,0.1034585611044215,0.08912092122321008,-0.016571112559825404,0.022070528288496274,0.014000537447087355,0.12474188601801513,0.07653270955268208,0.0001653218804355462,0.026753171414462113,0.11876247251540151,-0.025036371621390295,-0.08203902335110994
HALLMARK_ANGIOGENESIS,0.00441187798257117,0.007526838212138277,-0.06472636084283519,0.07270114941882619,-0.07116267419099495,0.1230821335908475,0.03335054627369014,0.006654647899246391,-0.015980736416967446,0.012526162667781898,0.05746572646524529,-0.06281539960086215,0.05958886007507401,-0.013802825396732036,-0.0192185642231276,0.019116340453171142,0.040918531308257095
HALLMARK_APICAL_JUNCTION,0.018158937696159512,0.011546354758080437,0.056872283557951576,0.038922909942676304,0.05615504718899095,0.12731282492416138,-0.011554368235296902,-0.030042209842719665,0.018655829911197637,0.09988012361445193,0.0859950181958914,0.10599618618691024,0.08530025113566504,0.037027528272562955,0.106973821654487,-0.003830741493451987,-0.04114569933747981
HALLMARK_APICAL_SURFACE,0.027584877071152945,-0.06718994391870858,0.0839055005167818,-0.011881046698645972,0.028049437430374375,-0.07259573418328125,0.049394831969191616,0.07636644880441466,0.06934876090384719,0.06941703546112298,0.05761686159324438,0.11168899653915719,0.0278314511078768,0.06259429582807104,0.11437386708461865,0.015781240993078764,-0.009260423344205897
HALLMARK_APOPTOSIS,0.011339562979192482,-0.008082249463081505,0.042265951282720565,7.921479238179943e-05,0.00303989090586075,-0.012290390497567574,0.05995752966716435,-0.04754013222995064,-0.010170590188928894,-0.01573071237569335,0.040597946503309446,-0.08742436884678419,0.0054508383524541635,0.016123314546013262,0.08192442935591956,0.01758146259473438,0.08416787147007455
HALLMARK_BILE_ACID_METABOLISM,0.04861119793474645,0.023696318987498518,0.028319637877888933,-0.006533317098468801,0.040842934536248876,0.12140553529075519,-0.018723677780518255,0.020340134292281955,0.05115590146413498,0.08162357429800607,0.07499443924777101,0.14978867986289693,-0.0014794142155614188,-0.018700187799629252,0.06898128153295674,0.04217621485127207,0.040709890778029556
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07877436904101019,0.04144886782034699,0.09724786285184511,0.0662390170447261,0.02218195586269297,0.07287012107092032,-0.019812390856987796,-0.0012313434667699465,0.07420747366580253,0.05428508777628824,0.10161601989662873,0.13217375581985583,0.013174967850386646,0.06416873956713964,0.14253152848324915,0.05613902151224804,-0.02176582543304554
HALLMARK_COAGULATION,-0.007202411552722888,0.03254766913906156,0.005030802162570453,0.025148114393916683,0.044100158968034785,0.1034569463176227,-0.007101061820374075,-0.0733816119098681,-0.025591018706434265,0.0825511236099621,0.07469053301598946,0.054164245688952645,0.06232086049497969,-0.05837077235497988,0.10653002173235057,-0.002310470357258127,-0.060210743203350695
HALLMARK_COMPLEMENT,0.016590789943996726,0.007157656594380044,0.054178445887795405,0.012227249218301546,0.046674277163743005,0.12253024375558545,0.07408537653285538,-0.017586958519335106,0.07341615023130123,0.047859351523093153,0.09908340654622991,0.06459581200372448,0.10071275739940187,0.006829500773972074,0.12653026133309997,-0.04232758849886847,-0.033410908328929824
HALLMARK_DNA_REPAIR,0.030889003253151085,0.006447613656410382,0.07407972798903403,0.031112478824499436,0.1136138996166867,0.12412811034867034,0.013797077981519412,0.008442850690946548,0.10788235032348234,0.09949293456848679,0.11541686313766247,0.1473370352834903,0.07809051735941228,0.05125250783899995,0.09337766428269488,0.07839974771802792,0.045110501655834016
HALLMARK_E2F_TARGETS,0.026294993270282112,0.00538997387450528,0.034301948574093,0.04961495956802532,0.09878680345789316,0.12108008397013002,-0.019094979043441433,0.0914837148305189,0.052706595816788306,0.05058857204577993,0.11538669110988335,0.09846529101662424,0.04310321326179719,0.001976683690232245,0.06716254875867884,0.09607462644268101,0.07015074641426083
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.010427046576095295,0.03730719922984816,-0.011791327424631827,0.047827373280770136,-0.026719346087783865,0.11287917275755614,0.007284081798841481,-0.05445605260034726,-0.01165592536697971,0.0968852261364804,0.0737321275919333,-0.11054332921360487,0.08262906835719488,0.0050074625776459466,0.05577954650286618,-0.01819911305845084,-0.00019047038655423058
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.012032689881999736,0.06155926518432023,-0.03658352849052611,0.002582403606979447,0.07574266267532354,0.0951847318624673,-0.0028410705365241673,0.08588266269210659,-0.03332930562504034,0.07685005148993367,0.04392705671879613,0.01616506404223619,0.11241325386811746,0.05190366157137475,0.11934514476413959,0.04184721930150423,0.027935647531663513
