,MGH258,ZH916T1
HALLMARK_ADIPOGENESIS,0.021283085864267668,0.16350810064356408
HALLMARK_ALLOGRAFT_REJECTION,0.08192995369825269,0.06608824327505362
HALLMARK_ANDROGEN_RESPONSE,-0.03690815288774318,0.10289085589660497
HALLMARK_ANGIOGENESIS,0.08833038498381572,-0.05225812651381498
HALLMARK_APICAL_JUNCTION,-0.028304651673086646,0.11327072589806451
HALLMARK_APICAL_SURFACE,-0.046494724163812694,0.07957932406071053
HALLMARK_APOPTOSIS,-0.05950645618978423,0.048943105088557155
HALLMARK_BILE_ACID_METABOLISM,-0.005347404057502185,0.13531422535875723
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.003551444286480839,0.11240007736444162
HALLMARK_COAGULATION,0.020485836061641803,0.08552946657805989
HALLMARK_COMPLEMENT,0.04780610818751814,0.11490435224677605
HALLMARK_DNA_REPAIR,-0.023335472523437973,0.14470995376045223
HALLMARK_E2F_TARGETS,-0.003355251104916168,0.11172611777411075
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.02203930863203403,0.02404025896057912
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.00526300822588352,0.10950608735422389
HALLMARK_ESTROGEN_RESPONSE_LATE,0.024361275119357796,0.11079060663960034
HALLMARK_FATTY_ACID_METABOLISM,0.013010834394578208,0.06892803824429874
HALLMARK_G2M_CHECKPOINT,0.00685705373525393,0.08498958733548785
HALLMARK_GLYCOLYSIS,-0.042977965410406785,0.09891610029246786
HALLMARK_HEDGEHOG_SIGNALING,-0.023109229810935657,0.08640572914363574
HALLMARK_HEME_METABOLISM,0.002301386967585679,0.15223725409742714
HALLMARK_HYPOXIA,-0.0327840303326918,-0.030411197601186234
HALLMARK_IL2_STAT5_SIGNALING,0.006670578733568144,0.10914215241258056
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05118714243416132,0.07848366164948936
HALLMARK_INFLAMMATORY_RESPONSE,-0.016358262905910803,0.06632562720597274
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.025316827498380785,0.06803110896739574
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03112465045834917,0.09125100739279884
HALLMARK_KRAS_SIGNALING_DN,0.010761238118294915,0.11371052670343537
HALLMARK_KRAS_SIGNALING_UP,-0.01962216417600239,0.10289434780649562
HALLMARK_MITOTIC_SPINDLE,0.04299021807892564,0.13756503404191645
HALLMARK_MTORC1_SIGNALING,-0.052156700503012486,0.03142667946688792
HALLMARK_MYC_TARGETS_V1,-0.02587277286174285,0.10010086785152562
HALLMARK_MYC_TARGETS_V2,-0.049663386743072746,0.09139077370885174
HALLMARK_MYOGENESIS,0.0036975417160211043,0.0874754255330691
HALLMARK_NOTCH_SIGNALING,-0.024042879983961575,0.14411090238130808
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.06367454156236975,0.10834158336324835
HALLMARK_P53_PATHWAY,0.008012065090057884,0.09344181217544202
HALLMARK_PANCREAS_BETA_CELLS,-0.045602776889283624,0.11005079532369191
HALLMARK_PEROXISOME,-0.010765441145289531,0.06842245165499633
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.024816250151432722,0.14640576907604058
HALLMARK_PROTEIN_SECRETION,-0.04190681394847783,0.14411621368115893
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.010699185388092985,0.08258471199113551
HALLMARK_SPERMATOGENESIS,-0.0038155881645200364,0.1170964473875376
HALLMARK_TGF_BETA_SIGNALING,-0.05673853058570375,0.09365002741872079
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.021415829706786092,0.027027851638625682
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.03115281760345317,0.12282419870639111
HALLMARK_UV_RESPONSE_DN,0.001213209550199264,0.07975191582840944
HALLMARK_UV_RESPONSE_UP,-0.02738382442852358,0.10071581716205183
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.04444619995972603,0.09465433966879366
HALLMARK_XENOBIOTIC_METABOLISM,-0.009415659618688555,0.12643595454131915
