,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.020419446799659437,0.0069771425789586,-0.05651055398678426,0.0838379446755383,-0.121875588500791,0.022498651836033588,-0.013088666156697381,0.023065825301704316,0.07539451367016883,0.07762451326719513,-0.022914343876749392,0.0016276967229795175,0.03931620163306481,0.3303517031743692,-0.05005677902197211,-0.05309060795863702,0.06685336484229061,0.039561038360086946,0.3247013904972562,0.1372862489208686,0.08123158417695535
HALLMARK_ALLOGRAFT_REJECTION,0.04392752453187587,-0.16005871901167246,-0.013294580438027332,0.05350611210656636,-0.04141234418585434,-0.029944162249531437,-0.061146321171900865,-0.036269450442196614,0.12630838308966338,0.04548427350600133,-0.002885879632412473,-0.05134460536900073,-0.12851534468316222,0.23056991125026183,-0.06047872895650479,-0.06150833301324053,-0.020957693304187817,-0.029885188968675012,0.24929081402985792,-0.10038681079573186,-0.043461464042386745
HALLMARK_ANDROGEN_RESPONSE,0.04875186678212961,-0.019681888564123652,-0.08281130890701209,0.04161442296590336,-0.0282290800015473,-0.05123291856314861,-0.03538553018144041,0.05282345787208097,0.12308516814961587,0.06384683565302876,-0.005770745848020575,-0.042591698003170794,-0.07070093116125523,0.16318945698732013,-0.009238027411072526,-0.024602609150387648,0.044754829050755396,-0.043779662017814136,0.26535567578631364,0.08984310069096112,0.175004956092833
HALLMARK_ANGIOGENESIS,-0.0059215710245248965,0.09772310926855567,0.017885171915194835,0.016729664444316943,-0.12242255100071447,-0.017675573384474872,0.027845921283058368,-0.004415020711029917,0.10383129436486369,0.07073694915912215,0.05936165568538283,0.06107309287101696,0.2134116107681351,-0.09822329172175921,0.07291786632847194,0.05020609152527305,-0.12135639553963802,-0.09389583751887365,-0.1447101665690911,0.09667282049407747,0.12214050490063581
HALLMARK_APICAL_JUNCTION,0.03435907456724844,-0.05419332149552459,-0.04904844861406004,0.11272440855049992,-0.15576590348104027,0.04156408887243892,-0.025546822877151387,-0.05294016123166109,0.09904741566816233,0.016192859541491394,0.02639250517426349,-0.004889021012375204,-0.07571073354029895,0.3481236477763289,-0.043684470695318535,-0.039256790285985034,0.06402953330213831,-0.041671546394270245,0.2612116470207004,0.14266327454031924,-0.0029952256970347587
HALLMARK_APICAL_SURFACE,-0.0011575499850904,-0.014489708495041168,-0.039515959076918974,-0.021397208411154625,-0.028387070803657728,0.025912379824697167,0.030735613643883414,0.04083183138558715,-0.033121367090781326,-0.05325413883001467,0.04457210658875993,-0.01910401713764681,0.0568526195643426,0.28771518110178446,-0.08490331273472314,-0.05073072213770301,-0.02240703503157244,-0.024649006817830624,0.16309711627797463,0.014948060561115523,0.03719205457732386
HALLMARK_APOPTOSIS,0.056249227663025814,-0.0601942440631471,-0.018864342931868765,0.019448862170793994,0.1454624453255781,0.049810837671208884,-0.05766640135890784,0.014115925433838982,0.023939500832918886,0.04608940542654676,-0.029097854824133646,0.00574521385163694,-0.0849452204111617,0.16005590761504848,0.12267975628047133,0.044921178471879396,0.05795446405111953,-0.040234112565328065,0.20376901369311098,-0.039041574604389354,-0.033166954606563576
HALLMARK_BILE_ACID_METABOLISM,0.02317249100956872,0.0266091406633078,-0.019290447033954026,0.04145445446518364,-0.12009665424677227,0.03517569070242208,0.05473234883795214,-0.02022869310838496,0.13186784785760092,0.10800381657966279,-0.004949721657058579,-0.02859320673609892,0.025349402787717416,0.27125745891464986,-0.04413028901228617,-0.044576439228443704,0.0329750241317699,0.001291417863615061,0.2714376532118393,0.18247933652714785,0.07967595585653893
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04418451954994753,0.04128779485293043,-0.0244443300473972,0.07163385523110666,-0.11334456470761602,0.05506869162579277,0.03684708888725592,0.058254008537548106,0.09433269480626591,0.0504060284986199,0.030261698347587244,-0.05912732559598504,0.023183966614091146,0.3231498948073665,-0.024401001329888695,-0.03258878993217618,0.11716133823657081,0.04450286366386145,0.26517454279684716,0.15531378354885966,0.10161350114607272
HALLMARK_COAGULATION,0.08836258065928614,0.034338862412483497,-0.05870206410606533,0.054419219488613405,-0.0904357653408614,0.021960987273936573,-0.00844976754856703,0.02359994192480021,0.12914822613941482,0.12283989982144412,-0.04187237031111175,0.004837663978400472,-0.02787296314267342,0.3602106362410016,-0.026305394799151324,-0.059473087460296184,0.10432401101405328,0.03193532082376611,0.20204241221695524,0.07554243004823526,0.11938272892938352
