,ZH8812bulk,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,-0.01679042858348337,-0.04292382941786021,0.031234336137948675
HALLMARK_ALLOGRAFT_REJECTION,-0.011056032007282075,-0.010437625653536266,0.012402179088661355
HALLMARK_ANDROGEN_RESPONSE,0.0751229439701695,-0.017294431728327064,0.04645660892138917
HALLMARK_ANGIOGENESIS,-0.08869097878400921,0.07018768895770398,-0.020020359956615153
HALLMARK_APICAL_JUNCTION,-0.01955514253363234,0.007421369476430547,0.05809126171880199
HALLMARK_APICAL_SURFACE,-0.021056230671664358,0.005689745510624805,0.02270587199351276
HALLMARK_APOPTOSIS,0.04000254367371877,-0.010618249123478323,0.02739631044003163
HALLMARK_BILE_ACID_METABOLISM,0.030846186909037124,0.03528533651117591,0.0828927772061571
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09460429571102999,0.011348460744612168,0.15033016030196977
HALLMARK_COAGULATION,0.015107634686215347,-0.03600202438367826,0.10195465265421202
HALLMARK_COMPLEMENT,0.006610415033283841,-0.03021456801906677,0.010417047761004172
HALLMARK_DNA_REPAIR,-0.014637723435753227,-0.031320736311907724,0.10678239095120916
HALLMARK_E2F_TARGETS,-0.006562510681463802,0.048802323268350954,0.0039846213520849565
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.02543548683387956,-0.02087944650134696,0.08813330728574681
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.023307117711032353,0.0023668507241691966,0.057700360723916044
HALLMARK_ESTROGEN_RESPONSE_LATE,0.044490595986127264,-0.05254877336534886,0.06994928354906937
HALLMARK_FATTY_ACID_METABOLISM,0.029825562530405286,0.05290332923588389,0.07245317467146851
HALLMARK_G2M_CHECKPOINT,-0.021312010938130455,-0.022262161292708575,-0.008663979532598775
HALLMARK_GLYCOLYSIS,0.019612759933375756,-0.006248980838523612,0.06578034383945101
HALLMARK_HEDGEHOG_SIGNALING,-0.0373532781433546,0.02249861447885969,0.07891006481375842
HALLMARK_HEME_METABOLISM,0.003048608650518366,-0.010309167742778767,0.055644805383485194
HALLMARK_HYPOXIA,0.028461883980134654,0.04217972232201992,0.09404334272660782
HALLMARK_IL2_STAT5_SIGNALING,0.08928021032215687,0.02663658063898758,0.11225191319490319
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.03049667406120186,0.044221135718191786,0.022833585546436115
HALLMARK_INFLAMMATORY_RESPONSE,-0.01699471467577836,0.06872905354084438,0.13633877227449454
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.05561406358231655,-0.08309458471967883,0.01899041395719088
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0038267272615127262,0.010850135389280063,0.10109435507212346
HALLMARK_KRAS_SIGNALING_DN,-0.0029992807196813787,-0.026251596334031704,0.07244902475910707
HALLMARK_KRAS_SIGNALING_UP,0.004460388483821226,0.04905699103217459,0.022147293789662785
HALLMARK_MITOTIC_SPINDLE,0.016129340517605662,0.013959181475189807,0.017820574412062425
HALLMARK_MTORC1_SIGNALING,0.00673385251843105,0.033318197525027245,0.05703517127150064
HALLMARK_MYC_TARGETS_V1,-0.01963454753486024,-0.013646170418840788,0.06650493928732044
HALLMARK_MYC_TARGETS_V2,-0.064965372233617,-0.05816583757770023,-0.054073565565196345
HALLMARK_MYOGENESIS,0.1075768656131836,-0.038912515641840055,0.12899110344382128
HALLMARK_NOTCH_SIGNALING,-0.030233510543187136,-0.03109302753913875,0.14444807452086308
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.018122514694374356,-0.01553678693727487,0.06831158288431205
HALLMARK_P53_PATHWAY,0.020125872551285395,0.021808053639053776,0.09609292219323819
HALLMARK_PANCREAS_BETA_CELLS,0.02281057067966695,-0.05211413707752474,0.00995337805286035
HALLMARK_PEROXISOME,-0.010656053032959696,0.0030886188530291933,0.002563712109089311
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.008065948642773503,-0.0016520391832832522,0.05721702043117899
HALLMARK_PROTEIN_SECRETION,-0.016895224359815438,-0.07032427173838539,0.0839235739376155
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.08050322151086052,-0.004209125151618197,0.014654108282035592
HALLMARK_SPERMATOGENESIS,0.0354184256457492,0.0016934954912609375,0.05516605074390755
HALLMARK_TGF_BETA_SIGNALING,0.05701622716439355,-0.002512939071624293,0.064949261640387
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.04361280347922641,0.042026217154307495,-0.09224661742016006
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.05190358748561459,0.02538253617328344,0.07926425983380742
HALLMARK_UV_RESPONSE_DN,0.03926331563931521,-0.04453342102363257,0.05580872692176213
HALLMARK_UV_RESPONSE_UP,0.014649587706833517,-0.03603225810444081,0.06849527875499123
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.01115507839356328,0.03859286661986693,-0.08316968010847428
HALLMARK_XENOBIOTIC_METABOLISM,0.0251798551002769,-0.0782376472268739,0.11889144098022013
