,UKF248,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.09684416348616307,0.026953963608296338,-0.014893250576548615,0.06666492974784838,-0.03611462249953364,0.08431224040198633,0.04066146000026758,0.12415115635630923,0.10441055839496444,0.05254140515580288,0.06382218151636457,0.029143573792440685
HALLMARK_ALLOGRAFT_REJECTION,0.014861887260980726,-0.08894091819621681,-0.05760299192008816,0.013216002632175242,-0.01938960560266413,-0.1412415457949213,-0.06616539367291287,0.027237888883303866,0.08359005003451579,0.006600818707017725,0.06212036860827602,-0.04902063982216597
HALLMARK_ANDROGEN_RESPONSE,0.06946844126046475,-0.02986617981342918,-0.04432795870219196,-0.024007346167333684,-0.036189657627355716,-0.08105198085432391,-0.017026040658907112,0.12037823306986803,0.058350400218797185,-0.03462376397329562,0.06200267253608807,0.0722169170065427
HALLMARK_ANGIOGENESIS,-0.04022911916440099,-0.10367752786565737,-0.04596688653294451,-0.08180386151537065,-0.06638929535208107,-0.12649257968556235,-0.13927435659150494,-0.0456045234163194,0.07555370802276544,-0.053893147386519485,-0.07836230637046646,-0.10668160070787563
HALLMARK_APICAL_JUNCTION,0.11875449603496994,-0.030893324810379458,-0.03669708204616974,-0.09245879470210575,-0.030149717171290284,0.06228913180873093,-0.08185696712603104,0.08503294832564932,0.06885473045740728,0.03212741328596713,0.05122406237527132,0.09156116508890212
HALLMARK_APICAL_SURFACE,0.10926754772864596,0.12454840831893094,0.055581466077681344,0.06590839976980217,0.027103343702122588,0.0644874747930895,-0.020105668582601103,0.1354494369681995,0.06286639268173622,0.0117092963371401,0.08370754065415374,0.029270851206679004
HALLMARK_APOPTOSIS,-0.018887993772811612,0.037129530749994616,0.013666731394448777,-0.053803764959622,-0.012110015662672748,-0.016554175816060095,0.07562691631179555,0.026283399002007244,0.030615790446948572,-0.02952274321673443,0.07226908373262468,-0.0076697960633638216
HALLMARK_BILE_ACID_METABOLISM,0.0678351861549238,-0.0013452146849995327,-0.05034550702314573,-0.06223688193623044,-0.013201799073509865,-3.750100852471402e-05,-0.06345665087655003,0.09888896409425323,0.006202353308635754,-0.04736209443852583,-0.007529165436963557,0.035043024596104394
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0491622161896594,-0.07996904219882059,-0.07493838889306889,-0.10877742969726018,-0.05398575270390114,-0.11380574573706495,-0.08558517122906491,0.10393334131943589,0.04217074037267477,0.05188228676508928,0.018272130510008252,-0.006627085757231283
HALLMARK_COAGULATION,0.05474801036068968,-0.12537324154371024,-0.03488370921485249,-0.05711392630826783,-0.09607876629470508,-0.12606529361263966,-0.08318871197863609,0.14265261650715044,0.11589677346582007,0.038499117028730725,0.0373508658058784,-0.13720124003362372
