,MGH258,UKF243,UKF251,UKF259,UKF269,UKF275,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.014751353285841276,0.20084520850757762,-0.01556561393224415,0.019865249312615584,-0.005373866164883512,0.020959876762368466,-0.003928583823125638,0.07838917647200397,0.0725589818916396,0.11348628728383048,0.16726500753291246,0.0009754026065234411,0.09184052886494196,0.18495829517917944,0.06951984841439036,0.09116859562516094
HALLMARK_ALLOGRAFT_REJECTION,0.055754426503448334,0.0029618427345684093,0.02093457933397535,-0.010122142127686931,-0.008177086678134727,-0.048068674504139444,0.006643115132871676,-0.01552137690178305,-0.040526550703097915,0.053599689062298936,0.05556935612742785,-0.02044965098135252,0.05340102771409294,0.12461764981213007,-0.05093556813613152,-0.021334070524966095
HALLMARK_ANDROGEN_RESPONSE,0.02377320534625919,0.1453619084061201,-0.02129317429558185,0.050577296962737626,0.0751862990546942,0.05949830140266507,0.05498671843987061,0.06269412825724938,-0.02344874050829764,0.1344573973287984,0.09502114371603265,-0.016298796659233276,0.07992149577386909,0.08756766314625368,0.03639418778929697,0.06049428887081056
HALLMARK_ANGIOGENESIS,0.03321042018516605,-0.02624731537557393,0.0608124278125052,0.013287599375029584,-0.02705138724108237,0.042161435643928026,0.08794213742636588,0.057194660990485376,0.0047892778678502845,-0.07425065523568063,-0.14354246577260932,-0.08404015059488482,-0.051561569511223974,-0.13368536070105472,0.08613773755248044,-0.08994040795803224
HALLMARK_APICAL_JUNCTION,-0.009011454722891558,0.16383870949772172,-0.014507963418389532,-0.00910852930521411,-0.0026112424708670434,0.06230133592660784,-0.042504962966317464,0.10355583837521988,0.0733542423305863,0.09574818142644047,0.16864600379210995,0.009477939382456247,0.05562299031860765,0.1321350851323845,0.07899576415233811,0.07490417145095828
HALLMARK_APICAL_SURFACE,-0.014858385016896907,0.08838313902226284,-0.060586852607532694,0.0018310153684796301,-0.04348695302478488,0.03501125281409866,0.004782140094508192,0.14739975156412802,0.0945506822425122,0.0842336658840658,0.1125589274536412,0.11947584619960536,-0.01742881883827297,0.12900225566724421,0.0362171222503451,-0.012185667054813868
HALLMARK_APOPTOSIS,0.006172944052359361,0.026556660550845265,0.028835286817257843,0.02398367073880566,-0.003996642515732836,0.00610130607799146,0.02152489545811273,-0.029738328010301504,0.027261236270344873,-0.057805985836284685,-0.07858882053065643,0.000646604224971105,0.01902735384896935,0.06542898677952344,-0.0038611872448702086,0.010706943402378608
HALLMARK_BILE_ACID_METABOLISM,-0.012533040180193066,0.13352693816925124,0.05690183043712762,-0.0053497173631155215,0.0500562085174101,0.022164380780709807,0.0465904846394109,0.12849520068608888,0.035888966287304785,0.10961377300187926,0.16546423632781723,-0.026586840421382547,0.07245076922777047,0.15041620957391102,0.05668903439045798,0.06249003099342532
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.027621761470782182,0.16295312753187663,0.057461415031253696,0.02807139737511559,0.07010209582888989,0.05103936643656113,0.09014983987786522,0.17113884946913424,0.022272699871145597,0.11722521526905713,0.1427094211205941,0.11822356187085252,0.08996684530102081,0.15658740039206903,0.06060948132432729,0.013347387700982859
HALLMARK_COAGULATION,0.0728317196785665,0.12420805777622662,-0.005366667247567886,0.027085393168621987,0.020690117100762455,0.019494582582444995,0.06920481049314038,0.07255156994973039,0.08985231662034797,0.079745218405428,0.046943423803869976,-0.02886166989155099,0.040277666159999746,0.11034088610953033,0.059430561851844456,0.0560039389132267
HALLMARK_COMPLEMENT,0.08928056496528788,0.05022488216916302,0.05514213209351808,0.01845429491288133,-0.03429273999376511,0.03178409356064775,0.07470820125760991,0.04614981748673532,-0.009984751562904508,0.04459251231194782,0.07146294337517119,-0.03619795182771015,0.053770593619670015,0.17825400669776026,0.05096603394061051,0.083887468606861
HALLMARK_DNA_REPAIR,0.02273770665247715,0.16650445363049143,-0.011718383746569389,0.030985993681078277,-0.028938153616430505,0.08324396495569814,-0.0007008343694876082,0.11135926477904827,0.08505345651960715,0.09901002931493645,0.20423639458936413,0.01800888180997982,0.0674977334378389,0.15514295005337186,0.07207685647004769,0.08728317934026966
HALLMARK_E2F_TARGETS,-0.008249315675999834,0.1747332380851149,-0.0009532258752350839,-0.0023604158268538413,0.021453757364020085,0.06199800970060443,-0.06400827211666182,0.10698128181200499,0.046288327872885955,0.038409255551879753,0.09983807116817396,0.014692816967776088,0.02840771867968818,0.1525347912236764,0.07500500969301703,0.037655997050494834
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04140229988578185,0.04091747256049428,-0.020080955375140118,0.030559040098288335,-0.036823080840295334,0.06617087829809824,0.05442446783943827,0.0698013563238347,0.05455134902129666,-0.03308291753769289,-0.07913442941818047,-0.04123443150194103,0.01791215955551154,0.021460436360339,0.09442581076796011,0.03845644988862397
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04859195290878334,0.04618460948179575,0.02179661781101445,-0.025809786812842538,-0.033659789078987506,0.019060070590635424,-0.04820577121860781,-0.018408812528935194,0.08301730773649751,0.08718462168920213,0.07978659298746639,-0.011868547201656232,0.0706352083265707,0.08446324096678787,0.06228205425351829,0.037064021654157404
HALLMARK_ESTROGEN_RESPONSE_LATE,0.041694604719997835,0.16882571094137655,-0.017901517563086874,0.013035689569121038,-0.072022942858343,0.07415958777184195,0.02214824789201024,0.12327233396549883,0.025187883332445808,0.09483637146567371,0.1375057001319903,0.024108830746815704,-0.00830926920825676,0.16144246297147402,0.05292563208315109,0.03722884869520961
