,MGH258,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.014915143884166478,0.12715500910307104,0.09633469130502977,0.03208274835562861,0.04629943588732667,0.09016574149024956,-0.005497764657301112,0.16536415356899473,0.060823829048647714,0.30760790568942253,0.17906235770148185,-0.02012462525451159,0.09930925788436241,0.18011199672223174,0.1555573371169713,-0.06388757952887643,0.22019721959289884,0.14756372754857497
HALLMARK_ALLOGRAFT_REJECTION,0.05358282183725299,-0.022530741331581262,0.006698918377657496,0.02843604655503818,-0.018534223007067346,0.15693229152146593,-0.10158624530651432,0.23443666469057853,0.1095269651895191,0.07452866086073799,-0.048661646762822953,-0.011604268938641991,0.09291651052443106,0.1168917501811188,0.10204267601773975,0.02908087071356768,0.11262220708498107,-0.04514060836721407
HALLMARK_ANDROGEN_RESPONSE,0.009445137068631657,0.12614198401875762,0.10216644737719281,0.0011745174347600263,0.052226955401650635,0.13618227052245227,-0.013076198749559086,0.14312065026818319,0.08423338644532218,0.2287036266909812,0.11691381802276474,0.008273777921861982,0.0711520009895913,0.1531382661645607,0.1953564285531875,0.03639626064690233,0.15634479534068327,0.18087781934998795
HALLMARK_ANGIOGENESIS,0.03108641674151533,0.12340882759393043,-0.009253036803274384,0.04922713398920249,0.050263795082093124,0.18930524694549983,0.2460778222484011,-0.09748869387558745,0.13903227420648046,0.20323820671621895,-0.10117255041437695,0.04941384725099068,0.05750015050732991,0.07587225391100706,-0.020180469682583586,0.03061071219834527,-0.13827447362605227,0.15314298850678573
HALLMARK_APICAL_JUNCTION,0.027109169679240135,0.09227760991872373,0.07788656662707617,0.017245424691742162,0.03436867799551668,0.14232218021652482,0.16991992796373814,0.24162451157627474,0.13045357390213955,0.2488807178721403,0.15975828590626084,-0.016843524407497472,0.0714169939319083,0.2117902809805219,0.17884234851925682,0.004065088769899282,0.16767627258652115,0.23389772400209347
HALLMARK_APICAL_SURFACE,-0.02390074836539668,0.06303273036249234,0.06933686176912794,-0.05721940584413818,0.020750566659210167,-0.027585791016933484,-0.07120621365766426,0.1930803117102997,0.17270779034755673,0.24696222611573357,0.11132467826118221,-0.037927460263457044,0.06902244071731119,0.2023808961704934,0.16046985240467848,-0.04326540551327661,0.11692337031152673,0.010243903926812629
HALLMARK_APOPTOSIS,-0.011478683448844387,0.00812807118068837,0.06906387801238809,0.043070744069905624,0.03772844910266143,0.02500286393119614,0.1380949350483566,-0.09176589723034304,-0.01790512120798264,0.05769433593095573,0.09331868920632386,-0.05210188030403439,0.0504495740498694,0.02632730765074679,0.010837570624507445,-0.014299218915482805,0.11568803392267551,0.007773282083705951
HALLMARK_BILE_ACID_METABOLISM,0.008329907694780609,0.1402738662577619,0.01703817619045267,-0.028781543930839384,-0.011459277637451047,0.1569887869614158,0.1486699893186556,0.05480537577682507,0.07364151549501553,0.25035496550552055,0.15495216649793003,0.01778340084842082,0.048233355272250714,0.17524681893747193,0.170171523780312,-0.05634062295444436,0.20431027045249175,0.19403533360290007
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02370080403302076,0.09780389662608767,0.06756094931772097,0.11749467394381027,0.02853483833272525,0.07162127372111741,0.21543367801306945,0.1932182619668373,0.10503770348129698,0.2603125162395681,0.236676862114948,-0.026590307941854862,0.06604676298415149,0.20328147112319273,0.21457492679487963,-0.013122726539815183,0.2966966267412202,0.2613196349311481
HALLMARK_COAGULATION,0.06928405173216168,0.07583539574424283,0.10062147925346292,0.04661301288166663,0.05719098738430307,0.1323035241981171,0.04478662615539186,0.13058245676430258,0.0964374815173144,0.0647788333112392,0.04817855702838451,-0.08350866758609693,0.09777690621898978,0.1601751361917144,0.09594209008688656,-0.03493498829262413,0.10950419806015002,0.13192763620470124
