,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1270824312660336,-0.029132760332551515,0.004075988125194128,0.10830056723961297
HALLMARK_ALLOGRAFT_REJECTION,0.03449897316547718,-0.008155834766626933,-0.018992205266140486,0.06431585442720347
HALLMARK_ANDROGEN_RESPONSE,0.1267527304318984,-0.045274563124266996,-0.0074594673992939104,0.1379425454919171
HALLMARK_ANGIOGENESIS,0.004298289766390286,0.040796812182896325,0.005620153415234745,0.09832500503370636
HALLMARK_APICAL_JUNCTION,0.11804849792227291,-0.07470652246457127,0.0265310998016242,0.11281956549312244
HALLMARK_APICAL_SURFACE,0.13279849788633571,-0.026040252043155004,0.03092394795181835,0.08709018680649248
HALLMARK_APOPTOSIS,-0.01581265050574531,-0.031508133254483234,0.029713651991157084,0.03174935315796536
HALLMARK_BILE_ACID_METABOLISM,0.028765389458401038,-0.026702354821441156,0.007624601017193115,0.09119400317687724
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0008818449451266119,-0.03349122920556773,-0.002513671695542654,0.1002468014163513
HALLMARK_COAGULATION,0.15235579145312905,-0.05628514649229754,-0.003504009485609214,0.09303316691170993
HALLMARK_COMPLEMENT,-0.02181444730444282,-0.04532886341259656,0.009098075781897929,0.10424005227599717
HALLMARK_DNA_REPAIR,0.08010041827938001,-0.033804704472484355,-0.004459209279298259,0.1222520105193637
HALLMARK_E2F_TARGETS,0.12450334668872093,-0.019900915886293034,0.033720308419836136,0.163326920008804
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.1158937578522188,0.003267676095455773,-0.0016195279118283224,0.10450586444248927
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0840524984447544,-0.03551109712071717,0.02536164652397551,0.10674327284122995
HALLMARK_ESTROGEN_RESPONSE_LATE,0.044024136236086184,-0.021682192609283477,0.03625912293808487,-0.012651441474946864
HALLMARK_FATTY_ACID_METABOLISM,-0.07145010122757933,-0.013553057964501503,0.023726568402591873,0.04960687767243674
HALLMARK_G2M_CHECKPOINT,0.06628944092968819,0.027592502577441422,0.014817975912317961,0.1304091920746372
HALLMARK_GLYCOLYSIS,0.06690058163992761,-0.03271799165679741,0.009997577062504573,0.0991169051780974
HALLMARK_HEDGEHOG_SIGNALING,0.013801131402498295,-0.041876542888763524,0.04121721095453821,0.05748974240439438
HALLMARK_HEME_METABOLISM,0.023531121808298017,-0.03659109477369191,0.02796711099727813,0.04670141741742173
HALLMARK_HYPOXIA,-0.11852203262354251,-0.015693403798899344,0.01280477523792296,-0.004052413041198749
HALLMARK_IL2_STAT5_SIGNALING,0.06262158834835838,-0.04297992546909893,0.024663320748182727,0.09945866261243802
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.03209972540678372,-0.043118413299623556,0.009683217701556803,0.11850272969968147
HALLMARK_INFLAMMATORY_RESPONSE,-0.08157624272558142,-0.03875652461771604,-0.029751338539827227,0.015771300623208518
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.15231668445805113,-0.012030739776497398,0.001187408374775498,0.13238657326345665
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06209716314894392,-0.03003881308581105,0.016638228880199085,0.07725263322932469
HALLMARK_KRAS_SIGNALING_DN,-0.02990281384001514,-0.06687265296509902,0.010745537502941868,0.03560637288949473
HALLMARK_KRAS_SIGNALING_UP,0.06045680462132773,-0.018558024032192266,0.027611141244964225,0.09120303238283572
HALLMARK_MITOTIC_SPINDLE,0.10145778033649908,-0.07263988469470048,-0.00468054124378881,0.11380659791562295
HALLMARK_MTORC1_SIGNALING,-0.04467908943423898,-0.0004640532762378962,0.00022302002496388335,0.09275050453652108
HALLMARK_MYC_TARGETS_V1,0.06158027069226185,-0.0014359120989017047,0.014122873613705633,0.11607680928039397
HALLMARK_MYC_TARGETS_V2,0.010190120383781736,-0.06848901589761412,0.016339936023898202,0.0561979320185424
HALLMARK_MYOGENESIS,0.08032315812091077,-0.032696392389142646,-0.0069513357561932524,0.0893102428215354
HALLMARK_NOTCH_SIGNALING,0.14791843262537474,-0.02901453162305389,-0.004098911627260175,0.14870263929418034
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.060290234129148024,-0.021875548892589546,0.011665156334029899,0.060129442699229284
HALLMARK_P53_PATHWAY,-0.05080475141198765,-0.058267234176942045,0.018707113102601362,0.08660227158671371
HALLMARK_PANCREAS_BETA_CELLS,0.07883011315260985,-0.01431017948350187,-0.005132083951837537,-0.009944452215993474
HALLMARK_PEROXISOME,-0.0292745119206111,0.009658250965545226,-0.007029838050740753,0.13354762921192084
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.10012234960720783,-0.04433326072693423,0.0017218620885015444,0.04933952417673367
HALLMARK_PROTEIN_SECRETION,0.05350861063335326,-0.02877046981888681,0.010348461682293314,0.1268893182198898
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.08266006798502351,-0.06062408313404583,0.023567072128489693,-0.07400295438526124
HALLMARK_SPERMATOGENESIS,0.0345149481159438,-0.015479440281108462,0.036285482421398056,0.03168989265462971
HALLMARK_TGF_BETA_SIGNALING,0.14572994349536206,-0.04760788826936633,0.005966695170224188,0.16546239682640212
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.13166451365494586,-0.08491007602666971,-0.011758074485438754,0.045351484004226846
