,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.00438541635555178,0.05220082476300965,0.04141492891484326,0.06438703284844917,0.03259948898666913,0.05110866879625022,0.0651162356146191,0.06552861469391771,0.019795620586188088,0.035891237163603894,0.1082114987394718,-0.0008518268618746051,-0.06839274840656219,0.09227835434291676,0.12410681666643092,0.16764678192130658,0.05834464603664147
HALLMARK_ALLOGRAFT_REJECTION,-0.02192052397814316,0.03687454949132491,0.07430924035946364,0.012515078434081272,-0.010017585393716236,0.006529474595427166,0.05951653898992416,0.060811123728049664,0.07696282955947115,0.048384987842927385,0.11240272219139777,0.14547068743683858,-0.004689508138468006,0.1444467455500923,0.11581336215857836,0.11898589263604625,0.08723056956314197
HALLMARK_ANDROGEN_RESPONSE,0.0050843804592605275,0.06727272889664095,0.08493696773414547,0.013721028545008847,0.042531560634681734,-0.055027895334699824,0.049937371067868684,0.05986593523749916,0.025867588571961808,0.07261219476072521,0.08658612921205229,0.08582057469046626,0.016059505017353537,0.018379056282359675,0.11898648778019408,0.22139998281232648,0.03630286747037425
HALLMARK_ANGIOGENESIS,-0.027955435512760266,0.010798353902227565,-0.024556050879919997,0.05478328437637019,0.023250679744216924,-0.11648478627537619,0.05373094601488298,-0.02508593068656662,0.040577898059682205,0.06380794231919552,-0.0430793786762421,0.1311629936505294,0.04592620704246226,0.03791067906159239,-0.07022147516659046,0.027495180867390445,0.07280644970237787
HALLMARK_APICAL_JUNCTION,0.004087238320492868,0.05880325258556468,0.14130163914008642,0.05381848892704234,0.04081846872160495,0.012462664142776119,0.05057797065725868,0.0340316031362771,0.05341859401964325,0.09138204193504351,0.12431335156800576,0.07672954224194439,-0.009680949583596195,0.07530277835211986,0.11469417850522234,0.22878444931448508,0.051604696472016015
HALLMARK_APICAL_SURFACE,0.00678792814466615,-0.03010551186701495,0.0715315531025089,-0.028414736136610726,0.05291385048662756,0.07019353231737567,-0.02503546796540252,0.03775360928194572,-0.032671797769828086,0.026174581366908138,0.09529105229649927,-0.03225815721921286,-0.024413642654833725,-0.010887695158940745,0.07473073231171522,0.18961070663596052,-0.006520002731692223
HALLMARK_APOPTOSIS,0.05607374173889087,-0.00890466993630363,0.028874792563440083,0.050506184278107234,0.035806657919129355,-0.0318697677437447,0.0034718343009114776,-0.030229817939457344,0.07427860233973348,0.038303295664944545,0.016320721742291707,-0.06076673400290693,-0.055613458501254626,0.021894411426014417,0.010315825710150153,0.048682416230984286,0.00891876062266704
HALLMARK_BILE_ACID_METABOLISM,-0.06453266630233376,0.033213099564565425,-0.04748528671209503,0.005383072686310756,0.0002258665784367851,0.04811098377830987,0.0654431456466317,0.01989319977048882,-0.016888746350351834,0.04154201417668615,0.06054954083839327,0.030027115443794,-0.05844553902890036,0.034793413690550556,0.09726147474111377,0.08915646380632523,0.0165863514535608
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05466619662150338,0.06858842034137462,-0.061000014589191506,0.13033801000497242,0.03385377361061394,0.09672970094078077,0.05607097827558372,-0.02869848322008949,0.05268615467548222,0.06287301984104994,0.1196916349666385,0.017802892586599926,-0.047735246049746466,0.016895319922991522,0.10708195612819583,0.09900190988380274,0.03216888795296932
HALLMARK_COAGULATION,0.031171623558369305,0.06818497569951647,0.11265534189939812,0.06894410114018007,0.03916693903275302,0.07682514171589572,0.050873673438902166,0.017943806553849775,0.07248272139795237,0.0895191528202346,0.055743075949935134,0.08193819824812175,-0.10301399258607674,0.10274155386374124,0.09770362961930099,0.1726426915486714,0.031182359645043935
