,MGH258,UKF248,UKF255,UKF259,UKF260,UKF266,UKF296,UKF304,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.044168250552795364,0.05337028063020182,0.15477250593580125,0.0003369582934421897,0.03388536741912718,0.0509661536770357,0.026263934317347287,0.004414199140692106,-0.04636492287034635,-0.04258729436453696,0.0036124161785232806,0.1539821410134834,0.27380117812404714,0.3089921959838517,0.07295982789161788,-0.001021059093069555,0.026872293767478968,0.040268726122092556,0.026285053435082455,-0.04072106651581671
HALLMARK_ALLOGRAFT_REJECTION,-0.023732051896410183,0.05879982752668859,0.11773629250690726,-0.017213011844556727,0.05857970548352176,0.1608820915424661,-0.0014581102405803043,-0.012638769819876192,-0.004960541861198704,-0.03748675081845568,-0.014301521999439846,0.11696583617757145,0.21222499107462262,0.27429849043322196,0.027104747406334447,0.0031743160305246466,-0.04661395868226706,0.031160520326522986,0.12423849033662573,-0.06549000208774139
HALLMARK_ANDROGEN_RESPONSE,-0.009191306003702472,0.06264574906286491,-0.02713666759800355,0.01367019483444571,0.04836575111630726,0.11300037562809026,0.026831502829239413,0.021503435461691946,-0.007432636142141333,0.056395838863733755,0.0528513230377677,0.09004718558742437,0.21825184581417978,0.24337662840900004,0.07177911189911229,0.005937102622369642,0.010206813561426557,0.0031092358400575753,0.0726429496244447,0.06076548629096965
HALLMARK_ANGIOGENESIS,-0.01601910023846851,-0.03526824201115894,0.02883198215113102,0.034071379046102516,0.009466069655180964,0.10763885370018038,0.04523781173374924,-0.05381472650802348,0.11159776814585629,0.040338648476268946,0.033576748666687785,0.002155766817027889,-0.0671429238474862,-0.16407933680188908,0.02497815886372238,-0.007180557622892608,0.05457540283615875,-0.01157813258164657,0.03313868984811821,-0.012554081770931291
HALLMARK_APICAL_JUNCTION,-0.046282275195731505,0.03289765383725775,0.1123278622387293,-0.010058809154248345,0.051957780196354116,0.0944253257442007,0.01575293837788721,-0.028407319914744787,-0.04277113446818343,0.010069261968005581,0.0480064245242347,0.17239474529656906,0.23255664877811497,0.2711068946421206,0.07730159459780934,0.02116324168073027,-0.001147257092518677,0.001544498633577433,0.07677647312097138,-0.026405916971569295
HALLMARK_APICAL_SURFACE,0.042044379332444815,0.06240419712845644,0.06251859342342773,0.0322893149657894,0.02353625605985668,-0.07532344731943678,-0.004260166718930127,0.11714908450736283,-0.012698013233914783,-0.10818711491378187,-0.037457571315007494,0.116980701462898,0.17026007206150126,0.22793492582834535,0.021470152243325366,0.015059230073042678,-0.054393673015721254,0.009899956874965315,0.07788839333592283,0.10674708075382061
HALLMARK_APOPTOSIS,-0.0020593668421156406,-0.01215239222984912,-0.04888226705724949,0.015506321067560485,0.02472826457072067,0.00024510227629802843,0.030063306540386303,-0.03323374249573642,-0.07123488723414717,-0.03806265269679695,-0.10691941075356488,0.1069941444852975,-0.14260591061127004,-0.16013201606724925,0.06315687322955471,-0.06376835776898218,-0.04247633891368358,0.004840411678132192,0.06457047088546293,0.020271807780459564
HALLMARK_BILE_ACID_METABOLISM,0.0036907453582457547,0.07837242417874773,0.14678580587674014,0.019855820841985856,-0.05230310667487439,0.04738473978103832,0.07611214967330635,0.029519578328710907,0.04613387065232974,-0.016931297302543613,-0.02036151424054451,0.08239683712104613,0.23063974208530744,0.22992402047729166,0.07908920236165765,-0.06888410060364156,-0.012057691743408948,0.03792402680094759,-0.048466992073147315,-0.07197825693629518
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0070089719955216045,0.07431850032004558,0.1666482892378217,0.037299366870386624,-0.00901181079078474,0.13187065232637765,0.06536336170562745,0.0006362201396664972,-0.05481501050886714,-0.08681146029059326,-0.029510933038003354,0.06447608768593652,0.2522858805071924,0.3110021875818739,0.06575270224284391,0.016593436905068468,-0.014114979951204039,-0.00662316264293962,-0.07198979372649625,0.14995616871424755
HALLMARK_COAGULATION,-0.01071598657253509,0.034697510273910076,0.12318274461718862,-0.007343606141951497,0.011686146230943304,0.17545015017440993,0.016987213046838798,-0.016713519730982323,0.05036754375534547,0.038573642927855166,0.005559582789025971,0.1938918761057897,0.18490558150664582,0.2579594240279549,0.1078617419560479,-0.05037691079755818,-0.029307969317811662,-0.01137231664005851,0.014988701606943195,0.02335778088241023
