,UKF251,UKF259,ZH1019T1,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.023094025834206073,0.02505032322918505,0.03652634917728926,0.11429245636606744,0.014617923384130718
HALLMARK_ALLOGRAFT_REJECTION,0.06782927607539141,0.03713054385775943,-0.0031188409448719917,0.09468417507914227,-0.03281436465875164
HALLMARK_ANDROGEN_RESPONSE,-0.003506740562149442,0.007428161781199493,0.04318725309588556,0.09388809892424282,0.015279065932622878
HALLMARK_ANGIOGENESIS,-0.05831237879696899,-0.016031807963683406,0.07353082459572122,-0.07218628471092427,0.011905192835465343
HALLMARK_APICAL_JUNCTION,0.052333832567306324,0.022124462432022495,0.09509601066286011,0.10485623178517176,0.03782994184515916
HALLMARK_APICAL_SURFACE,0.001992277554079743,0.05188667283769793,-0.05284765171931667,0.10594750784172582,0.08895642957893451
HALLMARK_APOPTOSIS,0.0009714155428445475,0.0074678351903431734,0.07412177380415373,-0.05780259380107538,0.006637886451067792
HALLMARK_BILE_ACID_METABOLISM,0.023251707786923904,0.029585032890755945,0.04399767089728082,0.12043183340734216,-0.004694609856975388
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0686130030596072,0.01502719263501744,-0.010326328404408707,0.1022999426519612,0.009427318348374805
HALLMARK_COAGULATION,0.011325923600437686,0.08442014503103554,0.11148469564724393,0.07828778538694027,0.04881565317173395
HALLMARK_COMPLEMENT,0.01778795817120046,0.01173837841978154,0.009783648943370122,0.06759078466198039,-0.027192895163323957
HALLMARK_DNA_REPAIR,0.07914277746256919,0.00022254155746371403,0.03333756837063151,0.11354179935865591,0.06059685527004562
HALLMARK_E2F_TARGETS,0.038095174174230965,0.029921918388068992,-0.03739008979152101,0.0697775813610312,0.07037870286413439
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.009189004541162905,-0.002298387130866511,0.10080525804133393,-0.05559057704554016,0.046137718310098365
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.024583532427911815,-0.049637730683876856,0.1676266742320835,0.07161018842553128,0.005129122771419088
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04099356225017748,0.03327345828089863,-0.05944171680161886,0.094183863637289,0.049114732350947786
HALLMARK_FATTY_ACID_METABOLISM,0.0063434509494124745,-0.05824274228975515,0.0843976209728697,-0.025241062178989596,-0.025920191664245494
HALLMARK_G2M_CHECKPOINT,0.09888989163238315,0.014966813316758447,-0.03771433845298846,0.046993254168233786,0.01869780728823532
HALLMARK_GLYCOLYSIS,0.030069401943974203,-0.01511773121489354,0.1111529724024201,0.03600366036342653,0.05431200903103045
HALLMARK_HEDGEHOG_SIGNALING,0.02496183580287768,0.05592573435481239,0.012498145815370839,0.0688933322920037,0.0343062680940515
HALLMARK_HEME_METABOLISM,0.05314694715613012,0.029294773343528518,0.05300528512269496,0.09394505798073109,0.026938146643399
HALLMARK_HYPOXIA,-0.04972426881181289,-0.01592474190031402,0.12276758540101887,-0.09204030806721619,-0.008067048067150183
HALLMARK_IL2_STAT5_SIGNALING,-0.015968546894240713,0.015985489274939247,0.032676246886500074,0.08621063279064986,-0.013494935451364603
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0200062555752481,-0.07233353380472124,-0.05660046087964077,0.05304183069455882,0.043775653254867285
HALLMARK_INFLAMMATORY_RESPONSE,0.04532069354286009,-0.0186915300504771,-0.11785316421369944,0.04080152534466489,0.03351158565487362
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.047459892245099285,0.059539743896109984,0.03187241413126836,0.12071018152831385,0.007919547357833658
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.027187307332310923,-0.004443330905406403,0.03814323128144501,0.0049281966265939964,0.030365216273861847
HALLMARK_KRAS_SIGNALING_DN,0.11980141858770695,0.05485129511863246,0.04199248109909108,0.09904620967823045,-0.008449290098651197
HALLMARK_KRAS_SIGNALING_UP,0.019193831322449856,-0.035464952422520346,-0.0022740647694039153,0.10680121742658108,-0.007129138638644813
HALLMARK_MITOTIC_SPINDLE,0.0752687973108235,0.0352799263246721,0.07223736338925626,0.10638388036725185,0.030425596266527296
HALLMARK_MTORC1_SIGNALING,0.04977235071599302,-0.02126291422775114,0.0905731340965819,-0.032466939881507735,0.015479758018418187
HALLMARK_MYC_TARGETS_V1,0.06162019366407363,0.0012757540190457654,-0.04857833031704288,0.11055864315450922,0.05580979640540418
HALLMARK_MYC_TARGETS_V2,-0.022089213368525075,-0.03452592013761277,-0.0006908491770598871,0.09739510352656036,0.04503713549941046
HALLMARK_MYOGENESIS,0.05512132429706714,0.041355705518159924,0.1073015110964752,0.10097470056020438,0.0269737854715669
HALLMARK_NOTCH_SIGNALING,0.00493712677862638,0.021184713203984858,0.024263325338538238,0.11219452206662267,0.07821851150249862
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.040188031386114445,0.021202590775190596,-0.05660817020197857,0.11311755044353489,0.006480020520420419
HALLMARK_P53_PATHWAY,0.008553296339387192,0.007905300305273647,0.007946519901207882,0.09053440566821216,-0.0004471174876963976
HALLMARK_PANCREAS_BETA_CELLS,0.07216512247687669,0.06080815760054225,-0.10380601292385859,0.12334223472604974,-0.0031877013456718447
