,UKF251,UKF259,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.06909893936109096,0.049162920119244675,0.051327941566187904,-0.02114648927208638,0.008002034954124767,0.07653887282214085,-0.10006558160431152,-0.007212698047832666,0.011451784355538251,-0.007596598725883112,0.06931251580975699
HALLMARK_ALLOGRAFT_REJECTION,0.10239593537526753,-0.04432850940205146,0.07483270878255312,-0.0009869745531380532,0.03661848409369021,0.07645043538196,-0.11307400543180555,-0.05781596812175629,-0.011632214200068762,0.060249101902550596,0.019999639939383293
HALLMARK_ANDROGEN_RESPONSE,0.0695920033735282,0.033169399140621614,0.11791597408136735,0.014394668351734396,0.03706837546731895,0.08151172095567334,0.014794770825390425,-0.006584590184118549,0.1100467999683227,0.054665094181151425,0.08336837780274238
HALLMARK_ANGIOGENESIS,0.07591958804941198,0.01905014244429155,0.07839778920443065,0.05083458451308271,0.05784249339475559,0.043447204488299175,-0.05669443714753889,0.07420770316710958,-0.02511330512047755,0.10908527260444163,-0.029391496300090556
HALLMARK_APICAL_JUNCTION,0.13106518234750117,0.009302709848033884,0.036953685020108644,0.07711202538107044,-0.023863575277799243,0.1114437123136903,-0.045906536919838974,-0.027826277013945987,0.042761344872225035,-0.08952164135029417,0.07945510607793244
HALLMARK_APICAL_SURFACE,-0.017200821616768433,0.009967585981529062,-0.0917226822668227,0.08368508916116776,0.14880322545708966,0.06276164967691034,-0.037705386700073104,-0.0002592941624590359,0.03732619658245704,0.05004069047363271,0.09463894734982504
HALLMARK_APOPTOSIS,0.004271617765650158,0.05590960012664796,-0.016816297841086795,0.10417492214410347,0.0043606182292085715,-0.011605767602539173,0.03002901334054875,0.08300746441586404,0.029450223098852767,0.05549187718400975,0.10020984882888416
HALLMARK_BILE_ACID_METABOLISM,0.016860116765957122,0.02441418997849947,0.08687527197742377,0.015257830548553931,0.025050709178589658,0.0748323406896407,-0.08477446668623137,0.022074551909115482,0.05855275917181534,-0.029648643006342002,0.11995902603900334
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.022779524818155594,0.015095714977491943,0.12030899546179533,0.035717027775712354,0.13549052115889842,0.09071550530769466,-0.02808475459764794,0.002952683266391109,0.06803854932996872,-0.06319168499929602,0.06914126321135394
HALLMARK_COAGULATION,0.008916022634338768,0.03774124337261981,0.11512638325347013,0.01491363177519767,0.0358221256674469,0.07605130643268691,-0.06075912790706962,0.07096122614374305,-0.016968246386030433,0.08521277816597873,0.04342791983570237
HALLMARK_COMPLEMENT,0.044337925702181424,-0.004668578363497741,0.045331973705929694,0.06662898339683035,0.03577605402939824,0.0349830321437319,-0.07526823870020179,0.040499437794644384,0.013718452143137293,0.05050752346178758,0.09736100676826714
HALLMARK_DNA_REPAIR,0.09356882180804602,0.06225993881476994,0.06497201236157764,0.05727862816346136,-0.02362460936919197,0.10893446476592272,-0.07357398227720925,3.884539141790187e-05,0.07410774759641225,-0.11949991626919464,0.11115220181720838
HALLMARK_E2F_TARGETS,0.13859155190806038,0.024613842300039334,0.0745206327771559,0.034194925979341824,-0.0376089083365403,0.10118296235376886,-0.0027592696023545733,-0.004986729944016593,7.900341372664552e-05,-0.09350948976978136,0.08000107134974539
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.040015044859702725,0.01764253097081314,0.03349876131514577,0.06976308455939573,0.01301945610079166,0.10734365773061351,-0.07134452364587289,0.12308057301653236,0.03321144630596037,0.13283012894047672,0.07547545655894236
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07761376710530417,-0.017241073538613923,0.0625480115989243,0.007778558465317831,0.02216748521201197,0.040517599584844334,0.029549811322209085,0.04173772313088042,0.06595848974766498,-0.08165038606027211,0.15047506136984484
HALLMARK_ESTROGEN_RESPONSE_LATE,0.005198981825589528,0.04982789200735793,-0.11658500487211476,0.06805846614799253,-0.0328819028405357,0.037439171523649756,-0.04533052613545823,0.02117421405079809,0.0454556058818777,0.14305080656402527,-0.023538135673332617
HALLMARK_FATTY_ACID_METABOLISM,0.013179852249142025,0.030270301344111312,0.06953938185099524,0.06116954955392108,0.14354519705793925,0.02458784378792605,-0.045792242688535365,0.08340277580656294,0.07519932373184811,-0.04919005306851991,0.07714794480829576
HALLMARK_G2M_CHECKPOINT,0.09281618177120131,0.056428459479766206,0.0868182199067314,0.066234016339761,0.014978080593839822,0.09870143286327349,-0.016341987259667047,0.019859153474568424,0.06653443599540297,-0.046920250575476434,0.12359718344039897
HALLMARK_GLYCOLYSIS,0.053152221938985236,0.0156150739444116,0.03477136557142513,-0.013275399442601352,-0.03432841231875578,0.04295701013372682,-0.025176934086562634,0.07250548316939497,0.0550988528757794,-0.02145464106388992,0.058363092372768134
HALLMARK_HEDGEHOG_SIGNALING,0.047779625590595454,0.07898562889290202,-0.1128359021172023,-0.0023281978085021968,0.027457880519264965,0.02584187102985043,0.03830575763578384,-0.00018580820717984273,0.06293795158658491,-0.1780512722503268,0.14181167227976632
HALLMARK_HEME_METABOLISM,0.09619689036763525,0.08315889621691791,0.06518577329649704,0.06260028121942006,0.029022358394355602,0.09933156688613612,-0.057377063942420585,-0.031299376659340704,0.04135784926355484,-0.0987724390935251,0.11869442880724143
HALLMARK_HYPOXIA,-0.07958284411405948,0.04442822206543584,-0.08660885342830989,0.08287559040397344,-0.07683669870920344,0.005065239087521845,-0.08927344393275183,0.08937937430090527,0.055972217993082704,0.09433638688926459,0.06555025620493397
HALLMARK_IL2_STAT5_SIGNALING,0.07517633775727249,0.05318761063500607,0.08523719552689805,-0.0003876174640448689,0.11695711281786997,0.05946646952018789,-0.010989408882950422,0.027441001731124653,0.01515569625596744,0.017815588765931353,0.06063473255254625
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05261948444416413,0.020345574003111197,0.06343982858193402,0.10392997398533076,0.10254562413009813,0.013974452312907292,-0.03208927640149722,0.025866472675504074,0.005929731948834306,0.049845429544372565,-0.011333654833824909
HALLMARK_INFLAMMATORY_RESPONSE,0.028485206060925902,0.049902652707057314,0.03817196015113298,0.03593880027386633,-0.011671218892927611,-0.0023903988942768923,-0.03522061005750354,0.05341222675628795,0.016250921513998477,0.015695866416518232,0.06718196801601838
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.005221725124494507,0.10412571660668854,0.08000435334534858,0.02764192121923896,0.02672504701523424,0.07670045166973392,-0.08608901517386074,-0.044086451281317704,0.09902887765476487,-0.009474998648571568,-0.011797434054592574
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.000911180759585449,0.10471403579650158,0.045794939008538184,0.00015357058101822535,-0.0016768715998259417,0.03428801422988681,-0.0654596000732041,0.11932715203929674,0.011892971780457638,0.14539441901879468,0.15281250948674652
HALLMARK_KRAS_SIGNALING_DN,0.07945792645427367,0.10049931291874291,0.05876767804545665,0.047515928691777544,0.04037434278324472,0.046879384413150045,-0.022203958583746932,-0.005954119189128025,0.04811247469232495,-0.02206776283863064,0.07343422858236441
HALLMARK_KRAS_SIGNALING_UP,0.11613249115823494,0.0766363760806591,-0.08276653101566872,0.01009012594286751,0.02942217993419411,0.058528849558915,-0.10309619183787472,-0.01979583247011642,0.06322199516445651,-0.04903807254744746,0.05275747182489301
HALLMARK_MITOTIC_SPINDLE,0.11250109461311007,0.0737037354414344,0.0867765261762263,0.09338408631456996,0.09683962875930081,0.06816628530729345,-0.03033122481478764,-0.002652739911219158,0.05406567174778275,-0.07488835174851853,0.08474943693221049
HALLMARK_MTORC1_SIGNALING,0.06457957288580368,0.007286518070818554,0.04504299038447177,0.046953656839537686,0.07246357678131632,0.052365993769028195,-0.06590442866120638,0.07441460978624344,0.05401976734143287,0.06298857955898379,0.10757504022668098
HALLMARK_MYC_TARGETS_V1,0.0737992592977111,0.06056624633820766,0.07609997624132782,0.03995661174529989,0.025166448492878628,0.12553039114445905,-0.08930888187491784,-0.04622396794230361,0.08462826935259901,-0.11710914948245853,0.12834462036692004
HALLMARK_MYC_TARGETS_V2,-0.05015445081207279,0.01172626599085922,0.01350093527810563,0.10379967491352146,0.0035373948367902063,0.040991436626522895,-0.0641899465134699,0.06239044003769731,0.041935736764909415,-0.009083499414722489,0.07934493371366524
HALLMARK_MYOGENESIS,0.019596602446995376,0.04777794053138136,0.018411520660333948,0.03480895438872844,0.08746602592609434,0.025065050429050956,-0.05893254922986928,-0.028885972379781053,0.08497090694806622,-0.07792439367597882,0.10455553653053438
HALLMARK_NOTCH_SIGNALING,0.01770981080941604,0.05796259209337989,0.10216827902944565,-0.009810103205637117,0.040949799911925516,0.09938349180375378,-0.03474795993777364,-0.03268078680723871,0.009092880787994815,-0.05283048349254298,-0.060503623217904916
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.08047246767843176,0.05070674760630801,-0.08601925329412308,-0.0466190277912122,-0.021736067311136083,0.07140323104679004,-0.06977371625591017,-0.04150557238841281,0.03803609475728858,-0.028947098300416835,0.14928277266681464
HALLMARK_P53_PATHWAY,0.005548461928635349,0.017871764710191085,0.05820115366692756,0.038993527273099425,-0.0005723670776946874,0.09300533073615835,-0.02597630692386291,0.011790575965042514,0.030192663052623143,-0.04830882972283068,0.07228237862453266
HALLMARK_PANCREAS_BETA_CELLS,0.0866841239366897,0.018682034092520738,-0.08271434551243773,-0.03444833331669811,-0.03491959686342887,0.024854933086749555,-0.05237477176768743,-0.046998494449792344,-0.007564390518452583,-0.15391041175885523,0.161908398976933
HALLMARK_PEROXISOME,0.09228954423822382,0.04078471603943816,0.01583129192204451,-0.038096256430607024,-0.07106521273490467,0.04916754642170816,0.019867245234812418,-0.04291146118094374,0.08120802471992751,0.059976647789272676,0.016650336748210037
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.07550773904220068,0.038225344925898914,0.006338295331773793,-0.022137723682492064,-0.009546331179422518,0.0781011689944833,-0.048531252227054726,-0.062303631721424946,0.037765746696544186,-0.11067238380054574,0.15422605046843826
HALLMARK_PROTEIN_SECRETION,0.09661018817823284,0.05946975682696669,0.02651909289444545,0.04073247221155716,0.015483355037782618,0.1097078239392069,-0.08073526926804175,0.01261453723861047,0.041258749442397685,-0.06961731961135892,0.19045171581288453
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.02995626023622844,0.06760632919740339,0.020683969414901675,0.021063844966252306,0.071402022395347,0.041346413799068775,-0.03950247496571127,-0.018023183884527685,0.004351644729949254,0.0786319697811683,-0.06442812323731067
HALLMARK_SPERMATOGENESIS,0.04640250175184753,0.05115034664592547,0.017786970521436192,-0.008364940201653221,0.04286959040543067,0.031518220308453256,-0.024955515626207625,-0.02668250783396982,0.04277763113975199,-0.0592245534461522,0.08958425194073658
HALLMARK_TGF_BETA_SIGNALING,0.08488212434993829,-0.0015586046776833483,0.10369455107698501,0.02426281352394745,0.0039291177697185495,0.06672060727763694,-0.09123018836922973,-0.0034428473208183512,0.0716372843627374,-0.025263780834924896,0.07342129071659893
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.06034523099946225,0.07382536633689793,-0.1296637494351257,0.1311672608923252,-0.012057003502682262,0.018511299373081595,0.0009759650479425969,0.05973220990102391,0.03424575817348205,0.11743879012158243,-0.07401178926209077
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.048384191676519736,0.050179985680885636,0.051617881649040555,0.021912591439018903,-0.013398343134903647,0.1102097141054627,-0.06733693879508447,-0.006011930262733493,0.02333719194086923,-0.041064161298015996,0.10680769604130509
HALLMARK_UV_RESPONSE_DN,0.030319919461610497,-0.023717051297859896,-0.09628502781845778,-0.015032630082024094,0.033499946454339985,0.02858031442795584,-0.03123555851839082,0.0037157503303585876,0.05657104317207441,0.0329823044479728,0.12284298817895763
HALLMARK_UV_RESPONSE_UP,0.126528941059669,0.015368510872210507,-0.0863509165752302,0.07850778504291878,0.022458264513712706,0.02511175306335776,0.003097111317670442,0.051192026269217705,0.05789283425644056,-0.03795730463459686,0.0975122932638739
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.05892098149999293,-0.00330412631270155,0.1366818463089105,0.07111465609939165,0.0036880937928018254,0.1066888296679556,-0.041836530468983335,-0.044791096404518456,0.05621853829121595,-0.08528820321358445,0.022310473621162206
HALLMARK_XENOBIOTIC_METABOLISM,0.006938597104231419,0.026728640493168962,0.05626230993005909,0.026961654227372227,0.09408722874522293,0.0853840279081868,-0.09772756336990963,0.06044909662024025,0.055181232225431975,0.04039985888827157,0.08011561261811284
