,UKF275,ZH8811Bbulk,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.023820955279752455,-0.01472173838070892,0.06234301564076268,-0.03820495024653504
HALLMARK_ALLOGRAFT_REJECTION,0.0026435705386366228,-0.038735966237962535,0.1404081472262991,-0.03733973793863923
HALLMARK_ANDROGEN_RESPONSE,0.038821648391767265,0.0019858878943726844,0.14184887177840344,0.010498204523896512
HALLMARK_ANGIOGENESIS,-0.06476164364142471,-0.0006900257324554117,0.19996903751218023,-0.01031802420081373
HALLMARK_APICAL_JUNCTION,0.016928699781121756,-0.020811257390862925,0.18546416125583676,0.07566186541082973
HALLMARK_APICAL_SURFACE,0.009763180752804253,0.01609028116231593,0.17851798959900267,0.1151346663038149
HALLMARK_APOPTOSIS,-0.07233052342718078,0.0661229246210872,0.07321225997108968,-0.004555774780395224
HALLMARK_BILE_ACID_METABOLISM,-0.0321452849635835,-0.006766385663270584,-0.03509264595460566,0.01611366899717593
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03807234539373798,-0.015645351732926648,-0.026563380744607717,-0.03509336543396675
HALLMARK_COAGULATION,-0.030908676905855297,-0.020736075458571597,0.22570329638562434,-0.021814782473774195
HALLMARK_COMPLEMENT,-0.018130959902546793,0.009433844500793754,0.07034066665493885,-0.01168195323715939
HALLMARK_DNA_REPAIR,-0.01769688523258326,0.018200272078217263,0.019436570801843214,0.011885953105543861
HALLMARK_E2F_TARGETS,-0.0186676772153116,-0.01771056592007039,-0.06977940250889315,0.016186007862638626
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.041511452442049006,0.06708411644758389,0.2531960078238639,0.002708946474013938
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.020165313824645235,0.01009927889143806,0.06348348068800584,0.06501834298905683
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.026003392435602395,-0.01879231454758595,0.001993977072173828,-0.030416065627373878
HALLMARK_FATTY_ACID_METABOLISM,-0.051382760401867546,0.06946903718347991,0.008352248244454338,-0.03950728988747016
HALLMARK_G2M_CHECKPOINT,-0.0666536700634508,0.01619041449610543,-0.013042828141918312,0.010179641444906481
HALLMARK_GLYCOLYSIS,-0.013388840629411092,0.012733669553374564,0.013100872890226932,0.053408781964606064
HALLMARK_HEDGEHOG_SIGNALING,0.03516138529133382,-0.035139653342735576,-0.007908066964968477,-0.03500243505330218
HALLMARK_HEME_METABOLISM,0.02382540104726876,0.0030262237793498405,0.05479301140372311,0.013354469417508702
HALLMARK_HYPOXIA,-0.08343559187122312,0.10214667586760823,-0.00472650405015672,0.02033210246801854
HALLMARK_IL2_STAT5_SIGNALING,0.02259995152483881,-0.021323375427490607,0.071270335483908,0.021689176383263932
