,MGH258,UKF251,UKF259,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.04503373450321291,0.06645283766490569,0.035575332569696735,0.11743628579017303,0.015079224630089092,-0.0234573997912824,0.08350307720993892,0.13522741840771593,0.0517645177153055,0.11791211970828284
HALLMARK_ALLOGRAFT_REJECTION,-0.013475035238962728,0.07765096087177888,0.04567644927981095,0.12164169870651317,0.027577137818830495,0.06524451417935964,0.02329564676774984,0.11985441421885863,0.046026998833158646,0.05701783733937101
HALLMARK_ANDROGEN_RESPONSE,0.030346552143037768,0.01592636631849708,0.0015329189194144984,0.11630599450058646,0.04015427021083367,0.018031046933652147,0.098528612940078,0.11985708846698728,0.04329585294609034,0.051754655865341274
HALLMARK_ANGIOGENESIS,0.01356446924600732,-0.07319407752959536,-0.07469090069491163,0.1005468852333656,-0.06033865867121067,-0.04685837360604008,-0.10594031461546977,-0.061559713162275466,0.03809250250093799,-0.08139545535763522
HALLMARK_APICAL_JUNCTION,0.08905895113900963,0.05513789588268656,0.0635843028740733,0.12368453749367847,0.014607370305409189,0.1196987369595025,0.0589749826103345,0.1810399342919998,0.10691446270317696,0.08553167342746748
HALLMARK_APICAL_SURFACE,0.09951730308123308,0.03936013261008331,0.05700458639486758,-0.04845568033487213,-0.011522001266710397,-0.03059894456357449,0.25481867257074503,0.1450861277565373,0.01305711978198458,0.05351335226131768
HALLMARK_APOPTOSIS,0.008754621214574487,0.019892914761852433,0.029835414951459506,0.014081966922918732,0.033514982400686136,0.035678954666362804,0.04191824025432023,0.09307737895825757,-0.016966763860390074,0.02594740338651517
HALLMARK_BILE_ACID_METABOLISM,0.07349854294379768,0.012200911719403247,0.01572870086130482,0.12585067616759327,0.023326795575509,0.07270737856186361,0.0993024059404114,0.09300893356988864,-0.008473444507536867,0.1163773031921231
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06897634292439964,0.01495007620086322,0.0636106865450717,0.09100562685173721,0.018407230743562444,0.014074098549688448,0.18786805455562772,0.20045694898397068,0.017781731977837688,0.048812792572857006
HALLMARK_COAGULATION,0.010444686824577616,0.030887665264590046,0.0976254018932947,0.11186512326719852,0.01092229945630315,0.048313145166363876,0.12039393963550594,0.15637652488805126,0.052162952382420795,0.03080099072326762
HALLMARK_COMPLEMENT,-0.011417374474329884,0.07946583107355165,0.05042274182668157,0.09931714735325954,-0.00848927923326776,0.014794479872858026,0.06544489175972086,0.1221245244009257,0.08018870364566327,0.06452882758059032
HALLMARK_DNA_REPAIR,0.0420714286028266,0.06814224822109238,0.029269459890315014,0.14212594263357947,0.029862733783975824,0.020241991701315465,0.19609859976890798,0.13814948819818618,0.07972072691183629,0.12719457060410866
HALLMARK_E2F_TARGETS,0.06965563770633042,0.07242853400680335,0.03577193700260335,0.13786315587506934,0.04923599323969174,-0.04916652052556723,0.11999532344151509,0.18643419524071897,0.07369659423234795,0.11052414888127321
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07300248056015313,0.03498854804613606,0.007226941457479282,0.11216030423899162,-0.005267930092124371,0.06160202346698741,-0.013537910753136182,0.17722069986543423,0.09470588571656573,0.008907613688082662
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.030631617587435735,-0.009164638659617254,-0.0032284231979780925,0.07716896732943528,-0.018698740628101163,-0.0058391713169307444,0.056352315203790304,0.06823829497796084,0.06218614605234265,0.08544891277840835
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.011449206753204688,0.05810143549875042,0.030667375943706585,-0.03495821459479509,-0.0005757138213525357,0.01863894248611166,0.06070409019695017,0.12105190124084447,0.07189619297800871,0.10806893313764591
HALLMARK_FATTY_ACID_METABOLISM,-0.01375039278834753,0.018326697122867462,0.023306325345694684,0.030011260660085644,-0.08279595476972003,-0.011289174520603186,0.032875241711483864,0.15276406697567435,0.03394845232581324,0.07273828196646505
HALLMARK_G2M_CHECKPOINT,0.04222267555193525,0.032384043124202636,0.04017323992931739,0.1298001301263533,0.04833359928359453,0.042744001739567286,0.05550124466382614,0.1275734321938098,0.04961703130126679,0.08809299553507616
HALLMARK_GLYCOLYSIS,0.05413059634014487,0.06733663254830417,-0.02837728144760492,0.09659183199395582,0.02359722262202329,-0.03544741187244301,0.07338574752860025,0.09810616092978752,0.037809466403089395,0.08107365258488734
HALLMARK_HEDGEHOG_SIGNALING,-0.02390072312940134,-0.029082876311430764,0.023269971723583104,-0.0747693134060734,0.0019249723847665514,-0.07604776216771758,-0.021627742026660273,0.15043242988199484,0.03379376726290935,0.056109178621565545
HALLMARK_HEME_METABOLISM,0.05339217394361023,0.019952951273652587,0.026327163826547303,0.13330504688540457,-0.004899271844883736,0.030380444126608903,0.15123785398843356,0.1690163178580489,0.06724514385346018,0.10891142148226439
HALLMARK_HYPOXIA,0.059771961351507016,-0.034435881813294766,-0.03729456010852749,-0.06364027124838605,0.014911948506825411,-0.0324645403531514,-0.0811111903232093,0.10752386419673167,0.08014568600076782,-0.02527341140668159
HALLMARK_IL2_STAT5_SIGNALING,0.02894876843144479,-0.026999136340608503,-0.029447482180900115,0.11254361301927152,-0.02025877616545234,-0.025372833870333362,0.027067628931487276,0.11639782608295468,0.02822263840332581,0.06112104602567825
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.005742211175396444,0.04186228727841955,0.025015258668399685,0.051631534913990626,0.024849779669686736,0.023695720296748747,-0.008796807358662877,0.12656081877764153,0.03865847239545825,0.053238177341647284
HALLMARK_INFLAMMATORY_RESPONSE,0.05166000976671658,-0.004350957779236456,-0.04000424594341734,0.07645243973737154,-0.02279209356701514,-0.011170130850466137,0.08250707571014503,0.11510785424642407,0.09732946191610116,0.057089553562859385
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.04378920446558151,0.0027446295460687204,0.020796969397285713,0.1689608497985038,0.03867239101661123,0.09926333627195409,0.20597147164242244,0.09494181962258852,-0.0340289008346645,0.11670601464023168
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.016348141734920104,0.01866778281774311,0.010766772081072878,0.10632824168630171,0.024026336075758825,0.09069774895464207,0.04370119461668129,0.09161032100327857,0.11142383038108805,0.08382440411539957
HALLMARK_KRAS_SIGNALING_DN,0.06082101699981701,0.04569973866469145,0.007869975749740608,-0.005121329599967368,0.010909092898140365,-0.003372493637021179,0.00802736935860996,0.13074557059070516,0.048165945940623775,0.10001585640663828
HALLMARK_KRAS_SIGNALING_UP,0.011774860388975851,0.031682200139914254,-0.04500129278424744,0.010034052183651618,0.00498941766712096,-0.04318707518009135,0.05881031185715414,0.10767298353717435,0.029634164467193188,0.07422053842812266
HALLMARK_MITOTIC_SPINDLE,0.08921596814914468,0.05341446665726394,0.033760054699149,0.12096401743887107,0.022185321305343845,0.044544056026193796,0.15469491357743206,0.15161189333580322,0.028380466385720678,0.09568816956683403
HALLMARK_MTORC1_SIGNALING,0.03436951973518301,0.04260366567271488,-0.03779086647930508,0.09066064894948529,-0.02728040741540307,-0.0009826028015807948,-0.03469346726423548,0.0834118684329468,0.001446947846376412,0.002730177110567089
HALLMARK_MYC_TARGETS_V1,0.08071219141891575,0.050930163399093537,0.04641753979437812,0.13811892698775377,0.0537601873010673,0.058832559214591885,0.1814684290741345,0.1944608381714055,0.04005568766135406,0.08273437881290059
