,UKF243,UKF260,UKF266,UKF269,UKF304,UKF313,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.056237634264526735,0.15042129252426553,0.057175298461725955,0.03956197275491739,0.053455563241315694,0.0891875365228376,0.05103095917017577,0.17564368270173633,0.17925290991115894,0.09794174185773115,0.10232811377077676,0.11657466257568673
HALLMARK_ALLOGRAFT_REJECTION,-0.0698134999454946,0.13561694720047382,0.053214264974976756,0.08098784480022227,-0.023961721772394758,0.018482399917208743,0.03155418502894938,0.060363021147180736,0.07506030081607526,0.017334889563620313,0.07087649823803222,-0.04049248599832241
HALLMARK_ANDROGEN_RESPONSE,-0.013827301214717857,0.04578496368540727,0.030735382799174683,0.023658097735700667,-0.07247901381321217,0.07036844263568716,0.04761600504141889,0.15558432812023307,0.1497999272634928,0.03596425697753074,0.09577719557460962,0.10269008763666516
HALLMARK_ANGIOGENESIS,0.021101431893769684,-0.03330533432818986,0.11658897942407363,0.08548001301623133,-0.01636084406936693,-0.07563782724006927,0.0713725560897451,0.01247077607208226,-0.08892938242284504,-0.0798532993055596,0.01932091187124061,0.027636783101192684
HALLMARK_APICAL_JUNCTION,0.03862939172336928,0.12896119695364086,0.09078384634612986,0.07547928169023518,0.00965076142041537,0.06484269664650401,0.1235274637394015,0.18958818600713867,0.1690365581335715,0.07546711820268237,0.12080370741061425,0.09393283809192929
HALLMARK_APICAL_SURFACE,0.016966677761301282,0.11533989015387797,-0.019713720695285993,0.027269045844644516,-0.027992681628724536,0.026661372151454345,0.04867119863754799,0.1446829681896768,0.12290640393973219,0.015288793154013044,0.11306729319599115,0.09785416432253423
HALLMARK_APOPTOSIS,-0.013849104044580215,-0.10622890024794578,-0.034393435068623905,0.05832495708212182,-0.04359931610700979,0.07118332234728215,-0.04942999593983151,-0.02872101336184095,-0.07392433135769094,0.01643896638774183,0.07559158170916294,-0.022070907449267693
HALLMARK_BILE_ACID_METABOLISM,0.06962918682012592,0.16706818573990398,0.09256616917158547,0.07138872245174024,-0.05583226150436226,0.06412832961192767,0.11065615297012035,0.13269020364798248,0.19852819162178836,0.048408157223420734,0.05986718383577041,0.11592362968393076
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03236719030461012,0.12670340925248758,0.09669164507655563,-0.005319568285333006,-0.06831425896434604,0.0618612755424785,-0.07035731905518491,0.15693088425199542,0.1717820589517464,0.04194695031021248,0.08075315459455469,0.0934811252300653
HALLMARK_COAGULATION,0.08230634722847512,-0.02548044236356538,0.0181572200058143,0.10968891432183431,-0.06018126977898293,0.01369550646603929,0.06121425885417723,0.13896023511280425,0.10761089678264053,0.02456405162534482,0.10971695505720823,0.09522494557259278
HALLMARK_COMPLEMENT,0.000813260545590699,0.04876479672267072,0.05755499925036716,0.08497457161312175,-0.04662881627394462,0.0684455235919466,0.03565478635486564,0.13540398830348213,0.06420073387229262,0.11831088339378677,0.09429443611492166,0.0889288387670397
HALLMARK_DNA_REPAIR,-0.015164575211421595,0.10425101380772847,0.1252432676270084,0.0470944464963248,0.0004271959712694175,0.07185180907752581,0.0633354565161488,0.18791576359305082,0.18126972336120703,0.08774897599207655,0.07971239852601042,0.13300281402786712
HALLMARK_E2F_TARGETS,0.04176704219570603,0.16234921942235636,0.10987155435285514,0.03188360877944868,0.06052055391772279,0.05503801359111035,0.05378799151588412,0.17647572940315925,0.10035988885654769,0.008063376599190505,0.10298397035052491,0.09789763254334634
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08523609084225447,-0.06973450371638149,0.08003955683758343,0.09567044023755335,-0.054094591273188136,-0.06793534708870967,0.12046078284026054,0.031769423744105595,-0.11114000857941392,-0.006186111593492319,0.12395168512477897,0.09515240976072499
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.058643554862614626,-0.05537326462239454,-0.018325491415826893,0.03875397915792769,0.01815272425185373,-0.05584679279261931,0.07497299745654079,0.14340997489556256,0.08790194896640616,0.1252469079518097,0.06830996996924422,0.1067932600510858
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05902854235233809,0.08749950022521957,0.0770695645996642,0.04424582591308947,0.004442212733775756,0.10692061506205548,-0.07383466461489532,0.16776567524000038,0.16737131502631591,0.008323808069170194,0.040337972899784864,0.061960631067280204
HALLMARK_FATTY_ACID_METABOLISM,-0.0036378959621094086,0.005931092667705372,-0.028944881266361244,0.04225571460625825,0.0389319608028684,-0.05597828054958025,-0.0021594597693554343,0.05069349272533382,-0.009836368343188195,-0.046468868283484364,0.012281532432979993,0.06277206005006779
HALLMARK_G2M_CHECKPOINT,-0.0024871109167613602,0.11451663894307275,0.08910496243211613,0.04303047970454986,-0.023439261954178194,0.07085617141900738,0.05957537388715877,0.1625979393771888,0.03844735161100207,-0.015929965372457073,0.06366497462148367,0.08476245838690036
HALLMARK_GLYCOLYSIS,0.010550665299166335,-0.02303524748993721,0.09198288807919236,0.02946438433491796,0.01380870999262879,0.009779185722457721,0.03029011480753714,0.14946618673648845,0.09816854272032526,0.017085051918102206,0.10035151501992484,0.08062936944963082
HALLMARK_HEDGEHOG_SIGNALING,0.0154220439014,-0.035135792685863504,-0.04224770523986261,0.005089568866180989,0.035153753042569645,0.0715395672257842,0.0035982289571828948,0.1121421321212084,0.07338211820618265,0.05310431158955519,0.0621589758789803,0.01045922254357601
HALLMARK_HEME_METABOLISM,0.04694396835414125,0.09373882600135157,0.0637519812123883,0.08044402299375317,-0.002129980173246254,0.0670333139311916,0.020015129613461517,0.18451276646667186,0.18152693312397616,0.08806381933656106,0.0635283496478777,0.07490803732451003
HALLMARK_HYPOXIA,0.015792055873715686,-0.14229780805008677,0.033815566637116566,0.03818503779633344,0.010519332247902455,-0.04551211010733991,0.07775151015377407,-0.07199139176921504,-0.06912602483077501,-0.040007266529982495,-0.04548361101677036,0.027147490442474206
HALLMARK_IL2_STAT5_SIGNALING,0.0854592933118006,0.08691041662975398,0.09896737398183261,0.08011087774803519,-0.08209918302797668,0.034280785980360454,-0.019691518461569548,0.1657642948991541,0.1456646005713717,-0.015227952011428113,0.06042365008111987,0.12066561703057413
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.09879881647913318,-0.0037801687731799007,0.03848498510309078,0.05446561288073272,-0.016188524795867326,0.12124779718211302,0.016227166183732288,0.08143644025755836,0.0742445378641335,-0.09675002393179559,0.10393672656991894,0.08900526967772328
HALLMARK_INFLAMMATORY_RESPONSE,0.049196446624244085,-0.08944758845074054,0.05366999740630291,0.052712201363441846,-0.0038236721781212007,-0.043311895850986756,0.029746572381661292,0.06012415907450625,-0.030525282684943263,-0.020960317750782165,0.02165183653631004,0.05941571249283067
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.010652621182427172,0.12249454887729173,0.06442185532438888,0.08546669428142774,-0.04652761109321741,0.053967063973516576,-0.021542387786437626,0.1331582494900005,0.15576023285349258,0.02519512803686549,0.10766373529044647,0.02495774578771172
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.059944188273842555,-0.057678231242436435,-0.003443681279222733,0.0880042790724703,-0.03618526263216355,0.06268214405201948,-0.0150990222652869,0.11842208416912493,0.001989772821205507,0.05312384782615546,0.05866899230715917,0.07268307240390645
HALLMARK_KRAS_SIGNALING_DN,0.012126842558153009,0.1668003760544876,0.025779008509493846,-0.03874795413084705,-0.005919044339522092,0.08439740085151085,-0.007054242152633456,0.17083750814730364,0.1820291179521887,0.15946282363743777,0.056093833784374075,0.07549578942551599
HALLMARK_KRAS_SIGNALING_UP,0.04796986422928906,0.049960471181274564,-0.014739812585114467,0.018206049604844548,0.01681771581871976,0.053246117479104224,0.04388506850428441,0.1441632664978033,0.11051568661314297,0.0538626118841767,0.12608340576475682,0.03594733014621649
HALLMARK_MITOTIC_SPINDLE,0.013356066738105299,0.10005285961425604,0.09666790317767036,0.053244212701827845,-0.048250192876501806,0.09157705277875837,0.06182095484542172,0.1593972832265342,0.1477951818474063,0.07834747699171822,0.09367190298366297,0.09126574408357788
