,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.01666502664035143,0.06691359123139752,0.11808479726337408,0.027219872709816646,0.2532591223123933,0.022529835537112124,0.12062716307253316,0.1055746370212109,0.1877780778931857,0.06736021289487483,0.026266190207065707,0.06357785854386602,0.12848768826887447,0.05200175890993706,0.021749775209278555,0.22320043925523456,0.04834749803884021,0.24143537797663153,0.3054904490798048,0.09282527806405859,0.03817776570806072,0.04441302953575165,0.23833306985769154,0.11755666745114908,0.11086844804157453
HALLMARK_ALLOGRAFT_REJECTION,-0.003567301411231129,-0.0392575939852979,0.10359903121857128,0.015151199326756605,0.09627859179235841,-0.010498101866367723,0.014110248596275358,0.06818320460510731,0.22787373136917055,-0.0001441384808196556,0.014730686094871614,0.10573358750739967,0.17124985777259671,0.032136447026932954,-0.08508177778991312,0.01949073619103239,-0.0464788555180573,0.2163660009640399,0.15161458094620234,0.0679185267570424,0.013100701445330603,0.0660678161192751,0.14904348982635895,0.0983853158990828,0.0063270426088400345
HALLMARK_ANDROGEN_RESPONSE,0.03880838695313043,0.05151283928211389,0.12425161041508309,0.016401713582688805,0.17232306227626493,0.09906956441802617,0.07110915619759131,0.12313275440580726,0.2076655586607333,0.04136779453587119,0.009381793667189277,0.12928957194804547,0.12081721219662994,0.08587794275229317,0.047262542985858434,0.06501313183315517,-0.01616843158980679,0.2632051853914136,0.2737735681989934,0.025781629529084676,0.03479524887338246,0.04563042409862885,0.18964401419934657,0.18145764939111053,0.08987871066937467
HALLMARK_ANGIOGENESIS,-0.07214520375926473,0.0001706794319260381,-0.04464219157710915,0.03794251348253456,0.08246761644474909,-0.024427222585543317,-0.09923350121013252,0.10487026028647167,0.24286085972326077,0.05383399871117379,0.011909202298626685,0.06704971885971511,-0.06256259141186458,0.017926041094307003,0.016150723490011516,-0.11570143426659837,0.07835343197313971,0.04604909120679514,-0.11828829425999587,-0.008736002094763176,-0.009804908570989852,0.018452402852000345,-0.09471441623220568,0.15644038514998565,-0.006969626547162647
HALLMARK_APICAL_JUNCTION,0.03135328864889155,0.03437128359242348,0.12425010625418774,0.04854957922204692,0.25293194959354237,0.01816489670852116,0.13570561540272974,0.13241351004115157,0.2690814928732885,0.10215389023285133,0.028950005353821435,0.12956839798128378,0.17598220823351812,0.09459412398617771,0.06110432512752291,0.1999192295143124,-0.04244668304502528,0.24169709260829603,0.32148390107137964,0.09507782461294413,0.00860805295542906,0.05157537613904417,0.21184868822286065,0.17031881815642536,0.09955792501640544
HALLMARK_APICAL_SURFACE,0.005912261024205665,0.03511957030375565,0.12171569962101508,-0.003988174151289628,0.15900864460508327,0.004761786655360543,0.15904486828689807,0.01903374456524618,-0.07611799083205123,0.07462001641843694,0.03494207654196847,-0.05424408828495019,0.16073033632667164,0.10286093317546588,0.08135174945736691,0.19345516840045854,0.037534593073175394,0.20761016761361958,0.2376538737735754,0.06714322906169908,0.03406547249075206,0.005403822329688714,0.17046285150812332,0.10709616126788686,0.1179637007081276
HALLMARK_APOPTOSIS,-0.05009458470992634,-0.09692101665273647,0.02084104261369943,-0.05939505999869673,-0.01220250321311714,0.03350612027352448,-0.12478932086487768,0.020673867365868293,0.05648819138373049,0.06592753525838138,0.029386197779530186,0.09189053891330458,-0.02901939700724173,0.0171208809314738,-0.0819786201616939,0.05470163823470187,-0.0642213891805311,-0.0067167403062676715,-0.06917271160520841,0.011858781731269025,-0.010810321642714,0.0068329286141301255,0.054490060741382705,0.07305377409223869,-0.022774786647400482
HALLMARK_BILE_ACID_METABOLISM,0.02156635775227444,0.06650585270930963,0.10696143799404967,0.008414990384121305,0.15591532163353058,0.03854046681555222,0.1654438486789354,0.07702378551755416,0.24674119686170365,0.10118125198901871,0.05063905711647437,0.10563260629910559,0.06547733873807178,0.025313907286146912,0.020516741455739618,0.22972993368188901,0.008236021010655854,0.20130650229963842,0.2921352631115923,0.02402072873157973,-0.000881741586467637,-0.010722635940984836,0.1990311328190821,0.10371000177085382,0.05055370385659595
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04833484882742072,0.017091948889089957,0.03374648333825122,-0.013635755502200671,0.22232726111389986,0.014037303049777513,0.15316966207323937,0.13815402337568808,0.13865743673791284,0.056470942698433606,-0.004907264281261872,0.17788856558645857,0.12511585618647247,0.09989925845799692,-0.020559030435800086,0.1149722950710068,0.02554587450469659,0.23494646126021504,0.26329742273137713,0.02694506805733128,0.018029286881842545,0.03145169157340747,0.18544649295921245,0.1168825854598163,0.12064749783185967
HALLMARK_COAGULATION,-0.027245272354212327,-0.03563816047171399,0.12426449703805358,-0.026920301562428906,0.17633985406558816,0.029896523501946715,-0.010845098987358501,0.07569531748527396,0.18634479647144628,0.10458721860695792,0.058938967870339774,0.16363804453925498,0.1398783375543919,0.05901683749493912,0.023862917907891936,0.11381981669709908,-0.023803195009449676,0.22420170704915243,0.17385543458804872,0.08650907973950844,-0.025222756454652776,0.019593392668704586,0.12612264468187334,0.11874714680274451,0.07882039052906928
