,UKF248,UKF259,UKF269,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09973539825422101,0.012885538960091128,0.11997592107893462,-0.023868089520340332,0.05400046071326968,0.12735917263317675,0.10483871190042517,0.05988679224887801,-0.018061241927344436,0.07284080516891164,0.011216770651036148
HALLMARK_ALLOGRAFT_REJECTION,0.11865946035317373,0.020554897918354846,0.15398477471165148,0.03558021385125091,0.086967112695546,0.06832408071688051,0.032135140909088374,0.011892560222349852,-0.028291042131397545,0.09049989278988764,-0.015265747821961823
HALLMARK_ANDROGEN_RESPONSE,0.09212203895260124,0.03678484930011923,0.11842262035339875,0.039555298553075664,0.07105532275917768,0.14890715504539634,0.01567897771813387,0.047717989632691325,0.008031153054310658,0.08676787170423951,0.05217549883324046
HALLMARK_ANGIOGENESIS,-0.03869214883566054,-0.022700716604704674,0.1285433347260045,0.009467403640305181,-0.05107410713751024,0.10195591072119413,0.03668082761697193,-0.03521120889364433,-0.020934099040015232,-4.005927615673446e-05,0.05017489691480759
HALLMARK_APICAL_JUNCTION,0.09442735411775145,0.025920944760776526,0.13195466156659177,0.020432897307173167,0.11118971422500108,0.15242673685162586,0.1295405375652265,0.08505170724370352,0.003700058568261409,0.08313111971666338,0.04507250563771803
HALLMARK_APICAL_SURFACE,0.09928268184225544,-0.0070789167520836065,-0.06536973442987051,-0.04392831059658806,0.09394239029661344,0.13348436535562308,0.13805566080946874,0.01607456205736208,-0.047803387529636594,0.08289151987427328,0.03157649270810204
HALLMARK_APOPTOSIS,0.016829012372368453,0.0039032765101407775,0.051071225498231454,0.028561515030612324,-0.03226696240491134,0.05088116030595591,0.02096880891239172,0.012749145978678914,-0.012795333350343385,0.09802878141861526,0.018597603954423756
HALLMARK_BILE_ACID_METABOLISM,0.03219918372993114,-0.021703248194382258,0.1238761261570346,0.0022252041372141577,0.03461345101850779,0.07432794060075987,0.18155358158955315,0.07836578012593537,0.011958943475047156,0.0446660818648386,0.06972851736404805
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.026464526117357234,0.043888699131292244,0.0845353484734142,0.028174332116551928,0.09065104858202591,0.07375991257936436,0.09749574454419303,0.04093591621245151,-0.00452034499749266,0.028982047057948646,0.05834007820554034
HALLMARK_COAGULATION,0.09491852821585615,0.04061237168911174,0.12661046817876803,0.030727478937301593,0.07714315691943747,0.10275577658065416,0.08237855580305099,0.03266553432929767,-0.01207786616934724,0.129537949675018,0.020132047404290032
HALLMARK_COMPLEMENT,0.023509425554575136,0.03355176283544792,0.12368501865646601,0.0029244007355685264,0.029822664004483957,0.07461306444762107,0.09897716406534092,0.04297381927009528,-0.0034191150115772235,0.05560182888876628,-0.008845208620911585
HALLMARK_DNA_REPAIR,0.0773415152584408,0.040819770992689845,0.1473485906118637,0.028462652885024274,0.06491669246107103,0.1221420686690769,0.14762560602008495,0.07997913346592206,0.003537448199515379,0.05805921183006086,0.07432051176585656
HALLMARK_E2F_TARGETS,0.059400942054558786,0.0489760560495723,0.12383317679921037,0.025284898710706896,0.0927760598125584,0.12461435357968569,0.1208426592461843,-0.0031042114797867936,0.039340048975801144,0.010300536829045057,0.06253145134633481
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08513521442404919,0.006162740562465527,0.1286291963382995,0.020115557878450353,0.00964199706238339,0.16301305476249964,0.05849796001439829,0.0445254268165445,0.018945110411562584,0.08524859605881933,0.04366862996841878
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06599441164343964,-0.0008746520740345792,0.07067980015318724,0.049380851741689255,-0.026801319576933665,0.1687069096600289,0.058570588712977545,0.0577824348825525,0.01617922243844701,0.02194941919098417,0.0376474655922746
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03292317660936945,-0.0009083498864445817,-0.0028541250038902574,0.037322487554037595,0.05875049069685336,-0.07733765673703362,0.19188560562662868,0.015296981058702731,-0.00819002501885059,0.06833560237321021,0.04103678732294323
HALLMARK_FATTY_ACID_METABOLISM,-0.0213345810655108,0.0017950381498022428,0.08339215853427635,0.03937489322514434,0.02442665630389146,0.0812023074159016,0.04378522368316081,0.0412850676232975,0.00047397332921026233,0.006471446613303838,0.015472647580069658
HALLMARK_G2M_CHECKPOINT,0.04793258587395308,-0.001638530809545614,0.14417313424158604,0.04076419724547641,0.046237630388813004,0.09282603774406559,0.11607675052166072,0.00485402117833043,0.027960775569649172,0.02601560975713785,0.07607556001380772
HALLMARK_GLYCOLYSIS,-0.0015755759164730388,-0.03484774678335198,0.09454318405587382,-0.012823620251693667,0.029714968933188396,0.08321421147649155,0.08850592221607123,0.06955406996890351,0.03812913286803863,0.035814103401113344,-0.0027311919512366008
HALLMARK_HEDGEHOG_SIGNALING,0.03289686719685976,0.04461405116746348,-0.05505735155399198,-0.004001272847143523,0.09405152162481784,0.07674671753533929,0.09834222388114695,-0.014308910813744604,0.015806248767290355,0.022991673090920275,-0.022552983273038115
