,MGH258,UKF251,UKF259,UKF266,UKF269,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.041153854682573376,-0.02882222831457704,-0.011152437822056941,-0.0024390070824180767,-0.11763481849201801,-0.018353906975200222,-0.006788929825725095,0.08804897801705559,0.12269209269768233,-0.06092064566972334,0.08178438368836967,0.05367476163998818
HALLMARK_ALLOGRAFT_REJECTION,0.027143891243571975,0.00015073433393874333,-0.06713081635230773,0.045746078531515445,-0.05728485967137777,0.055616446123302236,-0.023083475208965972,0.022316264618583995,0.09358889946192533,-0.03345680330489751,0.04616055134694877,0.03472542291273919
HALLMARK_ANDROGEN_RESPONSE,-0.05911933552446856,0.012890272860436761,0.01732267418403496,-0.002883607331931508,-0.002810096323245124,0.017440981246844404,0.06140034934475641,0.051840125942813044,0.12568744241780475,-0.04641324052359105,0.024282736175795707,0.0021370737344060435
HALLMARK_ANGIOGENESIS,0.04330243638306956,0.02836954805984509,-0.01174254915798095,0.028850271112237674,-0.07131837487606582,0.06595778013462711,0.002720133088356661,-0.03926901843721388,-0.07237359227860134,-0.03485903358228822,-0.05229681999033656,-0.03283751251466891
HALLMARK_APICAL_JUNCTION,-0.0694087147992056,-0.029961804526695827,0.037338420290640814,0.03083713033565613,-0.07522287130630893,0.05406014548330502,0.06784191558953744,0.09519131486734293,0.10342871939953795,-0.06862945873649995,0.04283853164875086,0.05809956710878513
HALLMARK_APICAL_SURFACE,-0.04875911362710951,-0.025026251547376685,-0.008023116500841932,-0.06031731351009573,-0.04832477456484633,-0.026535848344308756,0.04214207855308403,0.07358939182718276,0.12755526494807307,-0.09917531983805286,0.0056658207462205856,-0.029188812808861823
HALLMARK_APOPTOSIS,0.06540666316472635,-0.0028992663540615402,-0.009331324709681618,0.028582104824113313,-0.010889878385197756,0.005463514564432305,-0.021944262610662055,-0.007857121532883272,-0.04570616152349272,-0.030930072519012013,0.01992266965639838,-0.0048853079003125695
HALLMARK_BILE_ACID_METABOLISM,-0.05631399639347094,-0.039678460976523985,0.012618151904230155,-0.037952767126077536,-0.07773359001818443,0.004752400851554778,0.04291783903658376,-0.005618139212322125,0.09938263788355747,-0.028529247458856436,0.03268793219336063,0.03159947229973509
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0013688101670535219,-0.0005624538384253834,-0.018846844408725024,0.0158384477398558,0.014177285735181979,0.047134901252334216,0.08180040846594436,0.06814437786242364,0.15513343331486276,-0.0775769449652822,0.0740933578232201,0.03454724834231429
HALLMARK_COAGULATION,0.04362623707785181,0.044325553813092,-0.07378429349331014,0.049632622550320235,-0.04048436146634085,0.051296853672339604,0.058522473814410336,0.07545633630758215,0.09297253584070733,-0.03810624928436803,0.06060550665231282,0.019384818810419254
HALLMARK_COMPLEMENT,0.05060080637902466,0.022157170312510504,-0.025638573874596574,-0.04151514649688072,-0.08636480307354377,0.046889867099817066,-0.01292017047792089,0.12471263122523024,0.09224095979683117,-0.036768941861790194,0.061458312340137634,0.012812475790800882
HALLMARK_DNA_REPAIR,0.021731557962501216,-0.02670398680819009,0.04304516955482193,-0.02720860399838977,-0.10929716687891737,0.03199792183112321,0.05560242101168026,0.08742932071713695,0.14108349481473845,-0.026156388899606507,0.10296580054530378,0.04048521863947186
HALLMARK_E2F_TARGETS,-0.0031422814374776225,-0.043983920117221874,0.01571239985251803,0.02614625155324165,-0.0995839046747876,0.000417802441012807,0.058946886640995226,0.07661986032725732,0.1088507543099893,-0.1015330896056135,0.06272979395233079,0.048674881832665336
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01799348755534941,-0.00020079266150386328,-0.03362385611336758,0.02441471875884202,-0.07436733609476848,0.067680895190812,-0.01726176507393242,0.005848695043383723,-0.027191241528051573,-0.06774337286542445,-0.019219784782423113,0.018931412790036316
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.011141645108774667,0.011564678077074833,-0.0018395687927910819,-0.018347786358203503,-0.08582360207536217,-0.037200358789106144,-0.038820874534147745,0.09520230681582097,0.04232388926055758,-0.01003239793547469,0.04449761725157019,0.0334377139835227
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07714617979366281,0.03348973476499028,-0.02591846848671972,-0.002536671651749934,-0.06711115330600924,0.04502268708613302,0.002075049426812608,0.05533091378862867,0.14310779499485138,-0.048028125675994966,0.033489433345955104,-0.0032357292579493695
HALLMARK_FATTY_ACID_METABOLISM,0.08073725086122285,-0.005281950182552265,0.026326604953875628,0.0056642004096446276,-0.014830226974322633,0.025813617746950682,-0.02353292682217589,0.025623226827609393,0.017545660424338364,-0.005433750381227938,0.019368076856501867,0.00587900680465712
HALLMARK_G2M_CHECKPOINT,-0.07163528442485893,0.0022075572694433385,0.03667782461924745,0.043445906848704356,-0.0468637024773833,0.008184764413664005,0.06841949352017328,0.01866239796515251,0.06548906398895532,-0.07631494900996147,0.029528206972464114,0.020017249984379655
HALLMARK_GLYCOLYSIS,-0.027026945261879168,-0.05951949311709732,0.025555479941837603,-0.05232264328856928,-0.10926095282506872,-0.0331524940585296,0.0006784176770898831,0.07687512786385874,0.10153514136466556,-0.017324385032322552,0.005537914015955338,0.032970665759920026
HALLMARK_HEDGEHOG_SIGNALING,0.009473486262147007,0.0077320764339448116,0.055585956390802924,-0.051554578896187975,-0.038760080584486004,-0.020889003024314748,-4.26870253357252e-05,0.12979208260075928,0.07210622104307653,-0.017310690656102447,0.03874297799448444,0.02240489236641699
HALLMARK_HEME_METABOLISM,-0.017422581473398018,-0.0038836162808854433,0.02380849588244272,-0.02746513759364929,-0.11096498051359731,0.010411473929157653,0.07008054352071673,0.08182593407345998,0.11997338482004612,-0.07701709584234509,0.04601660744007146,0.023173690099760388
HALLMARK_HYPOXIA,-0.061688484705335625,0.06805422324824717,0.039441681738403,-0.04800974189699122,-0.04627329798100533,-0.0005906481848825528,-0.05611587271689835,-0.04688881238717085,-0.05519506593281887,-0.04709961873244447,-0.07634971734395385,0.005940918574510031
HALLMARK_IL2_STAT5_SIGNALING,0.04224248999695604,0.014101679696179654,-0.020583422580817703,-0.012747853961281225,-0.03602133185396559,0.0316430722645478,0.04796826772898516,0.11743163571361605,0.10374908373852565,-0.07533487041391769,0.021194977919266913,0.019808183220037304
