,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06042222302945502,-0.03702202791525197,0.07390923736732126,-0.0008740467068882889,0.07276090215676935
HALLMARK_ALLOGRAFT_REJECTION,0.04615910335649548,0.01173864147109434,0.03820561055307411,-0.036500466872300935,0.03202203708809223
HALLMARK_ANDROGEN_RESPONSE,0.036634344628670185,-0.058969051395480705,0.03460965016259937,-0.004974368190404078,0.033175740829203985
HALLMARK_ANGIOGENESIS,-0.018878748455242577,0.0260462613796561,0.02121527974372881,0.013346927530296062,-0.04130063331607942
HALLMARK_APICAL_JUNCTION,0.07508974430843446,-0.054055632722385644,0.05062633561141642,0.016112759290628942,0.0677551226650934
HALLMARK_APICAL_SURFACE,-0.00551555081608795,-0.05263561920605562,0.06936115784303949,0.025173387608167612,0.12695051796830858
HALLMARK_APOPTOSIS,-0.029487335124837404,0.025042433824064,0.05197305831120881,-0.00925388442322205,0.006382230308778716
HALLMARK_BILE_ACID_METABOLISM,0.055912283388167935,-0.05805363030469361,-0.003722569285909868,-0.030786159208875986,0.04397486681546758
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.059324113610355104,-0.034091595905070535,0.019754838057278644,-0.054748864859814665,0.074380065574743
HALLMARK_COAGULATION,0.045234778231287735,-0.014015928229490972,0.045799137248735466,-0.016162459783884288,0.050021716759673526
HALLMARK_COMPLEMENT,0.08518785150920348,-0.010139015628796945,0.0380516221315118,0.010118646351878889,0.1180349380674824
HALLMARK_DNA_REPAIR,0.06317681645254423,-0.053603140858009525,0.09111159149522054,-0.0018477793222088483,0.07148141776904782
HALLMARK_E2F_TARGETS,0.017402640819172643,-0.01815000087091451,0.0718782610679952,-0.010215763367502123,0.0389184557581402
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.005773636453057426,-0.012582366226213094,0.03525047444159692,-0.009945165665758744,-0.008499455709511383
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.1000653541011703,-0.028459698357017674,0.02185833887094619,0.02334477801666291,0.054036238477495904
HALLMARK_ESTROGEN_RESPONSE_LATE,0.028895595251260103,-0.046518195191629634,0.059360696979183836,0.018353059919440865,0.033737412852477326
HALLMARK_FATTY_ACID_METABOLISM,-0.009198982856511618,-0.0590614314752736,0.00955044202249479,-0.02831849088664736,-0.010461188809121372
HALLMARK_G2M_CHECKPOINT,0.02642028090215404,-0.021760108327584387,0.0485977918178768,-0.0007897199282348461,-0.017041721337620337
HALLMARK_GLYCOLYSIS,0.02939872274890941,-0.052826063175234944,0.04802347008602462,-0.0027060946626143163,0.07155634690913996
HALLMARK_HEDGEHOG_SIGNALING,0.059647492363840704,-0.03770566465544152,0.025016279552070555,0.02709011803539756,0.14803094470024344
HALLMARK_HEME_METABOLISM,0.048003742213788766,-0.04175432983326331,0.07326553782958806,0.02278498548362407,0.11370623278606627
HALLMARK_HYPOXIA,-0.04992316817791498,-0.0042191425017673945,0.04260228438133064,-0.007385179883630963,-0.0750691069246328
HALLMARK_IL2_STAT5_SIGNALING,0.03542001008785029,-0.01793294538653875,0.06186304177249914,-0.007406585791867987,0.009686209493283558
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.03386468553598815,0.023342006302456732,0.08111234029567256,-0.0558980422843083,0.03496688033071812
HALLMARK_INFLAMMATORY_RESPONSE,-0.00572985935866809,-0.020782525112842544,0.0529852811578714,0.0030094758482952827,0.009399347691040618
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.034871850248300335,-0.028176297671823943,0.06695896745644389,0.029208011611186083,0.07218104770063845
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.009263399999226837,-0.023905492014570578,0.022593733071548085,-0.01776770253721299,-0.0556439355140617
HALLMARK_KRAS_SIGNALING_DN,0.07363170683761348,-0.05242319775763939,0.032067794939435325,0.07174629109218286,0.13594358185803865
HALLMARK_KRAS_SIGNALING_UP,0.07421697746245771,-0.033728117944937894,0.05271186276369333,0.006270766609981356,0.08939506325055213
HALLMARK_MITOTIC_SPINDLE,0.09170034014470764,-0.046653788488431935,0.03405383444985057,0.03182795048023104,0.10953093429505947
HALLMARK_MTORC1_SIGNALING,-0.025392778480701494,-0.045358503358217936,0.007457232579462205,0.01982801706906313,-0.01902036435507637
HALLMARK_MYC_TARGETS_V1,0.03353325295250251,-0.03242482767470023,0.09315140177005708,0.004972624652064635,0.02238352727016349
HALLMARK_MYC_TARGETS_V2,0.0001813265767881391,-0.0462159737408731,0.015193241390874796,0.020227528153774522,0.01876671755114349
HALLMARK_MYOGENESIS,0.0883367721647379,-0.02550898427666084,0.022980896806726145,0.01400736000065296,0.11221900246768249
HALLMARK_NOTCH_SIGNALING,0.05406684819105562,-0.06353324906938107,0.0729746781317321,0.02963058942320639,0.001090193852241845
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.049698589551126646,-0.04600675582702075,0.06770459504812788,0.00920099464265101,0.07306849927692384
HALLMARK_P53_PATHWAY,0.052899658317249514,-0.07541776225471306,0.060503576748245795,-0.048794682349718864,0.004688395002976037
HALLMARK_PANCREAS_BETA_CELLS,0.10317784288484934,-0.027229475781667425,0.15452924165433832,0.012172796460090321,0.14481148172108735
HALLMARK_PEROXISOME,0.054092880404766154,-0.05740289879298983,0.053049633190692023,0.04013229215927423,0.03842561540719545
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.06373899322263722,-0.008991900132805843,0.09542419760724541,0.03323180214746391,0.06300590026631187
HALLMARK_PROTEIN_SECRETION,0.049417563928455706,-0.05252668424533952,0.06258680580188154,-0.004166305724140625,0.08599182593139067
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.08971843659773049,-0.06235282420669768,0.0018602265161150014,0.04237234279207755,0.0796681332768998
HALLMARK_SPERMATOGENESIS,0.07443507064377092,-0.03635136549004613,0.008459575183228386,0.011410656054760942,0.12814613419073356
HALLMARK_TGF_BETA_SIGNALING,0.02738792016487329,-0.03858657751833222,0.012704537605089983,0.04754398264905327,0.08140826809879308
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-9.867865113166187e-06,-0.005852025961352588,0.007284008123517157,0.013237946733499643,-0.084949926773097
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.03736492432509878,-0.060400909364796335,0.028286595148399724,-0.01957234100408352,-0.016720244377803114
HALLMARK_UV_RESPONSE_DN,0.022783594009106147,0.03154457276852381,0.06889698408447495,0.01589763956342807,0.04238739451980252
HALLMARK_UV_RESPONSE_UP,0.0679401757193528,-0.07091064170971162,0.07685986161541124,0.0055058780867632395,0.05051809972957011
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.0075084425028389195,-0.07104805239631458,0.08284548353819256,0.024162048975611066,-0.016293957740215723
HALLMARK_XENOBIOTIC_METABOLISM,0.05586508608174238,-0.047269801078235314,0.07480053595016449,-0.011924729648622696,0.020508969303873838
