,MGH258,UKF248,UKF255,UKF259,UKF260,UKF269,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06723657634945981,0.032753144615951045,0.0703004454526016,-0.045680135558843225,-0.01269410954593755,0.05294567574371776,0.017052998730648503,-0.01253609609128225,0.07568461192859632,0.10040523357355574,-0.012769985548872789,0.09250243171261195,-0.04931518559849855,0.07560239567120605,-0.005476672306113556
HALLMARK_ALLOGRAFT_REJECTION,0.06991522646155006,0.03006446572189448,0.03465034324383061,-0.0889531056230551,-0.054369718649097024,0.08356286226390579,0.00453510564682704,0.03205698470832524,0.00526313895205748,0.06529227209558017,-0.03274838992383136,-0.012124272255444971,0.04965055654895383,0.09258336958229502,0.01640711405060003
HALLMARK_ANDROGEN_RESPONSE,0.1253938249234091,0.04442374576966731,0.1594315155181872,0.11965690649960861,-0.0223970785761315,0.038911066825833764,0.0016889729727612307,0.018174684319771896,0.0208474732355573,0.03261617653010414,0.010913018168339325,0.019820314232322254,0.014771976489284957,0.1388940626563659,0.003219499649103423
HALLMARK_ANGIOGENESIS,0.022054737499661956,-0.025687310773568152,0.03865023546424071,0.09916189928241266,0.05604341644836977,0.04997712530708746,-0.016968662502698528,0.007706619201597079,0.013715358874648836,-0.006791869937494214,0.01633300425310154,-0.00753884795998142,0.09728110431017643,0.06862291227704308,0.009102158858483391
HALLMARK_APICAL_JUNCTION,0.0743268879781952,0.04613386375737955,0.03746661441658665,-0.036828113174398394,0.048658108045452404,0.11663688008360582,-0.014663286790386185,0.051835327607677915,0.027480000187371977,0.09269724104526168,0.0013355101504272406,0.07872575240754205,-0.02337479612542515,0.14515545390069953,0.013541727639258126
HALLMARK_APICAL_SURFACE,0.05957452045447053,-0.02720342464562557,-0.040910235080086725,-0.11708719242645757,-0.04157507790731328,0.02326290143759432,0.08807059551976498,0.015334770140699608,-0.004385218552664333,0.04867803311078783,-0.02913633709334914,0.07687657630639877,-0.00842009777411366,0.13118914542801186,0.03937827303505059
HALLMARK_APOPTOSIS,0.047653972964241814,0.04596922638386087,0.06790017396251449,0.03366666509544704,0.06731666516919259,0.0755098401247103,0.0035762991712743417,-0.009764036119867103,0.02029098454472249,0.06880516090750227,0.0810002533357518,0.005753448501267964,0.0013059277114862025,0.0409604088053818,0.015314903946219136
HALLMARK_BILE_ACID_METABOLISM,0.051934972500110435,-0.0028885002471876783,0.048314967889743744,-0.08311264875812141,-0.06283692732496086,0.08403748366597455,0.005543887548869949,0.006519384907152981,-0.05865785311386026,0.04340577076435724,0.06095947874642846,0.05293122970445356,-0.01578716596952798,0.010345525090897582,-0.0003734350320455857
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02416174849882169,0.03606909667958363,0.011611713355321376,-0.02889618448153448,-0.017090664617261823,0.046389100463320926,0.03364241041574874,0.03557383216823479,0.04965285999131814,0.037296971491141,0.023585560863912003,0.03860070228779299,-0.03781262853061299,0.0575552332125373,-0.04755081463399143
HALLMARK_COAGULATION,0.023234511622874123,0.05209733662865478,0.021331096104792512,-0.12725616814569088,0.056350363746489066,0.0697730907731204,-0.03696749450959281,0.025258165971677134,-0.012497220576834212,0.10336882494272485,-0.0017938633434812971,0.06875113737230519,0.050048237035191,0.14711540299549375,-0.021452411891623453
HALLMARK_COMPLEMENT,0.04228178200358762,0.01315396050955671,0.1002521526334417,-0.07398570002695942,0.009905771898375743,0.08373514049757579,-0.0013733371043762482,0.01687989553536128,0.0062497687701253335,0.07322521324436944,0.0025291725325152247,0.05906451176715499,-0.06673436144534713,0.06393835054825299,0.02096049652527122
HALLMARK_DNA_REPAIR,0.09980617427740511,0.0526747384252599,0.048169807502511985,0.13605984131741308,-0.05680817152928365,0.07103269684725819,0.017579868908222444,0.025665404133096977,-0.016974220103752134,0.05911362802947957,-0.008663873630420395,0.07532744469737539,-0.07653029043003678,0.04163703059678095,-0.003334135086908994
HALLMARK_E2F_TARGETS,0.09192218075224866,-0.021336838694115345,-0.0018719230961564265,-0.0651705291278093,-0.04514973613160105,0.047929543517504565,0.00912814349986115,0.03247557037555695,-0.07345811445310547,0.032669714344041735,-0.036810274490335984,0.011585323518557728,-0.05503994890758671,0.04303481538786886,-0.06505651379171992
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08244931538171019,0.03796061292486897,0.08262949293387169,0.14415894374341723,0.11451503766518317,0.07931012348194014,-0.03123750022337482,0.08088197970383913,0.05729969508093236,0.06061654302142699,0.05094648074767151,-0.0008969149120223742,0.07339323194637037,0.14515895592652686,0.01593003332429131
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.019172761895639025,0.04202885898797424,-0.035443391262785603,-0.010012334901237336,-0.03681627468389599,0.12884022416069618,-0.041016874456014256,-0.014934646653582375,0.01238214472715033,0.1089159182556805,0.01620462299532124,0.10428155799169675,-0.036833998940452535,0.09066934145888766,0.01489904097865554
HALLMARK_ESTROGEN_RESPONSE_LATE,0.027609646465585704,0.03867209475490126,0.03881645942051064,-0.04239368370260296,0.0015615552613297513,0.008087166952010005,0.034746990544861446,0.036198785358826605,-0.025061758334011346,-0.027579073814957233,-0.0012082351264198102,0.016262499075509983,-0.016585236473929683,0.033203409904947176,-0.010944078368409847
HALLMARK_FATTY_ACID_METABOLISM,0.009225485765548868,0.03349232695432548,-0.057642175200081816,0.09164811783269294,-0.0004209295233860678,0.03281603739611958,-0.09215055090400244,-0.02813370648261895,0.05501734000091512,0.054186295000926005,0.06643986142393793,-0.010688032968750942,-0.020575853281378984,0.03830334317538595,-0.01139599643122787
HALLMARK_G2M_CHECKPOINT,0.09454430710596075,-0.00016024000455000268,0.05189081063738805,-0.001627502860166693,0.07816357921339377,0.04715826779424246,-0.008822337021704965,0.08893759166651546,0.06758642819074799,0.031626284272640394,-0.04324757295170073,0.005173054857539935,-0.02917988644837346,0.034084096319847136,-0.026958995676028805
HALLMARK_GLYCOLYSIS,0.05997894526553891,0.03284155154200169,-0.08868290605753865,0.14506757171556064,0.07331043261061479,0.09543427676853584,0.0370495409000137,-0.016611053777159372,-0.023414814815798393,0.0648758445723114,0.01528472833034217,0.06105597835213888,-0.05031940965758573,0.0688599918251631,0.0220566337005441
HALLMARK_HEDGEHOG_SIGNALING,0.060409319865040084,0.01847628934284659,-0.05462643005455045,0.006453581353497114,-0.052791197110264636,0.01523480026127279,0.04108830910216806,-0.05499107337066564,0.04035327853817768,0.08782745522391444,-0.062111152957145865,0.024473428179313004,-0.1005305616945662,0.050729277695211676,0.010671618362922776
HALLMARK_HEME_METABOLISM,0.08225750546104289,0.07829055700943924,0.019478227758796852,0.04829418355662875,-0.010097962881755134,0.07714514323984697,0.0038809910511554617,0.029258591448722348,0.007027746639446571,0.10925740868684089,-0.009880078668340208,0.08825528656847552,-0.08637583718775754,0.07373538326765998,0.03267312602206906
HALLMARK_HYPOXIA,0.03390584532574579,-0.013592747140320154,-0.019313199804517515,0.18024651547811157,0.06645478635590438,-0.01571698870984344,0.012790926529248417,0.01680319095266225,0.006871570781050996,0.06340177185605213,0.09636089381604766,0.02798126687739134,0.09256154461355234,0.06432668808752179,-0.006507474353159844
