,UKF248,UKF269,UKF275,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.06219885446042248,0.03678338590184131,-0.014347816387523792,0.048249022379853644,0.0447714458155536,0.10593823973556296,0.14948769524844804,0.03989980669005451,0.009242109935166316
HALLMARK_ALLOGRAFT_REJECTION,0.08778805905515595,0.03772625116741515,-0.04200822617171809,0.054737345457384366,0.02128999872797954,-0.0035362745039319117,0.08574020128529662,-0.03504619787554364,-0.005376428029092078
HALLMARK_ANDROGEN_RESPONSE,0.08938389558046367,0.06839662267695226,-0.014841549653308155,0.07052042215542025,0.11620249244325304,0.12811643726267355,0.12782046829490332,0.02531918190101364,0.04948513389266008
HALLMARK_ANGIOGENESIS,0.09214222187040112,0.05789056620000142,-0.007965058553981207,0.008164627895966921,0.037025614939376394,-0.10063929872242851,-0.07390507088566835,-0.03435885738536222,0.004511966217453439
HALLMARK_APICAL_JUNCTION,0.07025209190344396,0.045352219028422645,0.008922148820819828,0.05477134563438841,0.021905769472135066,0.11070349713132509,0.1620864565127932,0.06490375179718434,0.03714419510786134
HALLMARK_APICAL_SURFACE,0.05183775815514922,-0.03969613150454398,0.02184819804878227,0.06686581117657896,0.08420843309567169,0.11480836076188296,0.1510311027093896,0.022832635016059147,0.014406173142806266
HALLMARK_APOPTOSIS,0.07965409478828929,0.024741765712681257,0.00800640659187543,0.018127255136730816,-0.031186126795546682,0.0010406178347917392,-0.05181376552454737,-0.020689155027514117,0.008712192564540457
HALLMARK_BILE_ACID_METABOLISM,-0.0007468700034354135,0.06703665239059893,0.062221773817770894,0.061830698680599656,-0.03564289878082498,0.11189755110737876,0.13633708443356654,0.016490571450953787,0.010409770873947422
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.011691876233767093,0.03951498875266261,0.01776763416545594,0.019111616331053294,0.02586718965240359,0.13708692333135922,0.16838092605843222,0.10178941541070162,0.02182974656122368
HALLMARK_COAGULATION,0.1250702538433218,0.03346277932536764,0.0008495698074855479,0.048516708456549464,0.06932585784191492,0.06927814773459524,0.09675087966146381,-0.009485306499743081,0.013792620119042566
HALLMARK_COMPLEMENT,0.10597816259335699,0.0328539689974259,0.03081674939790674,0.05830265924654394,-0.0013651648880067626,0.08018292757777665,0.10605883400850719,0.006801128113103615,0.038467108876101386
HALLMARK_DNA_REPAIR,0.016882427697195498,0.07198952294532375,-0.012710724879887487,0.06999634229589342,-0.003342532855362077,0.13607302510640032,0.1778801134441318,0.09118590526680066,0.050669439315613234
HALLMARK_E2F_TARGETS,0.013940866792947624,0.061475443852654105,-0.0237890862430311,0.056604133855396976,0.014917780313949747,0.015528729932279607,0.12202737693520858,0.03466656263438317,0.057436531093394326
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.09809080408505069,0.026205278018990964,0.01902760136281811,0.04517677671909755,0.12047216706437246,-0.040177424244269545,-0.04611095657974486,-0.05497107127474539,0.025288751223847758
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.007342540577071503,0.029288458927275204,0.00685792647567,0.026235296310894073,0.003920617577016342,0.06408771297806713,0.09303437331619482,0.04135115033992619,0.03149618204932369
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08006375228013585,-0.03367777876164522,-0.0258286175831428,0.036927333323734934,-0.06849067571213045,0.10486428250068673,0.13517543911656954,0.020903614542738123,0.052224262329266184
HALLMARK_FATTY_ACID_METABOLISM,0.038939005329329854,0.06405057164756892,0.04533468037046124,0.019698148251155508,0.018706455804570216,0.030531059931542856,0.03681843876778829,0.04470292243950219,0.04138242419679521
HALLMARK_G2M_CHECKPOINT,0.030939548166857844,0.08035719517684668,0.013786481049199675,0.057069975226045296,0.0007436530740469094,0.036429184524610296,0.09584155301029146,0.06633407751211945,0.061226865761880744
HALLMARK_GLYCOLYSIS,0.00906253895266714,0.051798424807886025,0.06570606969306748,0.019970470626666882,0.002281972728116319,0.09274432323059392,0.1125589402536953,0.05241545901468069,0.06871516854250564
HALLMARK_HEDGEHOG_SIGNALING,0.00968421775068089,-0.03344618205914782,-0.03109739518465429,-0.047433012260546546,0.0643721142497892,0.010854019606455892,0.08889832005216983,0.09252021474299012,0.07155544197866634
HALLMARK_HEME_METABOLISM,0.08282517603597804,0.060937360626698744,0.018340622757853,0.07382647896834772,-0.023159639621220807,0.12387008758473138,0.17242276145952162,0.0422544767659269,0.014075413616902368
HALLMARK_HYPOXIA,-0.04209996223474422,-0.015315583448815884,0.01904283916479069,-0.03176586260359941,0.008673731283301553,-0.04523515252736972,-0.10462467174320031,-0.01047040601015102,0.06066131167846644
HALLMARK_IL2_STAT5_SIGNALING,0.08482599330263882,0.03957210479232957,-0.039290139914205414,0.06210626783523091,0.02861144152269261,0.07270363703773582,0.1094939722657178,0.0734772050585811,0.051299574655861206
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.1250277823684883,0.016879635633169496,0.05022901998858386,0.03653416579024015,-0.006313618494384199,-0.044755423073167044,0.08382605251384781,0.014285993383986778,0.010664468233854049
HALLMARK_INFLAMMATORY_RESPONSE,0.055025081122767924,0.043454724795447076,0.02513064150186002,0.023756543868208507,-0.026808438046822997,0.04896256256950617,-0.006598593760046347,0.022746326502889914,-0.013800709232299419
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.03905534831082787,0.07226838454711024,0.01082789594141537,0.06797781639004365,-0.0459888806752026,0.08337202376673636,0.1732087668792292,0.011816527197061754,0.02766598875066407
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.10028790856513796,0.02498465087446442,-0.04001386430322074,0.054183175646701304,-0.012555986211732555,0.047153927777177196,0.061515600195568516,-0.05061056206204649,0.054394049938887704
HALLMARK_KRAS_SIGNALING_DN,-0.05933653275034024,-0.02790376733526998,0.05816219412793376,0.02881967769236048,-0.03656417645385362,0.13698807758511689,0.1422040361663517,0.06007512909547511,0.017840074858797583
HALLMARK_KRAS_SIGNALING_UP,0.08991695818206603,0.024499913623863147,-0.003398342445806313,0.04407228078319945,0.015550425702565849,0.045113444991843006,0.14284692864297024,0.06551883354754735,0.030730906955074595
HALLMARK_MITOTIC_SPINDLE,0.07501764660343227,0.05040735076649641,0.01780957615460098,0.062051982627740074,0.005800981968499261,0.11611285948021294,0.15600131569853531,0.06624199722107431,0.021534812079632967
HALLMARK_MTORC1_SIGNALING,0.013425366682017614,0.04570996364765176,0.055213700633974655,0.015524101539882913,0.025520716089712455,-0.012414272889143452,0.00619532283336531,0.044301023889845165,0.06921781258281069
HALLMARK_MYC_TARGETS_V1,-0.00973439528826223,0.056375124952502874,-0.004971708194329216,0.07355901404056121,0.0068051975963796954,0.12665840664912428,0.15748143494453695,0.06099500377718617,0.07679536256462617
