,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.02437602076007703,0.06370267174925295,0.08569636108464519,0.00018848730318318815,0.012022601488243108,0.013974403332742554,0.09292363847472972,-0.01505263980643323,0.017064040303978897,0.05876190568715268,-0.013551189343313294
HALLMARK_ALLOGRAFT_REJECTION,0.00037942821360786443,0.06152699445261615,0.014149070321952164,0.017354656836316422,0.009469613188539202,0.03465657434265365,-0.0027088454076559056,-0.06079254970842119,0.017320375508074647,0.04414087179372238,0.055253355455102356
HALLMARK_ANDROGEN_RESPONSE,-0.005739379482354051,0.027910810297300984,0.06583764378484794,0.08150230621612788,-0.022443200956348646,0.019602237570294685,0.024006891709572126,0.008542681548431791,0.0408480069542105,0.1159340227165633,-0.0023725766160913684
HALLMARK_ANGIOGENESIS,0.013153607759636551,-0.00869079543754921,-0.07967232379974418,-0.011103199586041038,-0.0041741996355997065,0.009544769819180784,-0.06757112491394321,-0.05717591831678275,-0.017189663470344382,0.057369929229882904,-0.06216676823556898
HALLMARK_APICAL_JUNCTION,-0.02382736869651326,0.048008736640293724,0.09816926990552538,0.012134883714679237,-0.0032139644262238554,0.018908275482728748,0.0730353713033199,-0.04659164444775955,0.04603371647487279,0.10179560398634499,-0.03562967004891781
HALLMARK_APICAL_SURFACE,-0.0025997119002715485,-0.034058158548049465,0.02543660680215489,-0.0121473647026653,0.06389267506683344,0.014012155443134217,0.06663718762697095,-0.0030037173913844157,-0.042230331602286925,0.11917811569281968,0.0706821566776846
HALLMARK_APOPTOSIS,-0.011222084171373145,-0.005229013303653145,0.027911145528334243,0.015250073010134783,-0.0412703161053522,0.01823928673478374,-0.08417326521960927,-0.01613657264710109,0.017857467800636493,0.020126467106075012,0.010571917934734722
HALLMARK_BILE_ACID_METABOLISM,-0.01279552896440497,0.06112331131849733,0.0856807181035868,-0.009100637255974084,0.0037808235522235716,0.023658339872259952,0.08158780410566659,-0.036635831796192814,0.04109903445063644,0.02004745002632984,-0.043600829436657815
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03980807518591961,0.08117990895047354,0.1098984008009299,-0.0250928259438591,-0.05873113359125819,0.019147220530639948,0.0709563784042042,0.017657940723084502,-0.004049077461349272,0.06071846114801223,-0.018448129400545122
HALLMARK_COAGULATION,-0.033524407889972185,0.060039994379753936,0.029165834000104418,-0.005051497002906615,-0.014145210400512564,0.013651037229867049,0.010108509084627966,-0.033689800391801965,-0.008662413826168584,0.09503995835505674,-0.028240691340377756
HALLMARK_COMPLEMENT,-0.004546055738127775,0.04999584677498828,0.07277112853847574,0.06774445542085764,0.04198173280348052,0.025413199722704012,-0.046717413147860654,-0.008767173047673044,0.03417251055969842,0.07565210180425842,0.024569830758224904
HALLMARK_DNA_REPAIR,-0.019624956922279918,0.06934936121912003,0.14721457372721453,0.043676909146272674,0.029021312283620333,0.049522153148018534,0.08382631033053754,-0.029129136253686447,0.055978422030446194,0.05776695761864253,0.0021872255235719285
HALLMARK_E2F_TARGETS,-0.06520131413613461,0.06986010584607588,0.08833550778834919,-0.020418845894315335,0.00048236271148111666,0.06630923410917919,0.03670315149165636,-0.023020518702156607,0.0034163994489251255,0.006312022598637563,0.0032019248757309453
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01846174933230877,0.08173211459380038,-0.03901654731487211,-0.03945018738931548,-0.01615830512715984,0.013265759940717752,-0.10742529230965296,-0.06515195460710066,0.01081795143086032,0.0882926946924025,-0.0771678906502553
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.014851897478753274,0.13026258138353478,0.10875046618366348,0.053699085041130565,0.06551584025242493,0.029713258025779437,0.0277174022421687,-0.02395650592687932,0.04454463432810705,0.07261075273739724,-0.05165526991713052
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.035869044788557285,-0.050123334821867524,0.07681491047735223,-0.035669564956040234,0.02391397345049611,0.039280364521045975,0.07599192581505003,0.0026888885737192557,-0.0010525136091077264,0.04305098671466716,0.03822482143516866
HALLMARK_FATTY_ACID_METABOLISM,-0.02407819568548102,0.060791305654678544,0.009363048397923554,0.0058465468686435505,0.00933079732533778,0.0040433261161587795,-0.05974484331111343,-0.010718403189209398,-0.025069056269796403,0.06363239267242672,-0.026849426877209075
HALLMARK_G2M_CHECKPOINT,-0.0022461663578565924,0.08501107579620203,0.1422634311788868,-0.0017474840650452599,-0.022618731900438987,0.05316088712215072,-0.012737429728014445,-0.054927473114747626,0.030489630309393938,0.03982546026693111,-0.04391132842213089
HALLMARK_GLYCOLYSIS,0.00947269059159908,0.022844056280369705,0.09819732522570464,0.03292614681889444,0.049462660733892196,0.03636110106170045,-0.0025537410196703105,0.00992193382647361,0.04338670714722288,0.07192347972278008,-0.014543971582950644
HALLMARK_HEDGEHOG_SIGNALING,-0.038414403538154986,0.04164599318343635,0.09883956523579278,0.06343245205117826,0.04323492107615871,-0.022012781357688114,-0.015907077224302964,0.021626545822897934,0.035822706917872704,0.10541873171442041,0.03930578365534651
HALLMARK_HEME_METABOLISM,0.005207609350163404,0.07382502017463795,0.10170979472754778,0.02576402729934673,0.0033313243499098113,0.05914790084978239,0.09453282415749022,-0.04145082019092383,0.017886434556517262,0.06968440318282511,0.011157541607373896
HALLMARK_HYPOXIA,0.04163101482783711,-0.024049519611391623,-0.05897580383610465,0.01689056196281086,0.043462367080913486,-0.024448958943068394,-0.08561543684995522,-0.06999442021440491,-0.010452821201348036,0.06312840300506423,-0.10123815289757332
HALLMARK_IL2_STAT5_SIGNALING,0.030306530990740207,0.022348504486170834,0.07174942351685457,-0.0162028827882417,-0.019190171671923266,0.03347965433685284,0.03444119618656258,-0.04413251161192655,0.027818719606325232,0.07312398935899019,-0.0385919035585343
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.050727542554938825,0.10731380123703832,0.06629336984038132,-0.028902251627311474,-0.04147161420078655,0.006828145584852763,-0.014433057827741513,0.009373812846141793,-0.02681312351192848,0.0943235469450495,-0.046491114220518694
HALLMARK_INFLAMMATORY_RESPONSE,0.03129141534221547,0.01554242040970826,0.08071956201613975,0.03343056315953845,-0.010676306513101636,-0.027628567076870187,-0.003041862776268505,-0.010358427465384536,0.0533066570003335,0.03355644972258748,-0.03820611122510752
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.046247157040432474,0.018564228747098396,0.07307853766044653,0.03981650985221879,-0.05997188275873085,0.017666264784626438,0.07807145706419263,0.03243664434250755,0.010460871162829094,0.024001994726385208,0.04299568890978032
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.015254038604288709,0.018425518420784222,-0.09618211075506096,-0.06073819409565867,0.03956224492494875,0.02913025811361647,-0.05717491348905337,-0.07970570369802737,0.034364742799139,0.038938570846810315,-0.08241880978153548
