,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.013641371369755722,0.09647166575988969,-0.004407109488566748,0.02550373188199254,0.08071214328844835,0.03535964232929676,0.07217345155573397,-0.015287081969614568,-0.013443899520509074,0.0895821568954316,0.05086785988844307,0.022747563181551106,0.14173979231830372,0.06465562278354337,0.22291677100826776,0.14411099336854172,0.041663513178563316,0.07401091598738019,0.013070168208700628,0.05203893699423122
HALLMARK_ALLOGRAFT_REJECTION,0.07538426117996416,0.047388811844771776,0.008519757615299814,-0.009193361107327016,0.06796482475048012,0.04285834478444178,0.10055909678725242,-0.014341780273436867,-0.03125425523407954,-0.019812488973624535,-0.03320042872534096,0.07051568527499298,0.08875313955210826,0.08652204690780953,0.10093097521452536,0.06487366867235533,-0.008504520423249987,0.02591853505529124,0.03974837273835015,-0.11669528327424698
HALLMARK_ANDROGEN_RESPONSE,0.045744686628282856,0.08631848432019827,-0.03850509944293073,0.03576249210809768,-0.013088605210728015,0.04516430204820805,0.11770671123705845,-0.007007239954063197,-0.028185289881098804,-0.006520597574687748,0.02180875422642253,0.016642622850992786,0.05944571886346181,0.04737449368707564,0.20170296713497954,0.10344995881647868,0.014902417619394906,0.07457861346013674,0.04262632961622382,0.037519553694334046
HALLMARK_ANGIOGENESIS,0.046115874770537385,-0.04893297298155961,0.0605514797726223,0.048983218330316436,-0.08205194090868348,-0.014097561107540409,0.08049273563293399,-0.08053182493686158,-0.00010501235562347793,-0.052818878616324935,-0.005420945917129896,-0.021874378878098653,-0.006490022775732811,-0.006201273342118344,-0.13295933377464572,0.07035599457715559,-0.021247151527789884,0.022089404705474547,-0.07614568001150564,-0.06271073853227971
HALLMARK_APICAL_JUNCTION,0.020468606120638264,0.10228266650527092,0.0380554549013067,-0.009121777537155212,0.03752252961154482,0.033874909953598736,0.117984646673794,-0.02545617780222332,0.005678165154433338,0.08620082820120284,0.04418650438307094,-0.013512019095486117,0.16898442028640187,0.06614957544020142,0.24617623161200622,0.12346745671479718,0.01884449645385685,0.12200769708060379,-0.02051614535099154,0.08289981465326392
HALLMARK_APICAL_SURFACE,0.07625655010144915,0.12974779910944598,-0.05154375904832983,0.01038160565025286,0.030250885978994824,0.027415349483326155,-0.04137411001064975,0.07560222965188906,0.06256580210887994,0.07455949094750867,0.007856899720244155,0.050655281949855115,0.16809334138776147,0.07632996611436234,0.22024698616568553,0.15757581689915798,0.10175670734317876,0.06563421327650472,0.11503841499730269,-0.01502700108802824
HALLMARK_APOPTOSIS,0.03417737216498284,0.04682429131313078,-0.00015734294815765868,0.04168331047423414,-0.03878796493658726,0.023353426740132584,0.011524859910770536,-0.07444031389249478,0.007509023354477433,0.02346603468609526,0.0031186634703407007,0.1050291511439256,0.06908735465018147,-0.14971224920942425,-0.10471252004850062,0.01371948532062523,0.026918737309785026,-0.008825017296835254,-0.0028109064589934667,0.07631686658540812
HALLMARK_BILE_ACID_METABOLISM,0.01213683125351664,0.039213237175219115,0.059654840228223094,-0.013850367523613395,0.054211162763497925,0.0148139370024246,0.09458659790551274,0.015716845160621738,-0.007270993994053849,-0.01883028452894521,0.01724403753176948,0.06258663905970273,0.12277854340129896,0.058872316639308274,0.21148063940054604,0.16199853093003963,0.021012562471318025,0.08370013159778694,-0.0361383155853984,-0.014554698977413854
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0024230462006571717,0.09219797720468752,0.04167367853237742,0.004870689078649296,0.03693031525983903,-0.008068882952102107,0.07411060303524024,-0.06683509754727221,-0.018703017328588964,-0.02490538682554682,0.04804434571835947,0.05717263937571052,0.1349779363751373,0.07523330423256575,0.24662914057108962,0.13338153490909557,0.03382454267708993,0.05104731661840299,0.0425838274070192,-0.01597648555604795
HALLMARK_COAGULATION,-0.0034543524645331354,0.12289877966087959,0.03431295021870561,0.03090262271724938,0.01959000211617435,0.03626610790189951,0.11509125885928781,-0.042395837149248744,-0.02680574985924319,-0.04944802772100724,0.0006742972460283677,0.029546026194012,0.06680248141020018,0.0383127462072232,0.11052402796464224,0.08001081948447833,-0.0078637533717062,0.055122349853192656,-0.03897678703095037,-0.05724974237322279
