,UKF269,ZH1007inf,ZH1007nec
HALLMARK_ADIPOGENESIS,0.04958445648639816,0.1339518984657456,0.07436087283990093
HALLMARK_ALLOGRAFT_REJECTION,0.09965410755509219,0.006182323959938582,-0.005400941808084897
HALLMARK_ANDROGEN_RESPONSE,0.06219534075705503,0.0838588955203409,0.10995682108439421
HALLMARK_ANGIOGENESIS,0.0992212702532226,-0.0054692715060120425,0.04159584079693104
HALLMARK_APICAL_JUNCTION,0.0932131662087258,0.11521277873059872,0.09262946167434777
HALLMARK_APICAL_SURFACE,-0.015498749375975443,0.14821597614444795,0.05489904439616811
HALLMARK_APOPTOSIS,0.021333635685045326,-0.06793654951580069,-0.004779756451514004
HALLMARK_BILE_ACID_METABOLISM,0.08549678678856609,0.09685867162113057,0.05507447615830888
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05279212872974532,0.011752051353767837,0.09602700446493907
HALLMARK_COAGULATION,0.0804674572659491,0.02613636592237434,0.055167109180208146
HALLMARK_COMPLEMENT,0.10074296178235483,0.09790112457874435,0.03672337071465172
HALLMARK_DNA_REPAIR,0.09700316070204318,0.1256841272465874,0.027696494328841734
HALLMARK_E2F_TARGETS,0.11106465983884421,0.029742975168262704,0.10280226026507404
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0977947799857895,0.06671937412703147,0.07809268716317905
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06232723871686122,0.012317199850522194,0.03967309094991768
HALLMARK_ESTROGEN_RESPONSE_LATE,0.02740269163015513,0.10835484283769548,0.03345000588220617
HALLMARK_FATTY_ACID_METABOLISM,0.029532480365013686,0.03924651767386207,-0.06472930904543772
HALLMARK_G2M_CHECKPOINT,0.07155602492364094,0.023916592198539262,0.08764733666462221
HALLMARK_GLYCOLYSIS,0.10355309239941199,0.12302807415793707,0.06310599426616778
HALLMARK_HEDGEHOG_SIGNALING,-0.02302916531763039,-0.017918939694474383,0.02839243097386042
HALLMARK_HEME_METABOLISM,0.09551153030775514,0.08523011985213771,0.028845251278880678
HALLMARK_HYPOXIA,0.03463531014149513,0.09723246233216377,-0.014821149155772297
HALLMARK_IL2_STAT5_SIGNALING,0.10595468544112652,0.03732601939210405,0.05872753561945886
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07846396833732318,0.03551180010380717,0.047371358570726364
HALLMARK_INFLAMMATORY_RESPONSE,0.0787630035354219,0.053362793811823184,0.060731042115440524
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.087874319049333,0.015262125798051486,0.09970278219150334
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.10744881808539469,0.07164452176646587,0.12505707843885502
HALLMARK_KRAS_SIGNALING_DN,-0.047258383604967376,0.08374075085181135,-0.019558303821580345
HALLMARK_KRAS_SIGNALING_UP,-0.010668273035942298,0.07845411710397324,-0.013732284593206436
HALLMARK_MITOTIC_SPINDLE,0.08762342173860392,0.052958717099074015,0.03887745457240959
HALLMARK_MTORC1_SIGNALING,0.11322944593834168,0.04339071076566768,0.040190667043995876
HALLMARK_MYC_TARGETS_V1,0.10215865052229367,0.11707124191705454,0.021693726726848286
HALLMARK_MYC_TARGETS_V2,0.047236232904520586,0.06768756054130705,0.07217603669974605
HALLMARK_MYOGENESIS,-0.04670322694434241,0.041488530394126255,0.04046465657969038
HALLMARK_NOTCH_SIGNALING,0.09637481990810286,0.09737736695100177,0.07251355945669678
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.0023190633163915767,0.09796768062792591,0.08058484460513897
HALLMARK_P53_PATHWAY,0.11975265877070924,0.10370895554355196,-0.07298496010534093
HALLMARK_PANCREAS_BETA_CELLS,-0.003758487811924756,0.0689184451009013,0.027840448328791068
HALLMARK_PEROXISOME,0.05996227410308817,-0.06307975752854834,0.04633746925480471
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.03890999461153706,0.0972682495593122,0.05217062236782379
HALLMARK_PROTEIN_SECRETION,0.0743472996178052,0.105288992347083,0.08575027417625591
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.07792675337302661,-0.06992107269780459,0.017230252596081564
HALLMARK_SPERMATOGENESIS,0.033837071619960364,0.09218593659116636,0.051430149324314015
HALLMARK_TGF_BETA_SIGNALING,0.06723058455379467,0.05459986725002896,0.07668689540893754
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.029807882212766357,0.0646410521252204,0.04294462864806616
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07996812037045005,0.12997506845298762,0.0858772465750913
HALLMARK_UV_RESPONSE_DN,-0.006696418694722194,0.07065497421088339,0.05766747529169387
HALLMARK_UV_RESPONSE_UP,-0.06473186829680787,0.07180717368969103,0.032946469165631195
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.024816482703638055,0.03494472032578397,0.07864152606247257
HALLMARK_XENOBIOTIC_METABOLISM,0.014676163635624623,0.06883645343248773,0.07894347343987444
