,MGH258,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.0733326294786702,0.02210698208220603,-0.06818636592004132,-0.008378056147306464,0.07292334664259748,0.08256902600864834,0.07939549957646921,-0.033609434808813815,-0.20500466255760033,-0.10897241669801176,0.024491755233231337,0.0533349769455337,-0.028064624717339795
HALLMARK_ALLOGRAFT_REJECTION,0.10315510533001816,0.028200970319198403,0.03419728153253285,-0.0014798250692062383,0.08810751525499283,0.08378956573321784,0.05568829247442028,0.003067074733320754,-0.0447476499119728,-0.14599845810035242,0.02959613949557474,-0.011378039593218314,0.025506700605131938
HALLMARK_ANDROGEN_RESPONSE,-0.038518277045562085,0.09563567010907337,-0.12104616233562177,-0.029027606165590684,0.04751258723171735,0.11898745227411897,0.05890983596548309,0.062330192407918435,-0.08311229733791321,-0.04837054411050309,0.11038956787778743,0.028687854911019543,-0.04454019329473039
HALLMARK_ANGIOGENESIS,0.08060033154771024,0.06394744848964981,0.022386553086479126,0.11670372161928408,0.05947107673385357,0.016734781448698596,-0.012804521585277921,-0.06423679958406271,0.09752717102517723,-0.04832019077559399,0.07503069058951972,0.016703545912730818,-0.24595813010436351
HALLMARK_APICAL_JUNCTION,-0.13582646504747278,0.050695325373576475,-0.09413862984747724,0.03316149818744099,0.06862565512659723,0.10119071241963064,0.10373499647194741,0.0030896290138805013,-0.30196975628089673,-0.15182044478888213,0.028292334829213905,0.017232315250958974,0.03867670478896491
HALLMARK_APICAL_SURFACE,-0.16926242047298434,0.08586999319761607,-0.07680283597821089,-0.04536708037169967,0.048492651223472474,0.06999031079373168,0.037609576938934165,0.04482590038031977,-0.12463205605142905,-0.07723738865875579,0.02878596528934487,0.005723077875185121,0.003496738972330562
HALLMARK_APOPTOSIS,-0.008769551227131711,-0.07921451718687028,-0.003431372991309282,-0.0850610804852396,0.08135662636073772,0.03142797604007537,-0.0017324207864640034,-0.03609816389017644,-0.008869480295403378,-0.04511361616359011,-0.015169480275224934,0.0027367621791335073,0.06681838899823953
HALLMARK_BILE_ACID_METABOLISM,-0.10892306536230023,0.07442033276935243,-0.0778823298335878,-0.05796061780462786,0.019450230262901106,0.039587019179777486,0.04654275271801342,0.012545153052165586,-0.19691349417317974,-0.07763296005809833,0.00935541142169551,-0.035867637754279584,-0.1222300164300832
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03766246499845791,0.059090675343111514,-0.11573208313774082,-0.016447527479078294,0.009021864622172545,0.08472784058855382,0.07466604020664797,0.06468175968115997,-0.2300849565203638,-0.1058968337326192,0.06473401781764528,0.011805544277858283,-0.14791084235495486
HALLMARK_COAGULATION,0.10327009911808506,-0.013563806257949172,-0.10373938003482788,0.07783263234255214,0.06723746965359363,0.08787434757124962,0.08256855514979873,0.002286319459467475,-0.06623937728922852,-0.25738736423266406,-0.01862860173350877,0.07785640400759013,-0.2317421543175807
