,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1455768775113655,0.07033402275798407,-0.026833428657202067,0.1591510285246715,0.005552707216372001,0.023441144816063426,0.06281247880125872,0.1384114563171328,-0.035760998384113625,0.03724056439567964,0.07259944061224795,-0.0024013057716467784,0.06768118162668685,0.04911336012004212
HALLMARK_ALLOGRAFT_REJECTION,0.011912389857553019,0.08255626228898871,0.015222473860755977,0.07114653749297677,0.005058936788384846,0.04992629953556087,0.062494602029073525,0.20267403297377365,0.03599356503746457,0.025076574247985334,0.18514077665159173,-0.017126444384766536,0.020494207906608438,0.06205928102287511
HALLMARK_ANDROGEN_RESPONSE,0.11447807697005308,0.12088657616316746,-0.027023111519444885,0.034188854596905335,0.030080786020022437,0.040127500186934735,0.09758299590331419,0.1554288336539674,0.012830890550116438,0.11524712344007913,0.09070747307639239,-0.0047373034564120765,0.061577477603715645,-0.014030907704848418
HALLMARK_ANGIOGENESIS,0.03904480482135798,-0.021715928555187163,0.027604917511728784,0.03809648203350603,-0.06017831258324811,-0.0001952334127729343,0.05483673015008457,0.16461715552785186,0.07962855739045625,0.07839264995099153,-0.14375779716243084,0.01620012392023933,0.016077321248961204,-0.043391676732154875
HALLMARK_APICAL_JUNCTION,0.1357892581154558,0.11165494185863944,-0.04658634460777178,0.1455175698314005,0.010656103128201285,0.047912195053834566,0.09494677270892143,0.19750020483776165,0.06678339362001583,0.08455347712367645,0.12959665620122768,0.05232357457507747,0.10900177355895285,0.030183256499497414
HALLMARK_APICAL_SURFACE,0.14905705527492832,0.12564447420693495,0.032194005129697764,0.09072506068058499,-0.017749167737023994,-0.0027512046969555034,-0.01815254925662751,0.009636767745311473,0.0051504340696460075,0.061039998479210794,-0.06828875784062906,0.001648685092030864,0.1144086185079309,0.08014088328856468
HALLMARK_APOPTOSIS,0.06764984977453764,0.03515990381300812,0.006940756762796252,0.08145012807260528,0.015293835435849926,0.00796054544134939,-0.007094713144253117,0.05625695551906425,0.08727831856522708,-0.06025888745003514,0.026700309958048715,-0.02906289130663836,0.04834870773552208,-0.003735018497874119
HALLMARK_BILE_ACID_METABOLISM,0.09656247547167401,0.06575110976267602,-0.01704644390412599,0.13780352428273207,0.03293893463177588,0.030693743064444858,0.10152042231204757,0.1897166921928673,0.04635390017172537,0.13533563809003232,0.03883678105843297,-0.05638652856349651,0.06323789090257491,0.014757464896494316
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.149151122228905,-0.0453113028205758,-0.04850959869405775,0.16632187669675874,0.025014464227552054,-0.002507654624294201,0.08232360103896437,0.12711595448506816,0.07383905832876787,0.09363087249654543,-0.0029478613591417233,-0.013782689979628724,0.10597025561593665,0.045117614091720354
HALLMARK_COAGULATION,0.12698798042327003,0.10288028133559741,0.023192335636192333,0.17400190355409068,-0.016299006402808215,-0.0016539067920784847,0.0710858958900734,0.1998318468650934,0.10249479789744531,0.05621452854615755,0.16068834920259492,-0.04438663274155918,0.04951881667321481,-0.010383185165034562
HALLMARK_COMPLEMENT,0.10390006894583192,0.07253829911444269,0.031150748115500875,0.1469600910257091,-0.013894720382355128,0.013414686439745513,0.05481181644352589,0.20945242517983306,0.06733749231804588,-0.027380114997948037,0.07841754072697288,0.0393714776888064,0.06932298560555729,0.02565114726849336
HALLMARK_DNA_REPAIR,0.1370275142603257,0.07237359601156478,-0.03228137119556798,0.10918185022289753,0.031392163891196,0.002169934055580877,0.1042034213069474,0.16629750359842968,0.04428766093484154,0.1012584997641927,0.0617397932503984,0.07401736452147663,0.0826163855983768,0.04849014746411844
