,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.08634092681544388,-0.01470331863062014,0.02344559257022628,-0.13985918965997268,-0.1460065219072074,0.14767102841422824,-0.026199724343136874,-0.16998967446587074,-0.10869459438020394,0.09038897950356446,0.1650735030284946,0.08544356067180395,0.17833514125911917,0.16791908190317537,0.005443024109077567,0.11358039870579457,-0.04825285369325161,0.03129987819411484,0.05939895803690737,-0.05309747627682013,0.11533617712950853,0.02191242675733468,0.17386260467110684
HALLMARK_ALLOGRAFT_REJECTION,0.059433351523623675,0.004214495812590654,-0.03357560145305958,-0.1191619120543129,-0.17132863859315486,0.12094356219334834,0.030772780305671685,-0.4419223703465124,-0.11762745329543445,0.003830221595196997,-0.37020245289739234,0.1248707465402177,0.003035114550004205,0.045882811526339086,0.13184166828815685,0.19369112646373393,-0.1088003737221115,0.029211183882882297,0.11131180924320704,-0.02656140946669559,0.22255194178624865,0.062083144929017384,0.05230974831639025
HALLMARK_ANDROGEN_RESPONSE,0.06615614858679565,-0.014532857963076172,-0.01641204476734577,0.10420246237712517,0.24049177024025606,0.12573898752181362,0.09749491363731083,-0.4028411664199861,-0.07850789362265993,0.025328466359410013,-0.19543597735747623,0.14344561674246847,-0.023391682449818575,0.1622288198193505,-0.012829019336649093,0.07228591562512308,0.010434678761735813,0.0933641597435903,0.09498868119737548,0.003357402083462364,0.2911803687055296,-0.005551305136841326,0.07105145807114864
HALLMARK_ANGIOGENESIS,-0.1499249376604988,-0.01894847262929342,0.057706155289270235,-0.16508558319654848,0.24328096581328465,-0.14469054120058056,0.12868137081066494,-0.40315509384048553,-0.034208168507059156,0.1248949718563504,-0.434970427523354,0.058548933900302,-0.4377051931600137,0.06600091614275083,-0.04424439891707357,-0.0689042320806741,0.08123614884499203,0.03253309838740724,0.037567974684074294,-0.057223156652640834,0.1318250920361398,-0.1351227474447246,-0.12355010954134284
HALLMARK_APICAL_JUNCTION,0.11273158425545905,0.01729862333809204,-0.01512289750514005,-0.1461305585615254,-0.12026359566253574,0.07675455392090162,0.06711735723226177,-0.37322436670612424,-0.17184145713170737,0.005113091284118974,0.010251059203716578,0.11920730215762224,-0.1520944469289862,0.21415283622396616,0.04903181783564334,0.21154554425337468,-0.027655796357551575,0.0804707642384137,0.07436274510415697,-0.01857759676758565,0.3001617397783557,-0.04853522995406652,0.22952873077417768
HALLMARK_APICAL_SURFACE,0.13895004835549396,0.010845347065746122,-0.0470615880586149,-0.15160666281217747,-0.2881177054442846,0.11164030556487166,0.054320403241737966,0.19953898547862078,0.029584623113213582,0.1235064175364862,0.31528781939210854,0.13254845728179648,-0.11050978186874814,0.14394685023530518,0.058148939897785794,0.12315294553202938,-0.08301382278738727,0.03624377707099816,0.026908572658811386,-0.0355960293507225,0.2219333172761775,0.02606334354928799,0.13731963783322476
HALLMARK_APOPTOSIS,0.06041758297972908,0.006242289921560351,0.03703954200565543,0.09706252224806719,0.13006920538586308,-0.06807141351514746,-0.004593797581252917,-0.11477643438085632,0.07672616812323146,0.03199977949689421,-0.13313932613234342,-0.06159836924994309,0.3082564939201474,0.04873563979235119,-0.06336593031892444,0.09398131282459034,0.14494985749700406,0.05710705751943838,0.05942357298128388,-0.031340198279221784,0.03483651407639426,0.006682859057076262,0.1313673977615896
HALLMARK_BILE_ACID_METABOLISM,0.027363661470915835,-0.02646455705197914,-0.029779222437524316,-0.17669413864069283,-0.2211749534916279,0.06188417548542957,0.03960093302755955,-0.3619916039648791,-0.10374725719069479,-0.011842948735170757,-0.029775429917837798,-0.0057772244750214094,-0.131185964319709,0.1903317340094451,0.03237468883291954,0.05209456546284706,-0.06302902057360958,0.023611163896546015,0.07298865271065967,0.0005297334105358346,-0.03540014881737819,-0.01619616724155831,0.11107677106448746
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.013067033778966675,-0.11249199097994086,-0.05573606230711079,-0.15907733428856066,-0.06815404308012257,0.03211107046518089,0.12732948777869094,-0.3550064029609388,0.006247425277837019,0.03704217568384475,-0.24145639954165143,0.07010163848341473,-0.2336658770603713,0.06445265038837218,-0.03128691270356996,0.07328765514265047,-0.04742969918596592,0.046286054247917846,-0.044313610304423,-0.05862020881254856,-0.05346506737454518,-0.022666407165287845,0.035175580194816855
HALLMARK_COAGULATION,0.03716918307074793,0.0006746718636059469,0.016030815767645902,-0.17988146321120044,-0.270902969637716,0.02464386643334729,0.10486568538481982,-0.444071585961493,-0.21386952360360081,0.1309800734965685,-0.41625018494737837,0.14082084301066153,-0.014832281386717796,0.15991735147611538,0.04393727454420094,0.23359883439548007,-0.01024177391228461,0.09839308004643131,0.09942807435152116,-0.04326694658965118,0.27874301549005526,-0.035211286761980994,-0.059838383724538466
