,UKF248,UKF251,UKF259,UKF260,UKF296,UKF313,ZH1007inf,ZH1019T1,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.019562938862740978,-0.045396981426021665,-0.002932776510731199,0.05046862854423131,-0.021226090209882927,-0.05147294306220849,0.059534241203415,-0.00742157335089226,0.010295616277466195,0.11856962346423383,0.03690032630196422
HALLMARK_ALLOGRAFT_REJECTION,-0.013735919551851437,0.0462980462082698,-0.020198338585505685,0.08950148714092653,0.018968545823837998,-0.10957354953126859,0.08555741344300018,0.0662704793700253,-0.01637158559120432,0.10641520217663139,0.018127995364248847
HALLMARK_ANDROGEN_RESPONSE,0.008964704335414946,0.004096263080722449,0.04077857770341526,-0.002698265295029357,-0.015307927593167181,-0.07083238160553856,0.13890792355879666,-0.041720560981819685,0.04973940174667114,0.13829344113266911,0.024474413260921146
HALLMARK_ANGIOGENESIS,0.04432713221926269,0.02003327720052402,0.03165937302996102,0.034991409409728315,-0.06388775412030347,0.022342498032639806,0.04813122366896204,-0.03440507197206796,0.006249797131928448,0.0697712227694676,0.05120305021529502
HALLMARK_APICAL_JUNCTION,0.02884487070951689,-0.02599905402608983,-0.022521615117231344,0.13789563036671543,-0.020486649317461945,-0.021717873411180734,0.13034020903475302,-0.012623954887630287,0.02840556607745017,0.14740443946001042,0.02445091135444295
HALLMARK_APICAL_SURFACE,0.004565944575920038,-0.017668106550435447,-0.07917382621933168,0.013317879454002878,-0.025499747888168733,-0.019845310030455872,-0.0225705552695504,0.046064122367848105,0.026935155515762033,0.14554931176716554,0.025839703934514163
HALLMARK_APOPTOSIS,0.07479267038808564,-0.007777816677166642,0.03862686080849517,0.04196314586713162,0.012287849297225909,-0.09499332542730607,-0.0937772388827999,-0.03196596282478426,0.02474202456263294,0.10798281588839674,0.05103781184315726
HALLMARK_BILE_ACID_METABOLISM,-0.06432561681754773,0.017058485716187777,-0.0456302597763594,0.034225553638158455,-0.0265461587261777,-0.036058593590130805,0.0015858208514182314,0.03241839415542765,0.011629234547114382,0.07689414802273159,0.05400327427424821
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0033798979440553246,-0.025768189462816903,-0.03967766819441992,0.0254944284071091,-0.030637797114391824,-0.08066729057190307,0.06444186756856439,0.0037361842744483248,-0.004509275560259167,0.08989192262695017,0.016308321118780174
HALLMARK_COAGULATION,0.05255406327822456,0.00854096650385634,-0.07593432299079428,0.06860637843949455,-0.002608722750613493,0.044128916131441494,0.02842309085807902,0.026436830622920952,-0.030685764832197787,0.165685975065468,0.04811652587141458
HALLMARK_COMPLEMENT,0.023111055849811716,0.01918140879056494,-0.02997695906595878,0.06161329765372032,-0.06551559480509982,-0.05707688406074939,0.057570779201888266,-0.003750238066496724,0.06024496948358804,0.11327372500465521,-0.00041357384592765955
HALLMARK_DNA_REPAIR,0.011353258015458362,0.0037930985478494745,0.046885469746005735,0.03617729478618121,-0.06371060730505324,-0.044437629238353066,0.1309319290695679,0.037594806136510346,0.005432389825181245,0.0849662241566873,0.033872621951602976
HALLMARK_E2F_TARGETS,-0.01996935060719843,-0.029909152905768004,-0.04964821636507951,-0.007439479154297744,-0.006596711349311179,0.001340740852567136,0.12634907357047523,0.016322621529236227,0.02822292815126088,0.02622054073705734,0.03938630016778419
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04708840912512736,0.019411485393311816,0.018330049645855367,0.08182135658026757,-0.02057017217747184,0.14592538781087408,0.1611851163107551,0.013366504421567373,0.017776902483072593,0.1418511924743684,0.05448316423843426
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.004215151375684186,0.013009676049565242,-0.0010590362520404583,0.01628624549844259,0.010292159274499339,0.12478965596734681,-0.0012088247797960947,-0.04926484627083997,0.05195525813298624,0.14575403323514322,0.01168595671977376
HALLMARK_ESTROGEN_RESPONSE_LATE,0.019888004141171534,-0.04966689753876988,-0.027996893079929124,0.02468752021617234,-0.04844811044940203,-0.07760192042869876,0.030696591527798068,0.04090451501795506,0.02205129503924211,0.07220251857271241,0.003617399496511881
HALLMARK_FATTY_ACID_METABOLISM,0.02089547718114188,0.015274034102938535,0.02867691574811256,0.054192526097914445,-0.001080098850727709,0.09405082945374497,-0.02234809908179806,-0.07671689995307117,0.0356354062376947,0.06592032770872795,0.03221721017715976
HALLMARK_G2M_CHECKPOINT,0.017845299763470993,-0.012641521826822804,0.024970900263909197,0.08100386045401647,-0.011244745237398759,-0.07074968823658505,0.035253103416271706,0.034296577242174935,0.0028791408088416773,0.05529276563642768,0.023596719410683812
HALLMARK_GLYCOLYSIS,0.030444206324175153,0.006322439592911683,0.04299690008967984,-0.007931079862047798,-0.03391738929236568,0.09859852903981378,0.08771772899019184,-0.06072778362467342,0.030697202583344105,0.09644204559665719,0.030976784671076656
HALLMARK_HEDGEHOG_SIGNALING,-0.01638260734508658,-0.011647892234453368,-0.036968260731672635,-0.06084611765781121,0.062016229888854954,0.07308012602589373,0.01743681146037468,-0.02504745258635317,0.018641174364527547,0.07897288950817856,0.04706551800461664
HALLMARK_HEME_METABOLISM,0.029949379260927056,-0.05153577199488455,-0.001468392802900361,0.04607557435759268,-0.044186749873478995,-0.004651229476868263,0.0680409347895588,-0.032113268898996995,0.01966552027834261,0.11433977726438674,0.03160063635615777
