,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.039733246443428454,-0.000595704292197337,-0.037678285189934956,-0.014733569909598673,0.001127087424338829,-0.04315964480800155,0.029837020202198965,0.09250068478018161,-0.03371372618378843,0.033378708956037055,0.03667251496136499,-0.009940946385551314,0.043032080892141,0.11339689798132105,0.1909931246727828,0.006376039034812651,0.08944334312907132
HALLMARK_ALLOGRAFT_REJECTION,0.017851394999986826,-0.010889678431256279,0.0034550906570281936,0.007474017179863033,0.025892314928822026,-0.06006054714100223,-0.006087441426928353,0.1412065236517233,0.016416014259589905,0.01958906259068333,0.017839469260067443,0.022104013327108946,-0.06708133637592213,0.014798296301997013,0.15905508519606226,0.0035088839195805866,0.0566881053289118
HALLMARK_ANDROGEN_RESPONSE,-0.05876124687334786,0.02797920646443541,-0.04235834807050243,-0.007567534673870004,0.04521177975232088,0.0811434929855195,0.057514588898745486,0.11670978243844785,0.06629703214302948,0.02052446579578887,0.09340798986413427,0.058682752334702125,0.06876483898321901,0.07236949928911456,0.18364640648018457,-0.0032923506281835515,-0.005356812905446902
HALLMARK_ANGIOGENESIS,0.06973768152518735,-0.049852115535725924,0.04646530471268556,-0.04697359586880323,0.04980603089044495,-0.034641792965903286,0.02120961818395993,0.11826413378426213,-0.01866645967741612,0.12540087932314659,0.05756983605513347,-0.014989497915199353,0.06448562753630649,-0.06538135466061198,-0.15522297931051904,-0.012628501739671538,-0.10506961700183617
HALLMARK_APICAL_JUNCTION,-0.07102099548178654,-0.043312174198078715,-0.04670233364294517,0.005315319296055238,-0.0018013073878394143,-0.015382052992282198,0.05811118943727347,0.13388141929842923,0.03110628860173855,0.053195997478712696,0.061528283934853684,0.005888605974229138,0.06105642359713823,0.1174927262894869,0.155085144145779,0.025864134325225826,0.03846941093981174
HALLMARK_APICAL_SURFACE,-0.03815507646145766,0.015157302792383892,-0.06012987988955025,0.03993493804465661,-0.06560661056543983,-0.07831782868805486,-0.02565906619020997,-0.001602201415277915,0.03216900959693997,0.0019363244209527146,0.0785804883705093,0.12166493806753612,0.033843652994802756,0.1412482969933987,0.15275457128013553,-0.0121385720305677,-0.0027674125432445565
HALLMARK_APOPTOSIS,-0.006734924899582358,-0.026609809398298715,-0.04001541540062455,0.02207261028643132,0.050995566023404236,0.11027292859669378,-0.015522906590647168,0.04560202687420778,0.03858133381490653,0.020157181309465512,-0.004716232039385817,-0.07501497587173862,0.055043832532337016,-0.06321857641934077,-0.03671605831574705,-0.04309053877355799,0.0734921707146393
HALLMARK_BILE_ACID_METABOLISM,-0.04489097921964061,-0.0694727745710285,0.0003430372039878632,0.02092406661027993,-0.04942802107769723,-0.07451081205748135,-0.017321431208663206,0.08981819368174641,0.0047425748337888134,0.005562935409587472,0.04837367946872117,-0.09267885569677722,-0.015480674776397056,0.09336794735426694,0.1747519843172164,0.031525601534463064,0.09536110859564866
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03497292056146349,-0.04548029820656475,-0.059733571221953566,0.044534016004240014,0.03425146483766431,-0.09323921458598866,-0.02001379751349388,0.12343601114766797,-0.06932661998331031,-0.0036719283130795203,0.0932450544502644,0.13944457342627684,0.02657499224854,0.1205615155140189,0.18264039059909576,0.048506050481443484,0.1131562322346261
HALLMARK_COAGULATION,0.0028095519084291626,-0.03096660292593026,-0.043712037827849465,0.0008373844227913723,-0.023841129537210515,0.04782846226324138,-0.002039683643654717,0.1085803736787221,0.046995565091148786,-0.0064672312781812276,0.029885824999970074,0.022111003977832316,0.010713059677662232,0.07631905347257521,0.14157217595084148,-0.03433767897373304,0.007564605149216725
