,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.04632992760361507,0.10509043761608161,0.0769897894722335,-0.014850245462853835,0.10274471504172031,0.08333763872001806,0.19698848775039934,0.03209535689829505,-0.26750719737354867,0.13618341180056448,0.03688148987472001,0.302276107387451,0.158343450420655,0.002915408493870798,-0.02350986988278297,0.05639985457111531,0.10037822145686881
HALLMARK_ALLOGRAFT_REJECTION,-0.02407144785802962,0.10970752041999975,-0.06801623148963747,-0.05332494925806543,0.09211086213837108,-0.003117852002478737,0.11672450975133046,-0.4189301467395502,-0.5450720648139801,0.10183211413421593,-0.13759322256036366,-0.5641513851359493,-0.17830260446135845,-0.042619132310240414,-0.0966691079225624,0.10139324073188505,-0.10279671452478503
HALLMARK_ANDROGEN_RESPONSE,0.08997168039695938,-0.031219330486142373,0.07753334750537463,0.014670232857959015,0.09290079508159926,0.009206633987793525,0.26270536640733794,-0.21689531128881406,-0.5291770974081643,-0.021678205133680843,-0.03546530930913401,-0.20931904209707222,-0.18917999616903508,-0.12099576403729431,0.00871752960495224,0.010635598455727395,0.015567214335052076
HALLMARK_ANGIOGENESIS,-0.03704694031183061,-0.3334975158498976,-0.04802754497096895,0.04106481437066883,0.12250846353904558,-0.04298470289213037,-0.32362615132521066,-0.3717925472095727,-0.6631792658228123,-0.3384251423482445,-0.1636559426668638,-0.5598907251627764,-0.5102834767076754,-0.154463840468207,-0.038319718024949316,-0.2741199717312558,-0.19076907275522503
HALLMARK_APICAL_JUNCTION,0.08074147372876633,0.022289512229467935,0.03510038117687368,-0.007843213007834072,0.06634282980862745,0.12115366197394599,-0.03197432776728998,-0.26410766306253564,-0.4928566655235536,-0.17974418539151932,0.008396759015243841,0.08751803631710962,-0.3330541477669829,-0.14904959200241982,0.024945103844471298,0.015443624961919273,0.17981655517668804
HALLMARK_APICAL_SURFACE,0.06464086781655652,0.2937637194876269,0.09283780458751653,0.029728100965494067,0.013029541751787985,0.09818523126753963,0.044257659936246,0.3477233533422344,0.46855012927661877,0.12893216663245463,0.24014371289803374,0.42891499084696805,-0.1575524955027538,-0.09684633938286476,0.018354090008078156,0.22048680932675038,0.09028938673259183
HALLMARK_APOPTOSIS,0.033213341678803784,-0.005880549887600856,-0.060539313695265336,-0.0014887726668337228,-0.09207894530641256,0.010166451054286773,-0.04379609374054961,0.05933525334994575,-0.10331456618959382,-0.26398858696946625,-0.022989657296707832,-0.12780697066351462,0.3093133397337046,-0.029494751288510538,-0.01647853252457449,0.16361100006308793,0.10428213294704027
HALLMARK_BILE_ACID_METABOLISM,0.052068610689786216,-0.02398020470335324,0.08219754894359063,-0.01740186849238852,0.10151888518355981,0.09648299664049723,-0.02421862560841925,-0.19860964635053543,-0.640729317254695,-0.13930223089630464,-0.07163027234522114,-0.048862611811439735,-0.16767388615220147,0.06662326564824003,0.0013588186644582086,-0.10738430768323043,0.022304233296452782
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1501189992695206,-0.09726158730825646,0.1277766496686445,-0.03384003227246263,0.002641431159028931,0.06350309227476045,0.04169308970382959,-0.337867344900103,-0.44189690804782306,-0.2884161652750795,-0.03171130867869563,-0.386924641168361,-0.43353023754639103,0.03970579850358487,0.009971499202565706,-0.12058880042049763,0.029235015967783468
HALLMARK_COAGULATION,-0.053154047543951456,-0.09227705641969776,-0.03403479243946034,-0.026305233239430417,0.0044244631803215684,0.0396900853434059,0.05956570899227192,-0.46058831144404894,-0.6407402927978727,-0.09638004942473784,-0.1817739070690531,-0.5812454930690595,-0.28085622079566297,-0.03493412175574638,-0.05352204024076145,0.047441999432398026,-0.13785775119592103
HALLMARK_COMPLEMENT,-0.014749176880508249,0.18117284628345912,0.05731350197091583,-0.009094735940260617,0.13943273952936286,-0.033114464178476084,0.21386840761531128,-0.052538211184247355,-0.41110571654024874,-0.20435880853014962,0.05167632383229806,-0.3578328225926035,0.08452064639334954,-0.06841338885534894,-0.05411300770843182,0.09076792993307828,0.09097056731509738
HALLMARK_DNA_REPAIR,0.09303918732203892,0.09777092589202331,0.11018897175978944,-0.008104330438349171,0.10654467265352759,0.04302459477117559,0.1794419067988893,-0.178386229648595,-0.3800722789546781,0.008941596105757078,0.021160054679504502,0.3548367170527439,-0.24841161423980085,-0.09346058868681795,-0.00139260898938088,-0.18717619427242488,0.12705298418234573
HALLMARK_E2F_TARGETS,0.07161590475090603,0.2282292811826944,0.09763594320592822,-0.022988828370429353,0.09976173519848733,0.08794035596902941,0.21339720703853485,-0.390593466047551,-0.524857070288174,-0.059750690660516186,0.07387465424073662,0.4215985595969054,-0.2929027359961672,-0.14753622958652185,0.043503638159388854,-0.15841778501672651,0.17427241769674262
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03287909995082891,-0.35468714679842284,-0.08800144910969698,-0.012296845196296593,-0.06225157356443241,-0.040815000568892174,-0.28844668259625367,-0.4450622286675537,-0.49280442256802975,-0.2997622607918243,-0.15505842928479818,-0.453475975346704,-0.4617444217842293,-0.18224639235658233,-0.007173711663197533,-0.17268282144229155,-0.008922444907957145
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08265490661552191,-0.028570165206544398,0.07275721269403423,0.009191169374519052,-0.051139292804756535,0.016062472269623436,0.28292647602933324,0.12123882353154691,-0.25470773327044566,0.17559977034442303,-0.05295393414024216,0.5063567533416725,0.4754593665961434,-0.0447185216228897,0.08581973534473102,-0.08962185724617046,0.10843736798697945
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.010532356787627827,0.2066225727154678,0.06027742792011314,-0.03895149168121369,0.07476507908116081,0.060729037256540545,0.047242455121798636,0.04617281531862837,0.46284381695298105,0.01662961875336371,0.03662236443833611,-0.10217021141283142,-0.34232523950941507,-0.1187280552831453,-0.06960033535536697,0.15633664232985825,0.1322315714103245
HALLMARK_FATTY_ACID_METABOLISM,-0.018211146643326754,-0.11428535633088681,0.10519933758155475,0.030910153882384918,-0.07843203969323631,-0.026026524349605097,0.18458647768845998,0.07176365514151394,-0.4537173925496194,-0.20367707082561795,0.027999116703797,0.05579124574819219,0.3377074904505156,0.07564991366498407,0.0452701787357533,-0.08422945682989705,0.09858416769430715
HALLMARK_G2M_CHECKPOINT,0.07733196459660246,-0.06683796833964618,0.07187036662572244,-0.014088341863842736,0.0973277222040962,0.061685966150659265,-0.13523713032042872,-0.3743627029611944,-0.5339014267436801,-0.18225681231030372,-0.0843996688728701,-0.03867812051911228,-0.458091168354692,-0.11875867441557232,0.03695532267277314,-0.2432469006921894,0.1459944255344406
HALLMARK_GLYCOLYSIS,0.08440362899159037,-0.0055135563430379715,0.14707642640349708,0.03381319944012587,-0.07359517751736765,0.05096276252230448,0.0218948432685472,0.09421393360235726,-0.3025239272543947,0.016695280417801467,0.17547121570916796,0.6054685178840253,-0.06908294818414218,-0.10747939129705818,-0.004309634917455546,0.004033119502929528,0.2199853610009324
HALLMARK_HEDGEHOG_SIGNALING,0.03374896562833644,0.3001026254754003,0.21213347269922797,0.01089687369918466,-0.027417085499616883,0.11569317134870573,0.3376931402149416,0.5209541193755179,0.6433022901267724,0.35140292932922484,0.2569969418723816,0.6822442714436363,0.4585691488643073,-0.024311249128444786,0.08124667531007158,0.4535307946646481,0.22237200453885445
HALLMARK_HEME_METABOLISM,0.018231282784227656,0.034344255465537564,0.14468581700065875,-0.0028513886903357524,0.06357605690001635,0.054106231093654575,0.23854951751927103,0.017405945339617555,-0.3842775349981591,0.13985835185503914,0.013247952147141386,0.3162100663637455,-0.08729989057805022,-0.04179473085085761,0.021076628951988786,0.14004642194659986,0.1262718893421947
HALLMARK_HYPOXIA,0.041889239931837526,-0.38652418033698616,-0.028383127839106004,0.02778893779522466,-0.11315328486923794,-0.023199446908670915,-0.20801573193210604,0.04975568518582828,0.46527982128622425,-0.24228173771804015,0.10391425185540241,0.05470531000553899,-0.38188756635584675,-0.08028112573542005,-0.004623837243880904,-0.4395539380387422,0.15980718717751966
HALLMARK_IL2_STAT5_SIGNALING,0.025223183086189514,-0.002744227580025827,0.06348938027587239,0.0010255541141434355,0.07290089395791712,0.02916308424680724,0.07877891591070124,-0.058569019828290415,-0.523280045459157,0.016777294860027204,0.06834585629469446,-0.1129466889722728,0.028233278939412736,-0.0804106841952634,0.008554110641574868,-0.10367540175602878,0.02215262556489136
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.044161470752506406,-0.3213224294285226,-0.022890084610929277,-0.02781939452113515,-0.03365896413620966,-0.09373262767592992,-0.32644680930070924,-0.42461449050439803,-0.6740760605658123,-0.26362436214307994,-0.16893546879490795,-0.4917923412950529,-0.47464540097997254,-0.15128086617880288,-0.01122229155572933,-0.20332889762808193,-0.19492862385296716
