,UKF248,UKF259,UKF275,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03866365654555591,-0.06802904373330326,-0.07164954350159226,0.17381957573251805,-0.03732878221192195,0.1266626046226689,0.04221787027279614,-0.03286682272565555,0.08232212276597803,-0.07757023637001159
HALLMARK_ALLOGRAFT_REJECTION,0.11264461368762484,-0.037352095484402034,-0.16745772514611038,0.19898330374169712,0.0032668190049334354,-0.016561345002873467,0.013866623664257638,0.06882121272050289,0.05704059481833655,-0.07393911149076408
HALLMARK_ANDROGEN_RESPONSE,0.0674759690435749,0.09528363010234396,-0.06689160313695831,0.14064730151672505,0.02130771153186715,0.19229638582313277,0.08886526613967746,0.09829710681814166,0.09562760454105923,0.005020445554625903
HALLMARK_ANGIOGENESIS,0.042418015544026355,0.030238683838639924,0.08741404322838099,-0.06333606383977392,0.0845108134296985,0.1542321210977681,0.19543581466089632,0.1804481461909174,-0.0536108364946718,0.17040949439894967
HALLMARK_APICAL_JUNCTION,0.09085563922847,-0.10342003182205615,0.0388949477230728,0.21710101186901412,-0.004433652540578945,0.22095604720937545,0.0853518479300974,-0.002545677667406531,0.06600330014134057,0.006893021392602801
HALLMARK_APICAL_SURFACE,0.07881784612619352,-0.16695953660510157,-0.0764003697449936,0.1725457410534561,-0.13763344410170275,0.18064820986227675,0.045043873768724776,0.03909840828798925,0.037246539877525325,-0.18784850098394804
HALLMARK_APOPTOSIS,0.021712502202911158,0.09026929113122069,0.09198746255769759,0.06513075715723995,-0.015896781404149206,0.18242554603311661,0.23777034193187785,0.027103823596724298,0.06391915131702931,-0.08622058286001505
HALLMARK_BILE_ACID_METABOLISM,-0.06124762596166642,-0.1313027775610021,-0.028716147030920628,0.04837490513691158,-0.07965923887173931,0.1531942804449749,-0.023321647886949952,-0.04038909728066479,0.046142015372252605,-0.02853475053948867
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03214149979097859,-0.10152520665322207,0.1271294385629588,0.1946021412327944,-0.12112435365218974,0.1708736524717495,-0.004509066892365152,-0.06212936192087888,0.04798019539650126,-0.005720971947973173
HALLMARK_COAGULATION,0.10841047645046996,-0.14430824948340504,-0.08193782104942812,0.07724732119397791,0.00674791455168635,0.21946513756563477,0.1802101234187665,0.07106763980330216,0.06265717685264084,-0.036529353205793286
