,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.07545370980943904,-0.03162654211027389,0.08296341674080278,0.061007819125821906,0.004139380127037642,-0.014458661461698242,-0.03707459589456823,0.07332387610336442,-0.1157062673879941,0.06894752141617837,0.03955331717956287,0.09489587101786798,0.04124721304629567,0.04034886185699154,-0.018038924994197538,0.1907545501436225,0.11888709694663052,-0.07143180177718524,0.03758012387385869,0.06691207751509846,0.07779594214041056,0.0892269953001854
HALLMARK_ALLOGRAFT_REJECTION,-0.04197432261684466,-0.04707872198851665,0.022356232734583894,0.013678680377501551,-0.027148824169983033,0.0008476200887948678,-0.085863735270659,0.0994356083135615,-0.0678415823748084,-0.028060645133512224,-0.031386008644949254,0.10230669682302197,-0.01596238598771241,0.13533778466925156,0.0005931847047819536,0.06274889579391599,0.09910671452749428,0.01820033388535699,-0.04177169296695799,0.011381056399420575,0.037463545373364215,0.008624725450503232
HALLMARK_ANDROGEN_RESPONSE,0.07189292938532077,0.06424583704505822,0.07154220658926908,0.013382768288928136,0.010302110479378807,0.06367387087510426,-0.011268181121214244,0.1276001240455013,-0.0650521520017235,0.047153796906196546,-0.020036251432580567,0.08645270876558879,0.04364321593155107,0.057797674591349456,0.09160894914684937,0.11154389325935513,0.12911896119721641,-0.013855581357440137,0.021885672832168867,0.13714575534286852,0.043129943074030765,0.023701699572494038
HALLMARK_ANGIOGENESIS,-0.007329965185058122,0.06228140256186952,-0.007724807530397136,-0.010385117151062504,-0.07437244430167679,0.08335053687916977,0.005020880947851376,0.09226503152329196,0.029646398297253275,0.02003345274410506,0.009450073992191506,-0.0386402740572491,0.1739585396718659,-0.0537766844215593,-0.00802110695164488,-0.06372419390162239,-0.03905811760051147,-0.06152609291125287,-0.03945058714643353,-0.04270882168767879,-0.061884116152257404,-0.11168832379922276
HALLMARK_APICAL_JUNCTION,0.10521473472931671,0.03557039917616024,0.06510178739906143,0.019913377579272754,0.03337134108692382,-0.05481774529608245,0.05156251400753857,0.11145896261660032,-0.08685455286840146,0.0428212065048003,-0.02042101717597514,0.0950580982387121,0.0737763432521863,0.0690495273384187,-0.016927626238198844,0.17475637737510064,0.12323815028866855,-0.01663447493561158,0.09653034364301057,0.07866918092925342,0.09735336376223501,0.10311802595973524
HALLMARK_APICAL_SURFACE,0.0407762441400489,-0.06285537766366928,0.03674756756713819,-0.029396093056466788,0.010493621317343563,-0.10974202967832337,0.027874094626818596,-0.06135886346035783,-0.09540083906206488,0.01755340866349659,0.008838069668871356,0.08591810335367563,0.009672381331101466,0.008547395503473507,-0.014205716061395717,0.12379062792543599,0.10779846678171864,0.05277581823493493,0.05959544305419158,0.06190586491356435,-0.05520729686256072,0.10674298373397752
HALLMARK_APOPTOSIS,-0.021421863063646032,0.053240641408796856,0.05052189615986507,0.017540852369779862,0.0261416962472659,0.050816232541577,0.013237980546928018,0.04455755421920936,0.06947472602412433,-0.009711329205080697,-0.05808562490904344,-0.014077087245979926,-0.09071151042312774,-0.00822309662272272,0.01354896507034001,-0.07892337517043152,0.017257093065903176,-0.06589810714449403,-0.045920357258233596,0.030798671643338212,0.08358426498211534,0.05643501700151458
HALLMARK_BILE_ACID_METABOLISM,0.0916345148952723,-0.0246391793855059,0.026902691601066616,0.022715551546730158,-0.016339285756496534,-0.07914868291447011,-0.0013687373944673118,0.0727421947233757,-0.1322530442502856,0.013933372472593582,-0.033819186584880284,0.014058372466664774,0.009872198186944906,0.025016485482500943,0.010253892027307403,0.1027863173008386,0.08354279198414064,-0.01895120742475808,0.05876038168540999,0.0434845316878431,0.10328322377853857,0.015204366284005849
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07233215638085085,0.012780302778895171,0.0034037716762803706,0.01157813426862968,0.03836910769452637,-0.016985329526235316,0.0369688257144957,0.07095656471520914,0.03675399299839098,0.044364732883865374,-0.028789703243073055,0.10016249237813254,0.0787874807041842,-0.03817553472041326,-0.07038666102115793,0.16519917747251367,0.12388963441395778,-0.005693086489651639,0.07595532229058263,0.10467320555618116,0.12557142528222626,0.08402250618461606
HALLMARK_COAGULATION,-0.05699745776088672,-0.019765005511939552,0.06988298208736003,0.00987433783540502,0.009990695025358135,-0.0909525489712641,-0.012461316124306733,0.10304898867519188,-0.08115623883724045,0.047694525272935315,-0.047413187537590544,0.06191033501521154,0.00475518264450549,0.05150871810294811,-0.015973785078747086,0.10977902990470627,0.13994161322019885,-0.06786904370316534,-0.03249086022782418,0.019309089375343095,0.08570757543414702,0.0392385212737379
