,UKF243,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.07756541360906166,-0.06457744615014682,0.04896382990033602,-0.1449989518962627,0.06307762669212193,-0.015855247336656424,0.0034811717550570814,-0.0242122767507814,0.013151826686923898,0.010486542881882416,0.0023349028719607838,0.041595179189345466,0.03465982722157837,0.1800822262261035,0.048115394453293485
HALLMARK_ALLOGRAFT_REJECTION,-0.028131303961090405,0.003854377031272551,0.08223818299544508,-0.048821411479385055,-0.041862055899521244,-0.00993882988542543,0.024188888645760725,-0.017506826672806133,0.021157546786055276,-0.03102213835655908,-0.03235416955467101,-0.012227504415094775,0.056093009190361295,0.16239525935397708,-0.06531941514703223
HALLMARK_ANDROGEN_RESPONSE,-0.012361282580289163,-0.07865857212688468,0.00956716123046819,0.03150855337048351,-0.009919377932646524,-0.05073106377718823,0.00175255968881839,-0.008700719189448865,0.07534053691189248,0.035773545772644605,0.048563372122173105,0.04047507346279258,0.04367852863638389,0.22352023084513153,0.12471160490580412
HALLMARK_ANGIOGENESIS,-0.011737383833811723,0.01593495906103787,-0.01909699930000428,0.1008567121068947,-0.03194889444639346,0.009195341158324873,-0.08270516109780549,0.02683807519305439,0.06134904694598848,0.18888550636245766,0.06755990024330556,0.013548315590019898,0.06098682764564554,0.046194488648358116,0.13319683225683698
HALLMARK_APICAL_JUNCTION,-0.023472348042368665,-0.09633069235118748,0.10016881141292641,-0.06577425987008373,-9.895370496697466e-05,-0.006432153121140461,-0.021432454281593873,-0.04120565371568925,0.03194593815618737,0.039227885873317145,0.02837890386994797,0.05263263291783537,0.06188342804830666,0.2232501468933613,0.09924493633669391
HALLMARK_APICAL_SURFACE,-0.12008256469099907,-0.10160882664717485,-0.04028074672234934,-0.1753758251746201,-0.052396496747345984,-0.04197051789350586,0.04120890300257075,-0.02579729219358764,0.053388676181750506,-0.05666659189979212,0.044624778015647626,0.04555599510985069,-0.015722680255959163,0.18039215826832944,0.0068464202828927454
HALLMARK_APOPTOSIS,-0.08246237752177511,0.03048210642376515,-0.03471544120742339,0.13400589006342298,0.04022729548675566,0.011844933060892729,-0.05072512336938427,-0.036895566883321004,-0.030375785221685804,0.08648917865591484,0.10804760952050883,0.01598021403695558,0.03469043175266501,0.15838795836679703,-0.02893076825369463
HALLMARK_BILE_ACID_METABOLISM,-0.09944368606167235,-0.0929197949727293,0.06029857164532306,-0.19126190053068662,-0.08302672590397199,-0.07247607430182285,-0.035534245407453556,-0.07070297489381026,-0.007695718359382376,-0.025506276195287298,0.021923584286419363,0.028260664362178937,0.03165445895296429,0.11287888077160936,0.018647972048625637
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03253072372292496,-0.1323783757183657,0.013052938764627922,-0.1417699171408679,-0.05238943626075663,-0.045602176065111015,-0.05928720993483222,-0.024704550670402906,0.05164975155756297,-0.022163758928064572,0.022111565563692884,0.025886888691727044,-0.03912449993035516,0.15193957759712784,0.00222662730203182
HALLMARK_COAGULATION,-0.08209308744198268,-0.04657628568897978,0.004642290302602324,0.013927150394502744,-0.0028571632443862007,-0.024558415207719946,-0.011634290312285734,0.04729803872917522,-0.022782473985696317,-0.0890768015421647,0.028942373402550993,0.030561334440744752,0.05037933823722622,0.21348640030365876,0.0667752549421332
