,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10924739000958496,0.05555137908930423,0.04884028127952312,0.046076426283390405,0.008539818040579713,0.10047531159555856,0.20479998060702717,-0.02083508627094188,0.0016570234885110544,0.1077782619362572,0.10988188841965665,0.13051481897407474,0.05168732144578484,0.09508647706673409,0.17262050876223833,0.035797868982915,0.03641698731168413,0.11457049998944081,0.11291492489853773
HALLMARK_ALLOGRAFT_REJECTION,-0.09570663851504664,0.001127075553753687,0.07606993655097474,0.10828711799587865,0.05697593779698402,0.186714961498125,0.30196818701563416,0.03973897088514412,-0.014490026437223625,0.11696336243092396,0.045157816709155016,-0.06154745665163556,0.0889495191485945,0.029311417079250383,0.1266438372668231,0.02614345129405597,0.03338523097910613,0.10325352821293877,-0.07162887288856996
HALLMARK_ANDROGEN_RESPONSE,0.11790512902245674,0.018123854994017898,0.0703626959113367,0.02420838395704428,0.011844235809044994,0.18040621166992243,0.3076555132266076,-0.014390294118620646,0.05969219929673695,0.10452984184847529,0.1430206203674757,0.034547367119009034,-0.01945544185206344,0.11163679865695464,0.13628971780685278,0.08414171234996157,0.01220679938183036,0.11537648033909943,0.05306764952044899
HALLMARK_ANGIOGENESIS,-0.046606958620756624,-0.045391024194709244,-0.013340895676380774,0.0005187117513578172,-0.04473336731350799,0.2164029942199292,0.32869816092787074,0.020028085016304892,-0.01312885785421504,0.022739276758079786,0.10744842361639183,-0.011492195862501784,-0.02398802835923519,-0.015389112316275473,-0.09814690654139685,0.026044708749009386,0.029146222777944764,-0.09630511761970738,0.034621691591881776
HALLMARK_APICAL_JUNCTION,0.136356374988418,0.0549075376611485,0.12271040169484862,0.03612128926690804,0.006013661604442388,0.23763043630409766,0.31178809504528215,0.01938232837039975,0.06946527761433241,0.1153994703597508,0.012638762768446955,0.12418681828408089,0.008782136915620374,0.1489466420040053,0.1442631687401589,0.03652296379912139,0.025383898331796734,0.1208188823428661,0.10086801955920734
HALLMARK_APICAL_SURFACE,0.09617089564532824,0.0803903002454417,0.016063894331788987,0.027618755683190933,0.03907287322465384,0.008548973937711745,-0.1672010960025256,-0.004407028178220451,0.047808017366552116,0.08832929582476132,0.038583027418349784,0.1228675605903027,0.14401649728854957,0.06171554531770563,0.1668603282445085,-0.005851409063357969,0.013478746717710235,0.06567640621093136,0.046173115324298394
HALLMARK_APOPTOSIS,0.04080681574006993,0.024454775328077435,-0.000306814500037449,0.05070100235000765,0.025373643327573924,-0.02307349108006739,0.06428520411641273,0.01332629971764513,0.06609224488528864,0.03504435194410877,-0.006953133109856397,0.09666343986152383,0.030746513816875244,-0.06036267946818484,-0.07597178571388258,0.07173592538077225,0.005726589717644748,0.10189462790659001,-0.03567488683052434
HALLMARK_BILE_ACID_METABOLISM,0.13309146572215408,0.029557266892515862,0.08119135275014591,-0.010334065505440025,-0.026214149294532856,0.18372013884159583,0.3159569137628371,0.01885583282153414,-0.054498558914474526,0.022364915550519046,0.13018978582841875,0.04232477236559016,0.11069174917035275,0.1102354102411913,0.17668229173333558,0.05582050701751493,-0.008900464031281476,0.09559666183412031,0.09211854093837091
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1395258175771546,0.06727802542119805,0.09210544973964614,0.05870511299167961,0.03551641931740744,0.1965987350147681,0.22328663234082988,0.020134602511537165,0.027290162427813843,0.012954824719472992,0.19691649925573634,0.07945669041823877,0.010417939153231977,0.06277697006269917,0.17252168391647588,0.07404886380551913,0.05775659505386436,0.11468065971377484,0.12239336143735528
HALLMARK_COAGULATION,-0.14033240774266154,0.034357365548682205,0.06985937475467871,0.09039115600967772,0.05086313842397138,0.17219513064808126,0.30797620240648116,0.030823298880305473,0.03831209926154234,0.10181648530464013,-0.04369543554882102,0.15879701682414954,-0.02781533411050013,0.0831936212117625,0.07804429378632244,0.0549838382789358,-0.021099052756267053,0.0695585175138867,0.0649255962765368
