,MGH258,UKF243,UKF248,UKF255,UKF259,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.00041620806099168793,0.05681982182746664,-0.004879291676550086,0.12969228666105664,0.054883456279015475,0.2488272290806618,0.07744821920115046,0.05966176833654711,0.20419740345793688,0.10969354872983664,0.13383344333260042,0.09031119516675189,0.06970244446401085,0.046475683967293735,0.1916774976767787,0.14293475678696238
HALLMARK_ALLOGRAFT_REJECTION,0.011041868302451527,-0.03280966739866206,-0.007674690207893062,0.013545132545077476,-0.005830650241187646,0.39145871467699644,0.07252708312994446,0.0462559734804093,0.2041597607195889,0.027417608074649467,0.17200792180218535,0.09187815312042923,0.04623080399308337,0.04807631756621528,0.08830958808542609,-0.15940065389790015
HALLMARK_ANDROGEN_RESPONSE,0.00885841839528018,0.09077555630962876,0.007798786008995212,0.07855685122230563,-0.007765535471912229,0.24876162297267193,0.0825014022231667,-0.02640253485022012,0.2458438103751839,0.03178412794101105,0.06502744003117072,0.07201891163606873,0.06986406585788839,0.07992837753271581,0.1768527469007471,0.10203046099041597
HALLMARK_ANGIOGENESIS,0.03849024218281642,0.06158467117803764,-0.05070846171021202,0.054063872125442176,0.08616344955998936,0.3733782775891354,0.0038518178302344593,0.014627453391879406,0.1954353888109154,0.07287022885695404,-0.1134872761777487,0.05484886208705357,0.07600122579708736,0.08118521465009296,-0.05379694195448558,0.04939954073271535
HALLMARK_APICAL_JUNCTION,0.030142906948699023,0.16334146992406126,0.02747206429115189,0.12477020852427428,0.07225306508331862,0.4047724427096296,0.04087973273467215,0.03513304574067671,0.27161678384065885,0.09906398200182522,0.19881327532680323,0.05528178564850097,0.05850246133623172,0.05357557872005346,0.23713686526698127,0.11860040699808823
HALLMARK_APICAL_SURFACE,-0.04812079255298789,0.01244262838545469,-0.02424989412631539,0.08013123211378922,0.024255406335720056,-0.06236685360254892,0.061181481443359526,0.007460334046607289,0.08346139097318998,0.07630517555221106,0.09042883380916268,0.1366890980340399,0.04088632515528575,0.01931173058364518,0.1800396083860786,0.03985331730011757
HALLMARK_APOPTOSIS,0.0415420122824024,0.03793018263837907,0.08261639342621939,0.025318675333698394,0.0677697666254575,0.1408980862434433,0.06429711574749268,0.07837971540186006,0.1009678565416105,0.046861260948006786,0.08043390481301202,0.0010457878878597539,0.04207230491212998,0.06008810451345938,0.057658192964243404,0.018017705998293387
HALLMARK_BILE_ACID_METABOLISM,0.010668318261203397,0.1147040578925726,-0.0756810721554435,0.09917386844868578,-0.05245596756707951,0.34877368503717004,0.061054056064898214,0.06617219602873296,0.11558029432880815,0.035166759271959176,0.039984131415928624,0.08595633051971156,0.04452734372798404,0.025180408531403638,0.1348416557940419,0.14403843511970532
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02756766158022722,0.07402900651570238,-0.00024152496415117837,0.08083853479841142,0.08225900443726207,0.1897710198885345,0.020023997582238606,-0.010874566170006568,0.08798479095999925,0.08461393153940172,0.01567824897047093,0.05944273052014833,0.0269542862233604,-0.0152893358115861,0.19278125129891352,0.16455027107552925
HALLMARK_COAGULATION,0.041961952361132066,0.12317565444743925,0.044960793299896114,0.10408729876536439,0.05228902068637939,0.334156407025582,0.047602244371723536,0.060287345382702216,0.23862094463345396,0.11935836633324522,0.19096015343288095,0.10121490967232775,0.08197823321572645,0.06280553241763384,0.18679940778242388,0.16809383183741608
HALLMARK_COMPLEMENT,0.0074267085229416325,0.04451624588509785,0.001452594561004619,0.12434717140477748,0.01967638257593787,0.402480825599476,0.07832534441741211,0.003103234614823137,0.17210418200122993,0.0946044115545632,0.15987487107971432,0.06249595694141826,0.10503106779242355,0.07072172069938538,0.1441837068519273,0.11264209192366023
HALLMARK_DNA_REPAIR,0.01650080610454746,0.08039765247503658,0.017476465147106882,0.07207372140698176,0.11568825608476489,0.3204349407651901,0.11326701358477916,0.057646300949859,0.1941960111492635,0.05400975046807408,0.12681078053590805,0.06351028113233152,0.06768352287818095,0.06845266735862227,0.20053319186926039,0.1609741408382803
HALLMARK_E2F_TARGETS,0.022930404589831345,0.02599187025687353,-0.03785348767607686,0.09969181798965052,0.005140064035306757,0.2922826630083304,0.08931608598920987,0.04016172487888978,0.0643990592184638,0.09720877507907381,0.09246030426658694,0.10545546082695477,0.10859323884273475,0.0415970011669817,0.18857294477928754,0.1659639599609798
