,ZH1019T1,ZH1019inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.11203374253774642,0.07385025705213132,0.07387121010068558
HALLMARK_ALLOGRAFT_REJECTION,0.10375821440346701,0.0403563210667165,0.07251405068096993
HALLMARK_ANDROGEN_RESPONSE,0.11048116317662328,0.06929737901193948,0.08401513358943338
HALLMARK_ANGIOGENESIS,-0.07404193216041578,0.046831280943265705,-0.062337327568035325
HALLMARK_APICAL_JUNCTION,0.0909947079298735,0.04564260502285701,0.10495087402636862
HALLMARK_APICAL_SURFACE,0.020253712889526227,0.07844776926688152,0.06164703687159989
HALLMARK_APOPTOSIS,0.04414373217252039,-0.05005066584969471,0.040555042867248814
HALLMARK_BILE_ACID_METABOLISM,0.05080269846887784,0.09503878820193395,0.06376656165766033
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03006505990244095,0.037623924979176854,0.029654822741772453
HALLMARK_COAGULATION,0.16066393662497486,0.023435689895074604,0.07033713327803263
HALLMARK_COMPLEMENT,0.10410151165112261,0.027610540897752292,0.04599914275134746
HALLMARK_DNA_REPAIR,0.11300789902545606,0.09905153505939793,0.08373457471593751
HALLMARK_E2F_TARGETS,0.05274167346119674,0.07099076499234071,0.06470665930513195
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10985128828236615,0.020359890472505627,0.041867037329473486
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.045342851580733416,-0.022088775893702506,0.062069039080313776
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.044984762542183795,0.05235044009185396,0.020167143347714585
HALLMARK_FATTY_ACID_METABOLISM,0.011162561148719741,0.00363053336363457,0.0052332878835719965
HALLMARK_G2M_CHECKPOINT,0.06573868272018031,0.040072588973826845,0.029748539118652377
HALLMARK_GLYCOLYSIS,-0.04854287995464896,0.0414927161219502,0.012815392507957631
HALLMARK_HEDGEHOG_SIGNALING,0.05580868213282788,0.00031361399281332035,0.045645292297101306
HALLMARK_HEME_METABOLISM,0.09266229612559176,-0.018194474422736046,0.07419212325682666
HALLMARK_HYPOXIA,-0.03268291424733855,0.02520609812788807,0.040251842172801304
HALLMARK_IL2_STAT5_SIGNALING,0.09915126324242975,0.07762946657354668,0.0680493646339951
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.12175575351860693,-0.004331579681024026,0.01598107766216783
HALLMARK_INFLAMMATORY_RESPONSE,0.053250367406672786,0.020593242693138947,-0.0078014872219401175
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.11667519900955627,0.023794927717935777,0.07697043831383588
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.1341880143295718,0.004161714928015031,0.0846636426253582
HALLMARK_KRAS_SIGNALING_DN,-0.00516300012052655,0.08279598085598791,0.03850538838594639
HALLMARK_KRAS_SIGNALING_UP,0.10752216650324709,0.07347148243313231,0.07603914546729902
HALLMARK_MITOTIC_SPINDLE,0.06657186492740892,0.08125195453643935,0.09134337383834056
HALLMARK_MTORC1_SIGNALING,-0.005216021773857113,0.0342045442259869,0.00939233308458218
HALLMARK_MYC_TARGETS_V1,0.06477546045199845,0.13411039404681924,0.05885315674953056
HALLMARK_MYC_TARGETS_V2,0.02325809588532186,-0.0012883036129585695,0.02324825398971061
HALLMARK_MYOGENESIS,0.07681092349104891,0.02476301726154321,0.09908212764484975
HALLMARK_NOTCH_SIGNALING,0.05781876945798803,0.0638256948475521,0.0840827615500281
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.09249889472330558,0.12213752057549931,0.056414207901088836
HALLMARK_P53_PATHWAY,0.06404629965195624,0.016985656521177946,0.053398367356029576
HALLMARK_PANCREAS_BETA_CELLS,0.07305050971534963,0.08592786312956921,0.039503529040874334
HALLMARK_PEROXISOME,-0.010018033026324237,0.04169648547525381,0.03364305258920543
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.06865753404740707,0.05207717413975243,0.07721844759164022
HALLMARK_PROTEIN_SECRETION,0.05613593720438798,0.05202613924371888,0.0687718235535438
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.07946357579006412,0.1157452147318817,0.060608359951261175
HALLMARK_SPERMATOGENESIS,0.054386382268122084,0.060838302275436316,0.07901471085265462
HALLMARK_TGF_BETA_SIGNALING,0.04403904566682256,0.08590460266565436,0.08750554720802581
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0418941561753674,-0.07123795815017957,-0.03459464047024777
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.10439686859807491,0.015834153200126277,0.07827536076754552
HALLMARK_UV_RESPONSE_DN,0.03174815819544556,-0.008643700883970526,0.046945480033989094
HALLMARK_UV_RESPONSE_UP,0.05603755583257843,0.0991571078047084,0.06839604021990223
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.04375696408615825,0.07005805385252663,0.11079464129524272
HALLMARK_XENOBIOTIC_METABOLISM,0.07806021793096363,0.049672738489711876,0.04965135962047549
