,MGH258,UKF243,UKF251,UKF259,UKF266,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.009214501755589969,0.23341373248686176,0.07991046764223243,0.05583437371838618,0.022044426984790807,0.004303865752885117,0.04540305832535832,-0.07598468816763897,0.0859379206069369,0.05576953471141103,0.05045057069463922,0.004989189000826946,0.209601426465598,0.18343853632538545
HALLMARK_ALLOGRAFT_REJECTION,-0.049182540813695566,-0.016766291357913483,0.10966049530247239,0.07885073730933592,-0.16527038797307528,0.0038812778582612223,0.08001590230982254,-0.06323907758579403,-0.02252967056617271,0.08905287649710023,0.05784771415999463,-0.041705897418878035,0.1116439273936304,-0.004596139708618359
HALLMARK_ANDROGEN_RESPONSE,0.016373600983494354,0.17166167508065341,0.06849129501709082,0.03776987986474719,-0.07763752774755574,0.031988326840277914,0.08813183408386492,-0.0377673185202455,0.04909782958225703,0.08689236708851501,0.05427935242059026,0.01730487118988693,0.09998752461720119,0.14929581343603704
HALLMARK_ANGIOGENESIS,-0.0007542575686342955,0.017619718127567855,0.008596848148159777,0.05655448303418539,-0.08028253693280946,0.02117286419522917,0.07628241748469004,-0.07399505541135722,-0.06007731880731322,-0.08667804686280355,0.006772928936261944,-0.05414168463869917,-0.18352505403171182,0.07192090098340435
HALLMARK_APICAL_JUNCTION,-0.0006643975855262682,0.22676508229288256,0.08277191297136713,0.011465923757096276,-0.09006200939423047,0.0017010007148538966,0.09662992469664564,-0.13370894861141333,0.03849055282581719,0.12880074841335068,0.06196025295008412,0.016602249962879713,0.11911873224688098,0.15866761159258339
HALLMARK_APICAL_SURFACE,0.009512311542915881,0.24410061931705557,-0.0027907058831816945,0.08679709148180922,0.10509927947695509,-0.0175506614015129,0.030597453477411975,0.0040990027688482785,0.1320610596206687,0.06432507779590216,0.035780215426412264,-0.018190186451127358,0.08800027826005459,0.1343443929852174
HALLMARK_APOPTOSIS,0.06750561895562743,0.010065578577460328,0.014985547504226107,0.03545822486125758,0.017915588515493578,0.03056997410974137,-0.0029411628996238695,-0.02886153059202578,-0.08393330141961614,-0.04033739332926059,0.041357485211499664,0.011079088681241828,0.1651297371007253,0.01832511892714228
HALLMARK_BILE_ACID_METABOLISM,0.007225276615926658,0.2616545086401151,-0.025492715992011153,-0.043037967291063746,-0.07024553851720239,-0.0364706609188181,0.051798341902202935,-0.09258338631141383,0.10151019772988203,0.07923483165616371,0.0848482615324155,-0.01892697852068382,0.24148925885685418,0.18206106287208415
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07407540524753234,0.25018065383258664,0.08815540934225172,0.10165754150757726,-0.12462957787428945,0.026307428464712332,0.0832080258146552,0.02665152625216034,-0.016774034352151978,0.08456328465102228,0.03954054930928044,-0.021834644044770427,0.24242895880540027,0.20987355589138323
HALLMARK_COAGULATION,-0.046104152254034754,0.16739016330927048,0.09161150320422182,0.07631985252064857,-0.14545109117713406,-0.006688248205986459,0.07939030386993384,-0.11575436864254397,0.048199052629120866,0.054428148057429224,0.11162037051330041,-0.036018862391508734,0.08918155165053941,0.12060350616059251
HALLMARK_COMPLEMENT,0.005367352153696217,0.09544379325377234,0.056476511356288145,0.07239759386114461,0.007072911343495209,0.026710988616134787,0.007614301574995236,-0.047067437655598246,0.08254331259091961,0.1709753714183097,0.03207398913962431,-0.024984273917762055,0.18720734775152836,0.09927952167344482
