,MGH258,UKF243,UKF248,UKF259,UKF269,UKF275,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.003918260406074895,-0.02330211912838576,0.055493252485286436,-0.024460842906110204,0.14929452360678785,0.08749495840905652,0.045922003009745034,0.056991412178446645,0.08168997874405468,0.06169463992821071,0.11457843903038605,0.03454749515136751,0.11619901762410985,0.043520777882755636
HALLMARK_ALLOGRAFT_REJECTION,-0.04851436805858615,-0.03507926797675126,0.04824202536379121,-0.028967656356789943,0.18819609814342586,6.5016657431303e-05,0.06736156880747508,0.07813857783786507,0.1312008761179369,0.14452463838274057,0.15767536741695956,-0.02540888118466349,0.09539285401449063,0.06050716210669983
HALLMARK_ANDROGEN_RESPONSE,0.04566055089353143,0.013714708376250336,0.04061536588805801,0.030964371760638966,0.11806835515944111,0.052994349386090614,0.047161281944157786,-0.0351483384225333,0.06905271592871091,0.015209209916331396,0.11770341789185262,0.0628918641794142,0.08504308148776381,0.1471127265823321
HALLMARK_ANGIOGENESIS,-0.038133356150512825,-0.056381132700000045,0.031066578549806177,0.04259780173059076,0.18802331172613665,0.015303457574137187,0.0077302960338780915,-0.009471855201361392,0.041311898916449645,-0.011543536813155897,-0.021955926636495815,0.011691409510209092,-0.04088215225270161,0.19622404568323557
HALLMARK_APICAL_JUNCTION,0.05586003996150692,-0.0071988185208828335,0.03876816526275776,-0.05780794763878984,0.15032390040420957,0.08205684792822272,0.008787616003861347,0.04438240408508499,0.11944129616775875,0.040347105748390136,0.09685464395407399,0.0934346303533279,0.07972596983731871,0.0993710683577273
HALLMARK_APICAL_SURFACE,0.019865716788192128,-0.05584677963101948,0.00410599774395171,-0.10462599110472548,0.008719056646774302,-0.021605773884654383,-0.03410691884931832,0.08541559799720423,0.025574937666136232,0.10483282235683555,0.08187639999081893,0.016001509833389316,0.024318892702132444,0.08216511203831228
HALLMARK_APOPTOSIS,0.05089990183557618,0.01562025972907818,-0.0013951535287645975,0.05006976689930065,0.04722669417192566,-0.010682300475546455,-0.11792787753294817,-0.0026500557403066147,0.09529068033067772,-0.07038118180322105,0.014155667155453052,-0.006066598280465909,0.05716587217959442,-0.0582134676708232
HALLMARK_BILE_ACID_METABOLISM,0.13102745984971426,-0.04320351794724489,-0.015296028846182941,-0.07867611312693325,0.16196552830418232,0.07798227955536896,-0.07911156590211492,0.06819699430033281,-0.05292112301912493,-0.01258057898029419,0.07913357832042235,0.035367350240782046,0.09350719792130217,0.04748353553431676
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03442291691516098,-0.00733776338337903,-0.007443740424470056,-0.02766445970149976,0.10205232213998072,0.01763769128332699,-0.05330401427185267,-0.008644791455654893,-0.041748636073032135,0.05831328201851384,0.1055610580799356,0.031289632821866295,0.030171781702094076,0.02998070481882331
HALLMARK_COAGULATION,-0.045850165186241874,-0.020784663270787537,0.02108681819839541,-0.07242351803043365,0.140869798895478,0.056301614299973025,-0.05585628043280062,0.06903603464217063,0.18492426102127976,0.10277454372327312,0.11669622916804948,-0.09175931450374919,0.09744716411001263,0.03561176449184803
HALLMARK_COMPLEMENT,-0.07131943261624617,-0.03962092492952831,0.0004051172785259241,-0.04019655021009267,0.20130734317929766,0.035969550983123676,0.01305390329610156,0.03167246611651549,0.16482696687518048,0.09322857207802471,0.10916833149133687,0.048285427233413655,0.04554773861613734,0.07634933734267582
HALLMARK_DNA_REPAIR,0.08724526444700371,-0.007793989374982242,0.029598211595721697,0.06110650571102066,0.15287244971086508,0.08374190604578649,0.017722980668833866,0.023852115660400505,0.09625728883416003,0.035338821406743465,0.10475827007006197,0.13037734454915653,0.08291688592831394,0.08142833874452206
HALLMARK_E2F_TARGETS,0.04182338921286054,-0.027541291443645203,0.013123723132982346,-0.06753711711261952,0.14055523492925798,0.01868614446366442,-0.06318773937811382,0.0287119359209084,0.04855397120364186,0.07586865453917205,0.12056997339314564,0.09139429437013098,0.08694405044522274,0.09179937429333324
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0802262178104482,-0.018854889921071618,0.0064948000682164215,0.06872872302677678,0.15704376671030704,0.04931758773394432,-0.02717061221657324,-0.03888406434874825,0.2145520875368154,-0.03360675921244286,0.04830959495183662,-0.01770936466838097,0.05662766499184982,0.1189470764083012
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.034682520275629035,-0.0013358639015300855,0.059361841244362466,0.030125975818768063,0.13351550434776913,0.09811449209600175,-0.01753509540956036,-0.014207471007043265,0.11660370661775125,0.0018787295697762876,0.03988602287738381,0.0760503599892966,0.0960982184981317,0.05485424404962772
HALLMARK_ESTROGEN_RESPONSE_LATE,0.012192667286916077,-0.028302927833704455,0.023576582999866123,-0.08278652626470392,0.047831407726886904,0.0397164909859883,0.06349489132112317,0.0689729420071143,0.0019111687226702823,0.07352643945545344,0.11471678452280983,0.036472134324427134,0.07108816682504075,-0.024776971363964305
HALLMARK_FATTY_ACID_METABOLISM,-0.037927907377717056,-0.040636254075587,0.0358976494871889,0.04837529000972207,0.10847431152835711,0.030771645862204208,0.01059258787994724,0.00624241098970896,0.09346414878510835,-0.07249306107681236,0.02725340233573768,0.09931103047142421,0.005561018046266405,0.0680392027096498
HALLMARK_G2M_CHECKPOINT,0.050284372207962724,-0.0011106954375882455,0.01766212761173991,-0.026003044688825496,0.12265172428144323,0.019467096043119702,-0.011552864771859723,-0.052818714731819726,0.12477363143905305,0.051052941725219576,0.09187622858805412,0.05753556135018222,0.0437556174363362,0.1605617763873287
HALLMARK_GLYCOLYSIS,0.07257451989051772,0.061484618345010116,0.002687356094282948,0.021473126719988522,0.14250161556169436,0.1049303383659782,-0.00038333165334799923,-0.043018209260814594,0.04724739560318606,0.004842423399929913,0.07142964581501658,0.11526556974719027,0.03266717672797341,0.11278414092336929
HALLMARK_HEDGEHOG_SIGNALING,0.0438439953700456,-0.018012996579761093,0.03695114320147063,-0.05794823767417313,-0.05500495280645942,0.09418658005730882,-0.07034821066777128,-0.050652638193218504,0.061139546074952776,0.10040455022467126,0.07582938005473175,0.1455114385862691,0.017745268280993633,-0.04847351403072944
