,UKF251,UKF259,UKF275,UKF296,UKF304,ZH1007inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.058673597628947825,0.030824026577916414,0.015140498334948784,-0.08041757561195269,-0.018514151850150058,-0.09395131602869065,0.12950895535460408,0.0594175114039509
HALLMARK_ALLOGRAFT_REJECTION,-0.08415776731931734,0.011307286826273173,0.09557801744193052,0.11170672664878396,0.09163386687631866,0.08761206897430997,0.20208873014671888,0.15909047607653273
HALLMARK_ANDROGEN_RESPONSE,-0.07358457862004758,-0.01000783233418189,0.06220853405118488,0.045251140260334534,0.08676231116257252,-0.13525934347627297,0.12463183682313335,-0.06411157855630503
HALLMARK_ANGIOGENESIS,0.009997126439627767,0.05640550708121994,-0.016887711130158783,-0.027856171582892934,0.052673613243359285,-0.0410057682441411,-0.0015884106165277563,-0.3094276205863675
HALLMARK_APICAL_JUNCTION,-0.08687304753854469,-0.006162450926140398,0.018256314288392046,0.070608901133358,0.0565118364581439,-0.08977365237747685,0.09958844671869164,-0.02035017305055058
HALLMARK_APICAL_SURFACE,0.10145433853145572,0.07038252462218351,0.06343158825667618,-0.07014929586084416,0.013034443858922853,-0.00011502656936637014,0.06032518240532096,-0.05710981221944195
HALLMARK_APOPTOSIS,-0.03861302936261556,0.04826814427559023,0.011861765002978112,-0.05330924611094423,0.04657335637072029,-0.06441049670887254,0.19439204036858132,0.06255846186798868
HALLMARK_BILE_ACID_METABOLISM,0.012318162497950338,-0.020053310629715895,0.023210055813725625,-0.019703886756458712,0.015267250051643562,-0.02520211666814312,0.11313860518630636,0.08015594324158581
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.11309223776636866,-0.03122710772464572,-0.032237230442452844,-0.10701780118329636,0.06332610249311246,-0.0866397937548402,0.006484367247353995,-0.06190050342322634
HALLMARK_COAGULATION,-0.08186748609684528,0.03717990925520365,0.022075072716562442,0.0034183044702264568,0.09499337494806492,-0.10349091115640233,0.16845379987829123,0.012742795288144518
HALLMARK_COMPLEMENT,-0.012775536905904262,0.061214740423345015,0.046207715643221695,-0.023917903528007996,0.10768716785754369,-0.11551757601643252,0.06172255360359492,-0.004487925025548163
HALLMARK_DNA_REPAIR,-0.107201695312161,-0.02798962205760614,0.08093229841548903,-0.08859242640866424,0.07125188712387794,-0.028881488142286017,0.07934728007170837,-0.026758735216850887
HALLMARK_E2F_TARGETS,-0.09223700382380838,0.009172911250541989,0.018933594413506387,-0.03542523792030854,-0.061078078929342965,0.032380335437916415,-0.014637606145771143,-0.05395207769791703
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.07164718452538284,0.04939559814896556,-0.041641593021186675,-0.013719591046138034,0.10608006632903369,-0.054250513709507356,0.1589536408264115,-0.1545248253310413
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.034953878513793286,0.010226570210214036,-0.01931802651848054,-0.009783742837617657,-0.07438098709722227,-0.10585868940069723,0.15122233203796653,-0.03208878702509215
