,UKF251,UKF260,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.05293931740638298,-0.010575589968975774,0.020643049779410196,0.04074184192860755,0.027617786136392014,0.08994977207530253,0.12724069646330613,0.006273797776734706
HALLMARK_ALLOGRAFT_REJECTION,0.05390522176487422,-0.007907315472785325,-0.029476880983472547,0.014241342916325974,-0.03497543894728094,0.06116628573934817,0.08213296744615818,-0.028296351219500856
HALLMARK_ANDROGEN_RESPONSE,0.06675117353580254,0.048155939345083956,-0.027414452457033892,0.030231922192651108,0.013931548726733124,0.07789066327752599,0.12481042741350543,-0.0006520810858619716
HALLMARK_ANGIOGENESIS,-0.0042526474706141145,0.006685187425998611,0.0637956606367731,0.10598128246088825,-0.014900364719928828,-0.04675234526493683,-0.035217818813925286,-0.03332375311264975
HALLMARK_APICAL_JUNCTION,0.08254983482445712,0.052885467507437965,0.055084158684295524,0.011645606960043926,0.0016071106824656722,0.04941162110093641,0.09428713695763054,0.05711754552482347
HALLMARK_APICAL_SURFACE,0.03839710603916016,0.03172891543168222,0.00597828866815833,-0.021598797559010095,0.037802341370178794,0.15402461427420897,0.06805908781113866,0.058342240243620135
HALLMARK_APOPTOSIS,0.003357620659558599,0.007515889779233254,0.03555391916557622,-0.016065603045389277,-0.08156181421342432,0.01900812797809862,-0.008685704287242597,-0.018726301519613558
HALLMARK_BILE_ACID_METABOLISM,0.08468013555547149,0.05557534455586202,0.09508427769859172,-0.03133956429407404,0.00972254338383361,0.09062767033538305,0.10086244125402785,0.036613990538085735
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05372328638086514,0.005676562789164489,0.07014757274874797,-0.0007454305450974918,0.08795698292598042,0.08496083284089762,0.11211927823743179,0.07428736018697403
HALLMARK_COAGULATION,0.059886295401403306,0.035333914507666944,0.03637429954766029,0.000694018736692083,-0.04145041479053062,0.062286598185370745,0.08402728088048297,-0.04066585117718904
HALLMARK_COMPLEMENT,0.020467966029745634,0.040286181443246846,0.08717949501283599,0.00011199592735365917,-0.005958809154611587,0.06592386536084074,0.06917403484204167,0.014471330789772842
HALLMARK_DNA_REPAIR,0.10470798968615556,0.04626513513182133,0.016324093426078295,0.056280536167245064,0.021297815440177698,0.09828291965174685,0.11863859847251587,0.04613359038626115
HALLMARK_E2F_TARGETS,0.08961666024361992,0.014733094332558549,0.052702122771799566,-0.01300133614127507,0.021518935671750106,0.1421574606213226,0.09178713368425215,0.04397433760751069
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0417531492795308,0.037588622775745116,0.0678549225004704,0.08600349347758206,-0.09531583536937187,0.0002475492563187173,-0.05369698440243832,-0.019317221001105535
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.050418545996886284,0.06721716682156842,0.016996234012525632,-0.0367725567183479,-0.0005554659278369897,0.10674921934017133,0.05009580051516941,0.01458081826020162
