,UKF243,UKF259,UKF260,UKF269,UKF275,ZH1007inf,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.035653845877686385,-0.01281771044575241,0.027804733283611428,-0.009856050797687307,0.02862149899246245,0.11023272085245146,0.029730656281847376,0.1065506368622006,0.08819689989071595
HALLMARK_ALLOGRAFT_REJECTION,-0.01721309472829876,0.026475122605482636,-0.009262438216648279,0.047349322520002964,-0.02194258539919655,0.08325135348797415,0.018388478297753124,0.0739986665781226,0.009466450666677988
HALLMARK_ANDROGEN_RESPONSE,-0.007323020014030446,-0.009178560453167601,0.06966197626571609,0.03295911542734291,-0.017073115447810556,0.11128894899933874,0.03280182498203641,0.1280865915418734,0.0973916018259254
HALLMARK_ANGIOGENESIS,0.02101525115208483,-0.008796749767940633,0.03385860928112034,0.02852690625181299,-0.011994925174229258,0.10519985777834787,0.09412180622422157,0.028095427013896637,0.011522213985279492
HALLMARK_APICAL_JUNCTION,-0.03983851717955474,0.028407709619805505,0.1135813422224027,0.02603233379149878,-0.01027045184246554,0.13875994680099926,0.10202768615766233,0.12275579533287673,0.04490164332566056
HALLMARK_APICAL_SURFACE,-0.041521695652171994,0.06498269026195547,0.027826630720343106,-0.007321698434524735,-0.020122166343375186,0.033795894406355456,0.03197636590484071,0.11877612068815617,0.08110834902268617
HALLMARK_APOPTOSIS,-0.012319927281071716,0.012405168168658194,0.045873138840621865,0.048726710208738304,0.0009113991066144948,0.03296862910965566,0.003243884967555627,0.05138102942997518,0.03766900867623531
HALLMARK_BILE_ACID_METABOLISM,-0.039130665019620835,-0.01917399156228541,-0.020689755192822023,0.021961633206766286,-0.03080239986023545,0.02041311912467272,0.0635622978410077,0.08451844153301578,0.026318200617123762
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.061705320645681176,-0.003277446986509959,0.0631960671787328,0.042145856017533796,-0.023574684561920942,0.044547962600807,0.012327371029731015,0.10873366830869556,0.07510821105866032
HALLMARK_COAGULATION,-0.04373987228722421,-0.025616058722667544,0.05855086470508121,0.04784819288059464,-0.0334721879767533,0.12000838047589524,0.020834805536037726,0.1263281872269099,0.11941379007406208
HALLMARK_COMPLEMENT,-0.05005290295373972,-0.01620574224375417,0.026973024112394137,0.036322872607014195,-0.025016807723755724,0.08502584552236916,0.014828352410337003,0.11259362587009483,0.06571213016324946
HALLMARK_DNA_REPAIR,0.019503256469606788,0.014087136339646625,0.08669704494994696,0.02723918413356748,0.017930994788380995,0.06574519564013398,0.07655857780766316,0.09223423269491705,0.02916973899662102
HALLMARK_E2F_TARGETS,-0.07875050967739006,0.015758607975468478,0.014725599192438944,0.02097838060809436,-0.04502079985286256,-0.015384762839603031,0.10485080778535653,0.0326987171782818,0.02363114509410207
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.019245537657356534,-0.036344338193132326,0.092135420176799,0.03368866338246179,-0.005946398088963988,0.11299303929939021,0.07533662482602332,0.09127833627169382,0.054129029135445664
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.02672570257926609,-0.019586103256378082,0.04385429017160551,0.008467421557459056,0.026009571758585516,0.1342273073642167,0.023896328276104013,0.125047386005182,0.0746814178876425
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.04603381484618737,0.03643079082010364,0.015820893240773834,0.00840250895283261,0.02937932969000984,-0.00304045805765073,0.0424137914294569,0.0652513893388546,0.040155026700700834
HALLMARK_FATTY_ACID_METABOLISM,-0.048682132197542485,-0.008065651089607205,0.022587621003681956,0.034907230801177865,0.0037653435907659683,0.09504270070909245,0.03407161501566883,0.04721202505575132,-0.00888634643011141
HALLMARK_G2M_CHECKPOINT,0.03981639731889989,-0.012862534839525118,0.07427973737447136,0.02413357895500882,-0.013904812106095562,-0.0499266805582797,0.08734270723883787,0.046490606596658504,0.03280263806374636
HALLMARK_GLYCOLYSIS,0.04354173251362733,-0.0412203304338173,0.051478983399007465,0.022906669319824248,0.02096421611235496,0.06836373739151784,0.06163252141730568,0.08877641660978143,0.07188642138606971
HALLMARK_HEDGEHOG_SIGNALING,-0.023425937881697993,0.04490799173596665,-0.0320747286484271,0.0028185504848751318,0.06894033679753303,0.0365655408585039,0.08002510400563292,0.0826372588823573,0.09023762586404056
HALLMARK_HEME_METABOLISM,-0.0026425297920214946,-0.0005894603145449128,0.04049329991456841,0.04455763920635416,0.06261675205444016,0.12021981026974153,0.047996870989064584,0.1043814834811243,0.0984114070050146
HALLMARK_HYPOXIA,0.10591971878658164,-0.054048117772137694,0.028203092469780536,-0.010209239408804024,0.004430997442755706,0.05401427083478416,-0.020966412764733686,-0.01086747735377442,-0.056364677576641826
HALLMARK_IL2_STAT5_SIGNALING,-0.025444940211729012,0.005477937899360056,0.02768013523733553,0.048771602862258054,0.011289382380418893,0.09754236654175648,0.05087107423124404,0.11007645348913135,0.04183401446286558
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06664804588740317,-0.02253018991355207,0.035311202422822055,0.029211771947635128,0.008393140198516919,0.04332633080455921,0.086243946408048,0.1059091566651859,0.08544843861625849
HALLMARK_INFLAMMATORY_RESPONSE,-0.035083781670186255,-0.016422091056326606,0.03909731673255054,-0.0047973817047475865,0.013554706690373156,0.05535120006942253,0.016964120762078136,0.09372672359219304,0.04251966423331182
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.09121394183956968,-0.023279356667346082,0.02584818963505904,0.0402286155682952,-0.03084110204225915,0.05810392734679254,0.018109499909448407,0.07988119707471737,0.032681299277130926
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.027852847417153954,0.017627135804729917,0.07741455887190882,0.04375895878849364,-0.06131503300653787,0.08079445723296905,0.008683101112112972,0.10323935350000006,0.027068329293812747
