,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.07141389442571787,0.13769035791334897,0.1269550236404909,0.060853885610885054,0.17654354014014487,0.036101989011494924,0.01477983365362863,0.09314715293019911,0.1426428071684825,0.037431307395286176,0.012353986612919218,0.09908637300306031,0.029574302176814986,0.13241350067191668,0.1576554716609395,-0.08429549305162899,0.0677577761011649,0.06361688220021564,0.1572711372171815,0.09924120756815782
HALLMARK_ALLOGRAFT_REJECTION,0.06416300040398233,-0.10123351682252682,0.0542145154138776,0.01692451959175645,0.07385717195088862,-0.013118660793416951,0.0707000367655912,0.11477942925704201,-0.042543823381268164,0.042484955705307054,0.04865217257582948,0.0029543060097541344,0.06621511834326448,0.07380312447286519,0.14659497618031483,0.006086205121655004,-0.007151011333543716,-0.04451520240175395,0.021179999748406512,-0.015978507776093533
HALLMARK_ANDROGEN_RESPONSE,-0.04186940372138139,0.06797848090503703,0.11260587934923205,0.03157911253630033,-0.007431992795552972,-0.07611552051098892,0.07312523047309771,0.09957803306076705,-0.02159485344443153,-0.009705828675224982,0.07207816074749346,0.08937692739611489,0.07701638694717487,0.15486092723713826,0.1348036205268281,-0.03127514124461491,0.04118162962749864,-0.012550313695304878,0.008072981678316944,-0.006039237712829001
HALLMARK_ANGIOGENESIS,0.08094033515324182,-0.08086104605360378,-0.08837256598933833,0.004479083552372608,-0.0216542871499758,-0.11086974919361363,0.08478748874752558,0.11639578576786523,-0.0015591536414864954,0.04423760165433039,0.07273560270528633,-0.06208223665943047,0.05291983807594872,0.09561405875842637,-0.02092813114635774,-0.04799417129381638,-0.011266336622719407,0.061002720638169146,-0.16953138393719192,-0.07937590359899371
HALLMARK_APICAL_JUNCTION,-0.04758774049220891,0.05539211519200763,0.14632779066408785,0.0904278493815008,0.15659629473729203,0.034035564462937366,0.08827327913730776,0.13239166730858665,0.14799741806106692,0.06277855572562298,0.09908360811878537,0.05390073795788457,0.038907646072842056,0.12814134586571987,0.14531716949096413,-0.04686102204505143,0.053493985513269955,0.03919737741378909,0.05955792193506933,0.022390079729316597
HALLMARK_APICAL_SURFACE,-0.09218340982482019,0.03238288582592598,0.15973482692992252,-0.03058652984175156,0.08740133255007292,0.08543069061449597,-0.03304269638853272,-0.020025079465732655,0.01278724656196911,0.09052626177111052,0.10238502765427708,0.0203168739735328,-0.014336996123755536,0.11854596589006246,0.1579756302572741,-0.020173688060848374,-0.029992351348428033,0.028188312654594462,0.036394307591296436,0.016495910679113462
HALLMARK_APOPTOSIS,0.0088951633690807,-0.028543941899825783,0.04418737614467377,0.01239124153039932,-0.07409180565370557,-0.12936875841979267,-0.0023214583597568855,0.030712570953726776,-0.06229064106711944,-0.018997120614918046,0.03773670704153564,0.06275176539829953,0.07314673234363982,-0.012796122346637299,-0.03192564401643655,-0.032326928362168134,-0.011671265101237996,0.060376749557369505,0.020598327688138036,-0.003848426925334386
HALLMARK_BILE_ACID_METABOLISM,-0.08104688908749873,0.12078216909707133,0.08611210391980591,0.021196696134094566,0.1460048812064346,0.09394018226496431,0.09289416784693655,0.11295538087349907,0.1100602430575977,-0.05304588239317705,0.10797349902210197,0.027754767938321684,-0.026716750424870497,0.12077211107481191,0.16114886708618578,-0.05014649413298885,0.008883574243605454,0.03702222146171755,0.19067458328556255,0.06822279476604491
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.013113100545359371,0.09079596792100493,0.09917636404187981,0.03834736826319692,0.2091932725861127,0.053116395709444784,0.08642955016011375,0.06649528687000668,0.03204768625475703,0.026290480514293543,0.06387341050082203,0.06619915029647108,-0.029392688621327517,0.11637354092602217,0.15823882250781757,-0.0384999549037435,0.01838204244741368,0.1037148785711956,0.14473370990824413,0.10226611120367726
HALLMARK_COAGULATION,0.11414758413164645,0.08986229029585102,0.12788617257463594,0.03539243305201664,0.12014800955984967,0.03047186325901644,0.09584448134637347,0.09995462129556631,0.11287437551996225,0.1137874046719112,0.09832035577086906,0.04095236082934062,0.07573651514168461,0.13496990692648692,0.16242703593714664,-0.05050714362422966,0.021140876046229537,0.07841305264230863,-0.018271312305571254,-0.00029904173518496217
HALLMARK_COMPLEMENT,0.11753043200939522,1.689290363291258e-05,0.01745220623783994,-0.03734965877979281,0.12665412712057889,0.02378746807532058,0.03802795180895104,0.14365397097121307,-0.005186666288588968,0.0006782771589224822,0.060616316029594795,0.004583229342795106,0.07143074295020599,0.057824457983064396,0.14790162176001453,-0.08287843997951146,0.0449341368930128,-0.018591495947264492,0.09095516495194263,0.027199205095686785
