,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.04929006815018967,0.1567885017325482,0.09257480444843363,-0.03121474791123372,0.2765583364429437,0.10526238520188036,0.20638771552040538,0.047216151355495194,-0.25134976368634904,0.13624439790272805,-0.058293900229995775,0.33657169896544115,0.18999038482882866,0.254226081524135,0.25122773341009924,0.08527345738027114,0.1025860838267039,-0.016511242826552763,0.014474412167620455,0.10520017555775182
HALLMARK_ALLOGRAFT_REJECTION,-0.10372664862255732,0.1739163971705026,-0.16342157295142418,-0.08395353131753519,0.2225642013232091,0.07300029559558939,0.12459030463945678,-0.5314479975041977,-0.6332237970699645,0.13297943016149566,-0.14793572480185754,-0.6580868474789014,-0.2489219408364713,0.11774701132661441,0.12656616919480929,0.024867926292132483,-0.06105381231375578,0.009650509782981312,0.0698449501343356,0.02785866891470285
HALLMARK_ANDROGEN_RESPONSE,0.03059640881166053,0.015851201222741227,0.0532323829852152,0.0026216225196083434,0.15116271905197912,0.031084091217487047,0.32889834255196704,-0.3302467339780091,-0.6093449656911256,-0.05048103183213993,-0.044292849553645576,-0.2781522561293478,-0.22571597195646126,0.1865238729139592,0.14500547329164087,-0.008157619234303082,-0.00814963067023431,0.04415029792886317,-0.09275677646806398,0.050010685632255684
HALLMARK_ANGIOGENESIS,-0.04509518156266012,-0.3649073929294699,-0.09684108071342563,0.2432806870089108,0.24001674627986713,-0.07131090026303975,-0.4148969408457302,-0.5209627501211026,-0.7315635637814799,-0.5691354215776171,-0.20553080169198937,-0.6707599613899543,-0.6008252243275637,-0.13804868381188132,-0.16089671116422288,0.02608319372734317,-0.13528580288812977,-0.07116303446052698,-0.35243340732034556,-0.1881419463011079
HALLMARK_APICAL_JUNCTION,0.07678089681832476,0.05794671296389249,0.0367150768491725,-0.06804346404987627,0.23887180519199602,0.11969003261221148,-0.021754455451451556,-0.41250252338758486,-0.5592361195669516,-0.313888935545794,0.029296805468293163,0.08706352077232525,-0.3898374281780787,0.2614692277270304,0.23432358705541104,0.08394061814810767,0.10360817131428292,0.037318329581402,-0.06504930125838775,0.21904854303312007
HALLMARK_APICAL_SURFACE,0.045196012212700844,0.3224280052749845,0.1388479164050705,0.0910000238336698,0.19850084170316165,0.11157772208892391,0.05206637105559557,0.29865519356770154,0.4712711277002399,0.19581760822224895,0.23321321108021606,0.41085848354096743,-0.16078902822808366,0.18851114424232115,0.18595011067505074,0.12670428796575983,0.09262567947450014,0.010542058464057471,0.2647897146002148,0.13256857993942198
HALLMARK_APOPTOSIS,0.027251062863385793,0.037885166154184996,-0.10515384689809594,-0.07531352169069319,-0.15030905776504774,0.04652973562021579,-0.01727130702073841,0.08499466619417763,-0.1443860656959819,-0.479742680740573,-0.04957969979409172,-0.11649196904392466,0.3243837150821769,-0.11232626342621554,-0.15153527943329595,-0.014817901808285546,0.021956373116173523,-0.08538526121979513,0.1849555661971431,0.13655038520553595
HALLMARK_BILE_ACID_METABOLISM,0.06886164922700826,0.012519933934257143,0.10680872683990723,-0.06024118566414901,0.17040873664090442,0.060324222419541045,-0.005277790621871915,-0.31798397241322024,-0.7018352182475629,-0.2617153198847646,-0.0793957915159501,-0.12192305031436497,-0.2040755685622692,0.1602034360541269,0.1999224181328261,0.011868730429532752,0.04994817737408742,-0.009794352875825498,-0.1813315543041225,-0.0347480768200518
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07150781348056541,-0.05830113071313516,0.15061639322497222,-0.09751414204985144,0.1690186002492893,0.051911799805186905,0.018713770263460397,-0.5034932279927513,-0.5028768856665197,-0.5292321440574905,-0.10300455150466928,-0.47817641062610294,-0.489668744553959,0.2457400396033893,0.25727399796098205,0.09346156434972068,0.05209680798810367,-0.004233306863980364,-0.19910292744731686,-0.06669559429038224
HALLMARK_COAGULATION,-0.10676483577377882,-0.030021669602184328,-0.1489136117385354,-0.0686652882936931,0.13880966622911395,0.06550315865698522,0.08911583820566113,-0.5720139399576261,-0.7346514374926293,-0.154111846060284,-0.29096504296709724,-0.6841863918934005,-0.3304591803060966,0.13037278160142005,0.1269047653478822,0.07580168145871097,-0.081202731072306,-0.04398960133907074,-0.004185498928379457,-0.16184587392376423
