,UKF248,UKF251,UKF259,UKF266,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.04979692254104085,0.1158329892375341,-0.017438366665090178,-0.09876354921448213,0.03125303037499555,-0.026571942668587874,-0.09505740969875442,-0.03697551236627041,-0.07465232773086779,-0.02078106674705259,-0.0573854088335775
HALLMARK_ALLOGRAFT_REJECTION,-0.04368459111938034,0.18181711434987596,0.08000077874455336,0.0040182703132072015,0.09719457208179881,0.14175302535973502,-0.12100993662976993,-0.04763083807700689,0.04673895794642676,0.16665911319070756,0.16604321780095466
HALLMARK_ANDROGEN_RESPONSE,-0.07035874594183905,0.0728802806678166,0.01725711256842713,-0.09170766463923587,0.11805912762446232,0.1145273195399232,-0.15413802229136445,0.09153295664862743,-0.07022683394989153,-0.08119107677032435,-0.13972702907899215
HALLMARK_ANGIOGENESIS,-0.02626845679541212,-0.14093741549626232,0.11746051911772382,-0.09339927345565883,0.08331498882017586,0.14267726485039195,0.10173211629968884,-0.008363132519994423,-0.06980013091121878,-0.027078273862234322,-0.36078766741697066
HALLMARK_APICAL_JUNCTION,-0.09658898634533217,0.08090932368522738,-0.06146340367211709,-0.10901643527883859,0.06152903748330677,0.12574883086052535,-0.10620676909805125,0.022347208443829102,-0.013678545712117829,-0.08154194789920972,-0.07465149218302984
HALLMARK_APICAL_SURFACE,-0.0742208581308331,-0.16510346366993456,-0.015007604218137056,-0.007908170568375684,0.09055690260300875,-0.12265930199959904,-0.0897581495778984,0.03782268654079895,-0.023960535551171294,0.01154974942716732,0.043710889903365885
HALLMARK_APOPTOSIS,-0.09588729813547525,0.05827304774871085,-0.003114726922878321,0.02839934283790997,0.14163343748785748,0.15682460418999883,-0.058637014108968384,-0.12752282037313534,0.03595595559698719,0.16133880455813684,0.16102116725814078
HALLMARK_BILE_ACID_METABOLISM,0.011390047194970079,-0.019485537998759926,-0.07951219630026865,-0.08239117884133947,0.09686542359788154,0.0849440275848463,-0.16033645080691203,0.01901214791200656,0.06651025866708786,-0.008955301767706815,-0.13412309369554687
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.008045606451452017,0.06932399018518447,0.015841515756594423,-0.08234497280171207,0.048558877659317046,0.11546714221824193,-0.15522783239249358,0.05206369966584631,-0.043816485958078376,-0.2022795347350346,-0.13372589948647431
HALLMARK_COAGULATION,-0.13604365956003858,0.08749993550582928,-0.01825559048439224,0.01495952258395444,0.0909262461569625,0.21406929505397895,0.005024493565101706,0.014820322755486667,-0.02435145704077268,0.11717021109712433,0.06361552112244159
HALLMARK_COMPLEMENT,-0.02419187059489163,0.022416478265072183,0.08070009120510946,-0.052816637720216116,0.10050587835530118,0.1724428869785764,-0.0834243673165603,-0.058020149139045435,-0.07059917610424825,-0.10835499173944915,-0.007647485217839105
HALLMARK_DNA_REPAIR,-0.05991897946185954,0.09610598824254851,0.011095173470379662,-0.11310184182649163,0.09770314462288165,0.014987822778594125,-0.10992423275177185,0.0025884433690342773,-0.06855736145879054,-0.14399026176027482,-0.2734303159999981
HALLMARK_E2F_TARGETS,-0.05876020493176995,0.04920689424698676,-0.07871308649816924,-0.06300521209965367,0.049766195836999774,-0.06673754868912334,-0.07701089904234194,0.10776982869997045,-0.03935754779980868,-0.13970460501764928,-0.2246722798617565
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.13683079142813065,-0.006062234731528222,0.1048576985292563,-0.026421955273681835,0.02699432425420572,0.22295006716102686,0.08875862933993542,-0.024382927292922598,-0.09767916709139364,0.0802381033606167,-0.20282958210861388
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.004815288103309831,0.030359210802132604,-0.04190996180788523,-0.010421944637543971,-0.054578464293063234,-0.07572127070421442,0.08333225931022417,-0.026221558225310887,0.02540135080203338,-0.09325102244740888,-0.18402317319027237
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.06281757385972472,-0.018118205210629245,-0.016361631164204863,0.01595136124435111,0.08152164832691056,0.1362064536341985,-0.11743867404981372,0.006462174461565339,-0.11124711814975102,-0.15772420508826382,0.037084760928023514
HALLMARK_FATTY_ACID_METABOLISM,-0.04387062471716151,0.05453126000495824,0.006233870185492442,-0.02525664721765397,0.11261189164114518,-0.050881056330710495,0.03371125045200319,0.0002539741285696313,0.019808687599842525,-0.18485671650362792,-0.18019055612378926
HALLMARK_G2M_CHECKPOINT,-0.03680421689168011,0.10499673451440932,0.007152553173970715,-0.08700218154909208,0.11186080119022457,0.06376442377560618,-0.06558494898950346,0.037324945879914015,-0.11919476914637529,-0.23570647425540583,-0.3922380729392538
HALLMARK_GLYCOLYSIS,0.019826622152572897,0.062141366719657774,-0.04201920817398409,-0.08855250386505971,-0.06258024494811247,-0.08505460861255539,-0.03816270472272012,-0.0011503078459720172,-0.008200293757331494,-0.23357822062011843,-0.21245892599466198
HALLMARK_HEDGEHOG_SIGNALING,-0.004398290308223607,0.0015002305346411083,-0.13477026982841336,-0.018505089716318354,-0.09773944176219627,-0.15609134328369687,-0.01403751819904385,-0.02074471534670662,-0.10211282916969476,-0.25082523019903674,0.10343422095658981
HALLMARK_HEME_METABOLISM,-0.09125384433526236,0.10949767553192656,-0.02357625326425119,-0.07665254144449707,0.01410026671509656,0.0038928138153533727,-0.10977034492860822,0.009824344678059089,-0.012983500728573079,-0.11850271711871396,0.12281373425322378
HALLMARK_HYPOXIA,0.0655899167588865,-0.08013334966526095,0.08028091974570682,0.05198710060224923,0.043956995957041056,0.12251996744026089,0.07589893776460015,-0.040304382151422694,-0.030017611311091392,-0.311229513447179,-0.4543917149103149
HALLMARK_IL2_STAT5_SIGNALING,-0.10498348942872582,-0.0018352149983590393,0.023413677687764888,-0.05814605482427686,-0.08788086705834919,0.04589408380888641,0.024987702263589217,-0.04823831194049102,-0.03292206268202756,-0.22695130282570838,-0.16991811412605964
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.09512794810262634,0.10324687074654029,0.11273164314235141,0.05296479069196374,0.11995185221130346,0.11478756565133987,-0.08559391892247172,-0.05350396588576879,-0.0072849723010343205,-0.15332328416457142,-0.32158582828755244
HALLMARK_INFLAMMATORY_RESPONSE,-0.07760777136474123,0.030318379898157513,0.03456286503639655,-0.01126668784147085,-0.02422736009690571,-0.005819463774274186,-0.019710230087686385,0.0679375779611819,0.07301941584609747,-0.008910443714147594,-0.1749070074230039
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.10388574010374392,0.07875557689012105,0.025275498419978885,-0.08484884311733663,0.13961293166272634,0.2196658086321396,-0.1176982880892364,0.06354617701779958,-0.01296606243678902,0.05833380557267102,0.23762484040834567
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.11909569965549485,0.09102569180970803,0.1149626990616661,0.05216435614850881,0.16595165984125954,0.2128083864964524,-0.04775883724739387,-0.056484213704379914,-0.05324615567839025,0.13777110917474616,-0.24556091644436048
HALLMARK_KRAS_SIGNALING_DN,0.03217292462504026,0.08529919668686203,-0.11017102021034786,-0.06716647200478106,-0.037310672585874824,-0.12215473110641802,-0.04272718557059047,0.09657578922829949,0.14455804057388566,-0.11329460475196212,0.17888915126649813
HALLMARK_KRAS_SIGNALING_UP,-0.06004661876676574,0.037178892611317564,0.015104172308256569,-0.058948062114290316,0.042228689083927566,-0.13761511591350345,-0.11717708837041779,-0.019633714306353297,-0.09240624000539324,0.061769198353128954,0.19679474231663394
HALLMARK_MITOTIC_SPINDLE,-0.07051786411161004,0.06042642689609743,-0.08855033853377463,-0.12461590093647976,0.04668023437184566,-0.039214369617233825,-0.08982495906153028,0.06713201794719924,0.01892407988579859,-0.12550416476232146,-0.004090518615969281
HALLMARK_MTORC1_SIGNALING,-0.0013683894725605216,0.10483211248068176,0.036652983059833326,-0.088914649971951,0.04647685476117525,-0.018026143187237092,-0.06467016560319791,0.011660358911044819,-0.010241943148219046,-0.34410834482858454,-0.3888835658537514
HALLMARK_MYC_TARGETS_V1,-0.028345009511595107,0.07929766654872349,-0.013860836587090353,-0.12583104009613388,0.06157859533957559,-0.05342513350493177,-0.14646699572849076,-0.004173567661012708,-0.04176328448581041,-0.31602635952660935,-0.37925890589091155
HALLMARK_MYC_TARGETS_V2,-0.056850974645981926,-0.03767484377562443,0.0034548516452439157,-0.014980810612430846,0.16419002608751898,0.007531903647851757,-0.018449922750679047,0.05005290194711829,-0.001522443139253802,-0.09128255431485839,-0.20838957455239182
HALLMARK_MYOGENESIS,-0.10894433377446877,0.12895108060216584,0.005261035713161911,-0.005808956014473135,0.051475021597394005,0.03587834957331616,-0.025012462224233666,-0.02875912329962317,-0.015318634366792063,0.11177303543973799,0.3661109723104215
HALLMARK_NOTCH_SIGNALING,-0.09964467131674534,0.059386475772184165,-0.04930736910690728,-0.053247738741897324,-0.02932556473326835,-0.056552373794624085,-0.111378040673178,-0.028378095763564534,-0.03321887562855785,-0.19177888128497547,-0.24180911116972015
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.013767636661973476,0.09880257466308467,0.02586738730862005,-0.07272704596287835,-0.06338630423750734,-0.08752822330030802,-0.10924430410586865,-0.0206571592886902,-0.059670560870705686,-0.20127395921599098,-0.07653746126131164
HALLMARK_P53_PATHWAY,-0.03338314843764496,0.08733102338568174,0.036470387148561226,-0.04432245735732279,0.10622603847325576,0.038979839490752295,-0.07331847389303382,-0.016888897690740073,-0.03736069026669859,-0.19966173086959185,-0.33910599622290016
HALLMARK_PANCREAS_BETA_CELLS,-0.05511852850767319,0.10205203032871073,-0.007949848342218315,-0.08282295495126199,-0.030080075482071623,-0.12924436795563515,-0.16276043328863846,-0.09299713342220035,-0.02282766038789665,-0.1786190763264161,0.22280947767975495
HALLMARK_PEROXISOME,-0.06057592183398345,0.07055350685977442,0.011507915388113394,-0.06571565695778105,-0.09727873532420364,0.05110384318704892,0.047264791907026225,0.03842990197435977,-0.11726401344132753,-0.12213360414675012,-0.060334061065756894
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.051740961589471876,0.017939785168114127,-0.09609328375588608,-0.08049310738228609,-0.03444260137472288,-0.057296440916570185,-0.09972502848920071,-0.039704312498099456,-0.003382556450192597,-0.10859558550768027,0.008220977283395062
HALLMARK_PROTEIN_SECRETION,-0.09441511498979076,0.15510855910267074,-0.04345494836561027,-0.10768939255775661,-0.023889360951650323,-0.007829611879956712,-0.08818010253483304,-0.009059599620441597,-0.06442273932908421,-0.20527525637686822,-0.13390781846397354
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.08538435687550694,0.03530688392971826,0.05972656290632663,-0.07560642396796263,0.09201013139476787,0.14395754206650732,-0.10493580828894661,-0.02717769031266869,0.013401547575475747,-0.16085212238157715,0.09928811156780573
HALLMARK_SPERMATOGENESIS,-0.037936755845397845,-0.05663772177995752,-0.05341401143867038,-0.05958662181043338,0.00743862394403045,-0.12364015734877647,-0.13063949572985661,0.03815586442655024,-0.058521640275595435,-0.22781125580082265,0.04867746535979525
HALLMARK_TGF_BETA_SIGNALING,-0.12875383048221034,0.07056172456303159,0.015797223233981292,-0.08404906275775124,0.019750378725079655,0.0367099811427397,-0.12555536733342854,-0.030131104619481874,-0.030228027594491187,-0.03188581059588877,-0.1363947950743739
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.1294765683816676,0.06742731199638019,0.013646132969101674,0.030488144555332723,0.16995621930220717,0.1970947018168051,-0.07040083973731028,-0.018086985758084824,-0.08856330006127712,-0.2729920563771468,-0.449803683357728
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.06338876702903372,0.05770603744326389,0.020325580168647668,-0.10335735500228077,0.05685621744954201,0.021370404725769572,-0.07615750114486924,0.016012125961383114,-0.016091844762020503,-0.18796280727138812,-0.2877242531313813
HALLMARK_UV_RESPONSE_DN,-0.09832078193079791,-0.055469368826895536,-0.008891701873689279,0.018681517695389595,-0.1336236313528264,-0.11744263076990283,0.07797010784396513,-0.02524391165397962,-0.07526069275773321,-0.015092604007530385,-0.0902119560901836
HALLMARK_UV_RESPONSE_UP,-0.02737105118444444,0.055340264065662906,-0.04288952183393175,-0.06818617988175521,0.0688470620919101,-0.09371940541844549,-0.07568946358829692,0.03309461929341701,-0.057304217726522985,-0.25339199235360865,-0.10345611599074632
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.06480872238135603,0.018395821095654047,-0.17835342853191652,-0.08121971998133524,-0.06104128434668101,-0.07043965615308018,0.09450881410866938,0.10263862234371868,0.09122789622753003,-0.04098642850483604,-0.3501414604667461
HALLMARK_XENOBIOTIC_METABOLISM,-0.06725517179050934,0.007904635257856075,0.040903111231170325,-0.047803587378537175,0.03653843029278516,0.08129485367044612,-0.03180714642566358,0.06607867377988462,0.004911169093398882,-0.05159698953260891,-0.16721528316332462
